"CUADRO Nº 10: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAMALIES (000)",18368,16052,890,268,1158
"Hombres (001)",14186,12534,716,182,754
"Mujeres (002)",4182,3518,174,86,404
"De 06 a 14 años (003)",328,312,14,1,1
"Hombres (004)",228,214,12,1,1
"Mujeres (005)",100,98,2,,
"De 15 a 29 años (006)",5925,5261,327,88,249
"Hombres (007)",4585,4113,266,61,145
"Mujeres (008)",1340,1148,61,27,104
"De 30 a 44 años (009)",6146,5095,322,121,608
"Hombres (010)",4651,3958,244,80,369
"Mujeres (011)",1495,1137,78,41,239
"De 45 a 64 años (012)",4625,4094,189,55,287
"Hombres (013)",3611,3187,160,37,227
"Mujeres (014)",1014,907,29,18,60
"De 65 y más años (015)",1344,1290,38,3,13
"Hombres (016)",1111,1062,34,3,12
"Mujeres (017)",233,228,4,,1
,,,,,
"URBANA (018)",5290,3983,263,188,856
"Hombres (019)",3655,2780,199,116,560
"Mujeres (020)",1635,1203,64,72,296
"De 06 a 14 años (021)",74,69,5,,
"Hombres (022)",37,33,4,,
"Mujeres (023)",37,36,1,,
"De 15 a 29 años (024)",1430,1123,88,53,166
"Hombres (025)",968,777,64,30,97
"Mujeres (026)",462,346,24,23,69
"De 30 a 44 años (027)",2068,1396,105,98,469
"Hombres (028)",1366,945,77,61,283
"Mujeres (029)",702,451,28,37,186
"De 45 a 64 años (030)",1392,1087,56,36,213
"Hombres (031)",1019,776,46,24,173
"Mujeres (032)",373,311,10,12,40
"De 65 y más años (033)",326,308,9,1,8
"Hombres (034)",265,249,8,1,7
"Mujeres (035)",61,59,1,,1
,,,,,
"RURAL (036)",13078,12069,627,80,302
"Hombres (037)",10531,9754,517,66,194
"Mujeres (038)",2547,2315,110,14,108
"De 06 a 14 años (039)",254,243,9,1,1
"Hombres (040)",191,181,8,1,1
"Mujeres (041)",63,62,1,,
"De 15 a 29 años (042)",4495,4138,239,35,83
"Hombres (043)",3617,3336,202,31,48
"Mujeres (044)",878,802,37,4,35
"De 30 a 44 años (045)",4078,3699,217,23,139
"Hombres (046)",3285,3013,167,19,86
"Mujeres (047)",793,686,50,4,53
"De 45 a 64 años (048)",3233,3007,133,19,74
"Hombres (049)",2592,2411,114,13,54
"Mujeres (050)",641,596,19,6,20
"De 65 y más años (051)",1018,982,29,2,5
"Hombres (052)",846,813,26,2,5
"Mujeres (053)",172,169,3,,
