"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia BOLOGNESI",,,,,,,,,
"Viviendas particulares (001)",7480,308,6664,18,35,30,355,23,47
"Ocupantes presentes (002)",28835,1180,25944,66,172,134,1096,90,153
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6748,301,6235,18,18,19,136,9,12
"Ocupantes presentes (005)",26121,1150,24184,66,68,89,483,44,37
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",20,20,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",25,1,23,,,,,1,
"Ocupantes presentes (011)",109,2,106,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",45,,45,,,,,,
"Ocupantes presentes (014)",202,,202,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",641,,351,,17,10,218,13,32
"Ocupantes presentes (017)",2327,,1427,,104,44,604,45,103
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,3,10,,,1,1,,
"Ocupantes presentes (023)",43,8,25,,,1,9,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,,,,,,,,3
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4718,273,4373,12,9,4,31,8,8
"Ocupantes presentes (029)",18577,1039,17227,53,30,19,155,35,19
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4633,267,4296,12,9,4,30,7,8
"Ocupantes presentes (032)",18207,1011,16895,53,30,19,146,34,19
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",20,20,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",25,1,23,,,,,1,
"Ocupantes presentes (038)",109,2,106,,,,,1,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",45,,45,,,,,,
"Ocupantes presentes (041)",202,,202,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",12,2,9,,,,1,,
"Ocupantes presentes (050)",39,6,24,,,,9,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2762,35,2291,6,26,26,324,15,39
"Ocupantes presentes (056)",10258,141,8717,13,142,115,941,55,134
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2115,34,1939,6,9,15,106,2,4
"Ocupantes presentes (059)",7914,139,7289,13,38,70,337,10,18
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",641,,351,,17,10,218,13,32
"Ocupantes presentes (071)",2327,,1427,,104,44,604,45,103
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",3,1,1,,,1,,,
"Ocupantes presentes (077)",4,2,1,,,1,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",3,,,,,,,,3
"Ocupantes presentes (080)",13,,,,,,,,13
