"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia CHUMBIVILCAS (000)",37523,6149,13557,10207,7610
"Asiste actualmente (001)",26882,1934,12782,9490,2676
"No asiste (002)",10641,4215,775,717,4934
"Hombres (004)",19261,3093,6911,5394,3863
"Asiste actualmente (005)",14306,986,6527,5100,1693
"No asiste (006)",4955,2107,384,294,2170
"Mujeres (008)",18262,3056,6646,4813,3747
"Asiste actualmente (009)",12576,948,6255,4390,983
"No asiste (010)",5686,2108,391,423,2764
,,,,,
"URBANA (012)",8757,1276,2826,2498,2157
"Asiste actualmente (013)",6443,465,2738,2364,876
"No asiste (014)",2314,811,88,134,1281
"Hombres (016)",4487,664,1410,1342,1071
"Asiste actualmente (017)",3418,241,1366,1279,532
"No asiste (018)",1069,423,44,63,539
"Mujeres (020)",4270,612,1416,1156,1086
"Asiste actualmente (021)",3025,224,1372,1085,344
"No asiste (022)",1245,388,44,71,742
,,,,,
"RURAL (024)",28766,4873,10731,7709,5453
"Asiste actualmente (025)",20439,1469,10044,7126,1800
"No asiste (026)",8327,3404,687,583,3653
"Hombres (028)",14774,2429,5501,4052,2792
"Asiste actualmente (029)",10888,745,5161,3821,1161
"No asiste (030)",3886,1684,340,231,1631
"Mujeres (032)",13992,2444,5230,3657,2661
"Asiste actualmente (033)",9551,724,4883,3305,639
"No asiste (034)",4441,1720,347,352,2022
