"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SANTA CRUZ (000)",19889,16172,3717
"De 3 a 5 años (001)",2724,149,2575
"De 6 a 11 años (002)",6372,5516,856
"De 12 a 16 años (003)",5687,5600,87
"De 17 a 24 años (004)",5106,4907,199
"Hombres (005)",10339,8427,1912
"De 3 a 5 años (006)",1417,69,1348
"De 6 a 11 años (007)",3242,2798,444
"De 12 a 16 años (008)",3016,2982,34
"De 17 a 24 años (009)",2664,2578,86
"Mujeres (010)",9550,7745,1805
"De 3 a 5 años (011)",1307,80,1227
"De 6 a 11 años (012)",3130,2718,412
"De 12 a 16 años (013)",2671,2618,53
"De 17 a 24 años (014)",2442,2329,113
,,,
"URBANA (015)",3932,3298,634
"De 3 a 5 años (016)",537,45,492
"De 6 a 11 años (017)",1173,1057,116
"De 12 a 16 años (018)",1134,1125,9
"De 17 a 24 años (019)",1088,1071,17
"Hombres (020)",1948,1632,316
"De 3 a 5 años (021)",268,22,246
"De 6 a 11 años (022)",594,536,58
"De 12 a 16 años (023)",589,585,4
"De 17 a 24 años (024)",497,489,8
"Mujeres (025)",1984,1666,318
"De 3 a 5 años (026)",269,23,246
"De 6 a 11 años (027)",579,521,58
"De 12 a 16 años (028)",545,540,5
"De 17 a 24 años (029)",591,582,9
,,,
"RURAL (030)",15957,12874,3083
"De 3 a 5 años (031)",2187,104,2083
"De 6 a 11 años (032)",5199,4459,740
"De 12 a 16 años (033)",4553,4475,78
"De 17 a 24 años (034)",4018,3836,182
"Hombres (035)",8391,6795,1596
"De 3 a 5 años (036)",1149,47,1102
"De 6 a 11 años (037)",2648,2262,386
"De 12 a 16 años (038)",2427,2397,30
"De 17 a 24 años (039)",2167,2089,78
"Mujeres (040)",7566,6079,1487
"De 3 a 5 años (041)",1038,57,981
"De 6 a 11 años (042)",2551,2197,354
"De 12 a 16 años (043)",2126,2078,48
"De 17 a 24 años (044)",1851,1747,104
