"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CHEPEN (000)",1748,377,1371
"De 14 a 29 años (001)",884,302,582
"De 30 a 44 años (002)",494,66,428
"De 45 a 64 años (003)",305,9,296
"De 65 y más años (004)",65,,65
"Hombres (005)",1304,234,1070
"De 14 a 29 años (006)",604,182,422
"De 30 a 44 años (007)",374,45,329
"De 45 a 64 años (008)",267,7,260
"De 65 y más años (009)",59,,59
"Mujeres (010)",444,143,301
"De 14 a 29 años (011)",280,120,160
"De 30 a 44 años (012)",120,21,99
"De 45 a 64 años (013)",38,2,36
"De 65 y más años (014)",6,,6
,,,
"AREA URBANA (015)",1411,343,1068
"De 14 a 29 años (016)",713,278,435
"De 30 a 44 años (017)",395,58,337
"De 45 a 64 años (018)",248,7,241
"De 65 y más años (019)",55,,55
"Hombres (020)",1012,202,810
"De 14 a 29 años (021)",459,160,299
"De 30 a 44 años (022)",287,37,250
"De 45 a 64 años (023)",215,5,210
"De 65 y más años (024)",51,,51
"Mujeres (025)",399,141,258
"De 14 a 29 años (026)",254,118,136
"De 30 a 44 años (027)",108,21,87
"De 45 a 64 años (028)",33,2,31
"De 65 y más años (029)",4,,4
,,,
"AREA RURAL (030)",337,34,303
"De 14 a 29 años (031)",171,24,147
"De 30 a 44 años (032)",99,8,91
"De 45 a 64 años (033)",57,2,55
"De 65 y más años (034)",10,,10
"Hombres (035)",292,32,260
"De 14 a 29 años (036)",145,22,123
"De 30 a 44 años (037)",87,8,79
"De 45 a 64 años (038)",52,2,50
"De 65 y más años (039)",8,,8
"Mujeres (040)",45,2,43
"De 14 a 29 años (041)",26,2,24
"De 30 a 44 años (042)",12,,12
"De 45 a 64 años (043)",5,,5
"De 65 y más años (044)",2,,2
