"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia UCAYALI",,,,,,,,
"Hogares (001)",11777,5058,3424,1086,124,857,237,5231
"Ocupantes presentes (002)",61017,26879,18302,5566,542,4174,1056,26158
"Casa independiente",,,,,,,,
"Hogares (004)",9345,4498,3128,988,118,805,216,3556
"Ocupantes presentes (005)",48769,24128,16856,5117,527,3946,993,17664
"Departamento en edificio",,,,,,,,
"Hogares (007)",8,3,4,3,,2,1,2
"Ocupantes presentes (008)",29,8,12,13,,9,6,6
"Vivienda en quinta",,,,,,,,
"Hogares (010)",186,82,89,20,6,19,15,59
"Ocupantes presentes (011)",563,255,301,62,15,68,33,162
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",26,12,11,3,,1,,9
"Ocupantes presentes (014)",79,31,33,9,,7,,23
"Choza o cabaña",,,,,,,,
"Hogares (016)",2147,437,173,70,,29,4,1575
"Ocupantes presentes (017)",11297,2343,998,357,,138,19,8189
"Vivienda improvisada",,,,,,,,
"Hogares (019)",44,16,15,2,,1,,19
"Ocupantes presentes (020)",207,83,88,8,,6,,72
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",15,7,4,,,,1,8
"Ocupantes presentes (023)",64,28,14,,,,5,36
"Otro tipo",,,,,,,,
"Hogares (025)",6,3,,,,,,3
"Ocupantes presentes (026)",9,3,,,,,,6
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",6413,3040,2901,851,122,750,229,2146
"Ocupantes presentes (029)",33098,16060,15355,4308,532,3647,1016,10539
"Casa independiente",,,,,,,,
"Hogares (031)",6133,2918,2778,823,116,727,212,2050
"Ocupantes presentes (032)",32163,15653,14907,4216,517,3557,972,10249
"Departamento en edificio",,,,,,,,
"Hogares (034)",8,3,4,3,,2,1,2
"Ocupantes presentes (035)",29,8,12,13,,9,6,6
"Vivienda en quinta",,,,,,,,
"Hogares (037)",186,82,89,20,6,19,15,59
"Ocupantes presentes (038)",563,255,301,62,15,68,33,162
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",26,12,11,3,,1,,9
"Ocupantes presentes (041)",79,31,33,9,,7,,23
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",44,16,15,2,,1,,19
"Ocupantes presentes (047)",207,83,88,8,,6,,72
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",13,7,4,,,,1,6
"Ocupantes presentes (050)",54,28,14,,,,5,26
"Otro tipo",,,,,,,,
"Hogares (052)",3,2,,,,,,1
"Ocupantes presentes (053)",3,2,,,,,,1
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",5364,2018,523,235,2,107,8,3085
"Ocupantes presentes (056)",27919,10819,2947,1258,10,527,40,15619
"Casa independiente",,,,,,,,
"Hogares (058)",3212,1580,350,165,2,78,4,1506
"Ocupantes presentes (059)",16606,8475,1949,901,10,389,21,7415
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",2147,437,173,70,,29,4,1575
"Ocupantes presentes (071)",11297,2343,998,357,,138,19,8189
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,,,,,,,2
"Ocupantes presentes (077)",10,,,,,,,10
"Otro tipo",,,,,,,,
"Hogares (079)",3,1,,,,,,2
"Ocupantes presentes (080)",6,1,,,,,,5
