"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia TAYACAJA",,,,,,,,,
"Viviendas particulares (001)",25505,3485,1881,480,14,807,17612,812,414
"Ocupantes presentes (002)",104406,15083,8202,1997,57,3156,71566,2830,1515
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",24186,3349,1840,478,14,785,16519,792,409
"Ocupantes presentes (005)",98964,14425,7976,1993,57,3077,67166,2766,1504
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",12,12,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",73,67,6,,,,,,
"Ocupantes presentes (011)",330,295,35,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",117,59,33,1,,5,9,10,
"Ocupantes presentes (014)",618,339,189,3,,25,29,33,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",1097,,,,,14,1073,9,1
"Ocupantes presentes (017)",4415,,,,,49,4336,28,2
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",10,3,,,,,4,1,2
"Ocupantes presentes (020)",33,8,,,,,19,3,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,4,2,1,,1,7,,2
"Ocupantes presentes (023)",30,4,2,1,,1,16,,6
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,2,,,
"Ocupantes presentes (026)",4,,,,,4,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",6179,2451,522,95,4,279,2485,266,77
"Ocupantes presentes (029)",25197,10668,2278,312,6,1000,9741,931,261
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",5967,2316,481,93,4,273,2471,255,74
"Ocupantes presentes (032)",24195,10011,2052,308,6,974,9692,895,257
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",12,12,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",73,67,6,,,,,,
"Ocupantes presentes (038)",330,295,35,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",117,59,33,1,,5,9,10,
"Ocupantes presentes (041)",618,339,189,3,,25,29,33,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",10,3,,,,,4,1,2
"Ocupantes presentes (047)",33,8,,,,,19,3,3
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",9,3,2,1,,1,1,,1
"Ocupantes presentes (050)",9,3,2,1,,1,1,,1
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",19326,1034,1359,385,10,528,15127,546,337
"Ocupantes presentes (056)",79209,4415,5924,1685,51,2156,61825,1899,1254
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",18219,1033,1359,385,10,512,14048,537,335
"Ocupantes presentes (059)",74769,4414,5924,1685,51,2103,57474,1871,1247
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",1097,,,,,14,1073,9,1
"Ocupantes presentes (071)",4415,,,,,49,4336,28,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",8,1,,,,,6,,1
"Ocupantes presentes (077)",21,1,,,,,15,,5
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",2,,,,,2,,,
"Ocupantes presentes (080)",4,,,,,4,,,
