"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia TAHUAMANU (000)",4247,571,1108,1006,1562
"Asiste actualmente (001)",2423,240,1066,859,258
"No asiste (002)",1824,331,42,147,1304
"Hombres (004)",2217,279,556,512,870
"Asiste actualmente (005)",1240,119,537,448,136
"No asiste (006)",977,160,19,64,734
"Mujeres (008)",2030,292,552,494,692
"Asiste actualmente (009)",1183,121,529,411,122
"No asiste (010)",847,171,23,83,570
,,,,,
"URBANA (012)",3079,416,780,713,1170
"Asiste actualmente (013)",1789,206,752,630,201
"No asiste (014)",1290,210,28,83,969
"Hombres (016)",1558,191,394,348,625
"Asiste actualmente (017)",897,96,383,313,105
"No asiste (018)",661,95,11,35,520
"Mujeres (020)",1521,225,386,365,545
"Asiste actualmente (021)",892,110,369,317,96
"No asiste (022)",629,115,17,48,449
,,,,,
"RURAL (024)",1168,155,328,293,392
"Asiste actualmente (025)",634,34,314,229,57
"No asiste (026)",534,121,14,64,335
"Hombres (028)",659,88,162,164,245
"Asiste actualmente (029)",343,23,154,135,31
"No asiste (030)",316,65,8,29,214
"Mujeres (032)",509,67,166,129,147
"Asiste actualmente (033)",291,11,160,94,26
"No asiste (034)",218,56,6,35,121
