"CUADRO Nº 21: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia CONDORCANQUI (000)",10630,1079,547,5654,39,2788,116,407
"Agric., ganadería, caza y silvicultura (001)",7927,13,304,4903,20,2687,,
"Pesca (002)",41,2,4,29,,6,,
"Explotación de minas y canteras (003)",21,,15,6,,,,
"Industrias manufactureras (004)",108,1,29,72,3,3,,
"Suministro de electricidad, gas y agua (005)",1,1,,,,,,
"Construcción (006)",161,6,99,34,2,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",302,33,7,210,9,43,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",18,1,5,12,,,,
"Comercio al por mayor (009)",17,6,,8,1,2,,
"Comercio al por menor (010)",267,26,2,190,8,41,,
"Hoteles y restaurantes (011)",116,17,5,83,2,9,,
"Trans., almac. y comunicaciones (012)",119,14,43,60,1,1,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",56,46,3,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",181,175,6,,,,,
"Enseñanza (016)",684,619,,64,,1,,
"Servicios sociales y de salud (017)",114,98,11,4,,1,,
"Otras activ. serv.comun.soc y personales (018)",58,34,12,11,,1,,
"Hogares privados con servicio doméstico (019)",116,,,,,,116,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",215,17,9,171,2,16,,
"Desocupado (022)",407,,,,,,,407
"Hombres (023)",6301,765,456,4076,33,604,10,357
"Agric., ganadería, caza y silvicultura (024)",4432,8,234,3623,18,549,,
"Pesca (025)",37,2,4,25,,6,,
"Explotación de minas y canteras (026)",19,,13,6,,,,
"Industrias manufactureras (027)",97,1,28,62,3,3,,
"Suministro de electricidad, gas y agua (028)",1,1,,,,,,
"Construcción (029)",158,6,96,34,2,20,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",189,18,7,138,9,17,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",18,1,5,12,,,,
"Comercio al por mayor (032)",10,4,,5,1,,,
"Comercio al por menor (033)",161,13,2,121,8,17,,
"Hoteles y restaurantes (034)",26,5,,19,,2,,
"Trans., almac. y comunicaciones (035)",115,13,41,59,1,1,,
"Intermediación financiera (036)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (037)",48,38,3,7,,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",158,152,6,,,,,
"Enseñanza (039)",470,425,,44,,1,,
"Servicios sociales y de salud (040)",84,69,11,3,,1,,
"Otras activ. serv.comun.soc y personales (041)",32,17,9,6,,,,
"Hogares privados con servicio doméstico (042)",10,,,,,,10,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",66,8,4,50,,4,,
"Desocupado (045)",357,,,,,,,357
"Mujeres (046)",4329,314,91,1578,6,2184,106,50
"Agric., ganadería, caza y silvicultura (047)",3495,5,70,1280,2,2138,,
"Pesca (048)",4,,,4,,,,
"Explotación de minas y canteras (049)",2,,2,,,,,
"Industrias manufactureras (050)",11,,1,10,,,,
"Construcción (052)",3,,3,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",113,15,,72,,26,,
"Comercio al por mayor (055)",7,2,,3,,2,,
"Comercio al por menor (056)",106,13,,69,,24,,
"Hoteles y restaurantes (057)",90,12,5,64,2,7,,
"Trans., almac. y comunicaciones (058)",4,1,2,1,,,,
"Intermediación financiera (059)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (060)",8,8,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",23,23,,,,,,
"Enseñanza (062)",214,194,,20,,,,
"Servicios sociales y de salud (063)",30,29,,1,,,,
"Otras activ. serv.comun.soc y personales (064)",26,17,3,5,,1,,
"Hogares privados con servicio doméstico (065)",106,,,,,,106,
"Actividad economica no especificada (067)",149,9,5,121,2,12,,
,,,,,,,,
"URBANA (068)",1666,504,175,655,7,160,91,74
"Agric., ganadería, caza y silvicultura (069)",543,2,79,344,3,115,,
"Pesca (070)",3,,1,,,2,,
"Explotación de minas y canteras (071)",11,,9,2,,,,
"Industrias manufactureras (072)",46,,15,31,,,,
"Suministro de electricidad, gas y agua (073)",1,1,,,,,,
"Construcción (074)",35,3,22,9,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (075)",168,24,5,106,2,31,,
"Venta, mant.y rep. veh.autom.y motoc. (076)",13,1,3,9,,,,
"Comercio al por mayor (077)",14,6,,7,,1,,
"Comercio al por menor (078)",141,17,2,90,2,30,,
"Hoteles y restaurantes (079)",80,16,3,51,2,8,,
"Trans., almac. y comunicaciones (080)",80,13,21,46,,,,
"Intermediación financiera (081)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (082)",43,37,,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (083)",132,127,5,,,,,
"Enseñanza (084)",201,184,,17,,,,
"Servicios sociales y de salud (085)",54,52,1,1,,,,
"Otras activ. serv.comun.soc y personales (086)",46,29,5,11,,1,,
"Hogares privados con servicio doméstico (087)",91,,,,,,91,
"Organiz. y organos extraterritoriales (088)",1,1,,,,,,
"Actividad economica no especificada (089)",55,13,9,31,,2,,
"Desocupado (090)",74,,,,,,,74
"Hombres (091)",1060,342,153,441,4,54,6,60
"Agric., ganadería, caza y silvicultura (092)",358,2,69,248,2,37,,
"Pesca (093)",3,,1,,,2,,
"Explotación de minas y canteras (094)",11,,9,2,,,,
"Industrias manufactureras (095)",39,,14,25,,,,
"Suministro de electricidad, gas y agua (096)",1,1,,,,,,
"Construcción (097)",35,3,22,9,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (098)",91,10,5,61,2,13,,
"Venta, mant.y rep. veh.autom.y motoc. (099)",13,1,3,9,,,,
"Comercio al por mayor (100)",9,4,,5,,,,
"Comercio al por menor (101)",69,5,2,47,2,13,,
"Hoteles y restaurantes (102)",16,4,,11,,1,,
"Trans., almac. y comunicaciones (103)",77,12,20,45,,,,
"Intermediación financiera (104)",1,1,,,,,,
"Activid.inmobil., empres. y alquileres (105)",36,30,,6,,,,
"Admin.pub. y defensa; p. segur.soc.afil (106)",112,107,5,,,,,
"Enseñanza (107)",128,116,,12,,,,
"Servicios sociales y de salud (108)",37,35,1,1,,,,
"Otras activ. serv.comun.soc y personales (109)",25,16,3,6,,,,
"Hogares privados con servicio doméstico (110)",6,,,,,,6,
"Organiz. y organos extraterritoriales (111)",1,1,,,,,,
"Actividad economica no especificada (112)",23,4,4,15,,,,
"Desocupado (113)",60,,,,,,,60
"Mujeres (114)",606,162,22,214,3,106,85,14
"Agric., ganadería, caza y silvicultura (115)",185,,10,96,1,78,,
"Industrias manufactureras (118)",7,,1,6,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (121)",77,14,,45,,18,,
"Comercio al por mayor (123)",5,2,,2,,1,,
