"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AREQUIPA (000)",780678,62096,210610,54766,458091
"Hombres (001)",373331,27810,97983,29870,220332
"Mujeres (002)",407347,34286,112627,24896,237759
"PEA (003)",362097,11995,98912,25343,228671
"Hombres (004)",209027,5572,54180,16875,134223
"Mujeres (005)",153070,6423,44732,8468,94448
"Ocupada (006)",340701,11328,96666,24673,210834
"Hombres (007)",196330,5274,52997,16454,123414
"Mujeres (008)",144371,6054,43669,8219,87420
"Desocupada (009)",21396,667,2246,670,17837
"Hombres (010)",12697,298,1183,421,10809
"Mujeres (011)",8699,369,1063,249,7028
"No PEA (012)",418581,50101,111698,29423,229420
"Hombres (013)",164304,22238,43803,12995,86109
"Mujeres (014)",254277,27863,67895,16428,143311
,,,,,
"URBANA (018)",761619,59245,208611,53928,444689
"Hombres (019)",363019,26498,96796,29300,213068
"Mujeres (020)",398600,32747,111815,24628,231621
"PEA (021)",352436,11445,97755,24913,221123
"Hombres (022)",202432,5283,53304,16526,129124
"Mujeres (023)",150004,6162,44451,8387,91999
"Ocupada (024)",331326,10802,95528,24251,203521
"Hombres (025)",189937,5003,52133,16111,118481
"Mujeres (026)",141389,5799,43395,8140,85040
"Desocupada (027)",21110,643,2227,662,17602
"Hombres (028)",12495,280,1171,415,10643
"Mujeres (029)",8615,363,1056,247,6959
"No PEA (030)",409183,47800,110856,29015,223566
"Hombres (031)",160587,21215,43492,12774,83944
"Mujeres (032)",248596,26585,67364,16241,139622
,,,,,
"RURAL (036)",19059,2851,1999,838,13402
"Hombres (037)",10312,1312,1187,570,7264
"Mujeres (038)",8747,1539,812,268,6138
"PEA (039)",9661,550,1157,430,7548
"Hombres (040)",6595,289,876,349,5099
"Mujeres (041)",3066,261,281,81,2449
"Ocupada (042)",9375,526,1138,422,7313
"Hombres (043)",6393,271,864,343,4933
"Mujeres (044)",2982,255,274,79,2380
"Desocupada (045)",286,24,19,8,235
"Hombres (046)",202,18,12,6,166
"Mujeres (047)",84,6,7,2,69
"No PEA (048)",9398,2301,842,408,5854
"Hombres (049)",3717,1023,311,221,2165
"Mujeres (050)",5681,1278,531,187,3689
