"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO",,,,,,,,
"Hogares (001)",7847,5856,2036,479,21,145,122,1636
"Ocupantes presentes (002)",24250,18742,7129,1670,63,489,395,4371
"Casa independiente",,,,,,,,
"Hogares (004)",7386,5516,1964,450,21,145,101,1536
"Ocupantes presentes (005)",23199,17939,6930,1600,63,489,342,4163
"Departamento en edificio",,,,,,,,
"Hogares (007)",3,1,1,1,,,2,1
"Ocupantes presentes (008)",5,1,1,1,,,2,3
"Vivienda en quinta",,,,,,,,
"Hogares (010)",6,3,3,2,,,,
"Ocupantes presentes (011)",7,3,4,3,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",126,95,62,22,,,17,15
"Ocupantes presentes (014)",332,258,177,58,,,48,41
"Choza o cabaña",,,,,,,,
"Hogares (016)",308,233,3,3,,,,74
"Ocupantes presentes (017)",675,521,7,7,,,,152
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,,,,,,1
"Ocupantes presentes (020)",4,3,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",10,5,2,,,,1,5
"Ocupantes presentes (023)",17,12,6,,,,2,5
"Otro tipo",,,,,,,,
"Hogares (025)",6,2,1,1,,,1,4
"Ocupantes presentes (026)",11,5,4,1,,,1,6
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",3358,2404,1253,322,18,122,116,715
"Ocupantes presentes (029)",10714,8020,4319,1103,58,410,374,1972
"Casa independiente",,,,,,,,
"Hogares (031)",3211,2300,1185,296,18,122,95,692
"Ocupantes presentes (032)",10349,7746,4131,1040,58,410,321,1919
"Departamento en edificio",,,,,,,,
"Hogares (034)",3,1,1,1,,,2,1
"Ocupantes presentes (035)",5,1,1,1,,,2,3
"Vivienda en quinta",,,,,,,,
"Hogares (037)",6,3,3,2,,,,
"Ocupantes presentes (038)",7,3,4,3,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",126,95,62,22,,,17,15
"Ocupantes presentes (041)",332,258,177,58,,,48,41
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,,,,,,1
"Ocupantes presentes (047)",4,3,,,,,,1
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",6,2,1,,,,1,4
"Ocupantes presentes (050)",8,4,2,,,,2,4
"Otro tipo",,,,,,,,
"Hogares (052)",4,2,1,1,,,1,2
"Ocupantes presentes (053)",9,5,4,1,,,1,4
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",4489,3452,783,157,3,23,6,921
"Ocupantes presentes (056)",13536,10722,2810,567,5,79,21,2399
"Casa independiente",,,,,,,,
"Hogares (058)",4175,3216,779,154,3,23,6,844
"Ocupantes presentes (059)",12850,10193,2799,560,5,79,21,2244
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",308,233,3,3,,,,74
"Ocupantes presentes (071)",675,521,7,7,,,,152
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",4,3,1,,,,,1
"Ocupantes presentes (077)",9,8,4,,,,,1
"Otro tipo",,,,,,,,
"Hogares (079)",2,,,,,,,2
"Ocupantes presentes (080)",2,,,,,,,2
