"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",124085,42816,3809,58063,12661,1434,2666,1087,1549
"Jefe o Jefa (001)",30422,10245,45,15401,2233,412,1112,264,710
"Esposa(o)/ compa¤era(o) (002)",20306,10807,55,7304,964,204,565,101,306
"Hijo(a)/ hijastro(a) (003)",58378,16486,3152,29061,7672,562,621,513,311
"Yerno/ nuera (004)",1049,154,8,496,226,35,66,26,38
"Nieto(a) (005)",5330,1707,388,2651,486,32,19,34,13
"Padres/ suegros (006)",1417,1157,,223,17,4,11,,5
"Otro(a) pariente (007)",5929,2003,144,2533,814,106,171,92,66
"Trabajador(a) del hogar (008)",207,54,5,113,28,7,,,
"Pensionista (009)",90,7,,14,17,14,9,5,24
"Otro(a) no pariente (010)",957,196,12,267,204,58,92,52,76
"Hombres (012)",60025,15439,1906,31545,7688,729,1291,551,876
"Jefe o Jefa (013)",22206,5690,28,12882,1766,303,782,184,571
"Esposa(o)/ compa¤era(o) (014)",1240,290,2,553,204,50,81,17,43
"Hijo(a)/ hijastro(a) (015)",29683,7486,1628,14999,4682,252,259,236,141
"Yerno/ nuera (016)",471,49,1,225,110,15,29,14,28
"Nieto(a) (017)",2553,783,169,1270,275,13,11,24,8
"Padres/ suegros (018)",334,206,,113,6,2,4,,3
"Otro(a) pariente (019)",3019,844,69,1378,507,58,72,57,34
"Trabajador(a) del hogar (020)",11,5,,4,1,1,,,
"Pensionista (021)",48,3,,8,9,6,8,1,13
"Otro(a) no pariente (022)",460,83,9,113,128,29,45,18,35
"Mujeres (024)",64060,27377,1903,26518,4973,705,1375,536,673
"Jefe o Jefa (025)",8216,4555,17,2519,467,109,330,80,139
"Esposa(o)/ compa¤era(o) (026)",19066,10517,53,6751,760,154,484,84,263
"Hijo(a)/ hijastro(a) (027)",28695,9000,1524,14062,2990,310,362,277,170
"Yerno/ nuera (028)",578,105,7,271,116,20,37,12,10
"Nieto(a) (029)",2777,924,219,1381,211,19,8,10,5
"Padres/ suegros (030)",1083,951,,110,11,2,7,,2
"Otro(a) pariente (031)",2910,1159,75,1155,307,48,99,35,32
"Trabajador(a) del hogar (032)",196,49,5,109,27,6,,,
"Pensionista (033)",42,4,,6,8,8,1,4,11
"Otro(a) no pariente (034)",497,113,3,154,76,29,47,34,41
,,,,,,,,,
"URBANA (036)",33523,6662,1085,12487,7381,1234,2287,994,1393
"Jefe o Jefa (037)",8230,1558,8,3120,1400,363,927,235,619
"Esposa(o)/ compa¤era(o) (038)",4976,1513,11,1656,707,181,516,95,297
"Hijo(a)/ hijastro(a) (039)",14833,2281,860,5911,4040,459,531,474,277
"Yerno/ nuera (040)",435,29,2,98,153,32,63,25,33
"Nieto(a) (041)",1520,363,138,649,293,25,14,27,11
"Padres/ suegros (042)",451,306,,114,13,4,9,,5
"Otro(a) pariente (043)",2165,481,49,670,565,94,152,90,64
"Trabajador(a) del hogar (044)",174,40,5,96,26,7,,,
"Pensionista (045)",62,4,,7,11,13,3,5,19
