"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia JORGE BASADRE",,,,,
"Viviendas particulares (001)",65,20,27,12,6
"Ocupantes presentes (002)",199,53,100,31,15
"Casa independiente",,,,,
"Viviendas particulares (004)",50,13,26,5,6
"Ocupantes presentes (005)",162,38,94,15,15
"Departamento en edificio",,,,,
"Viviendas particulares (007)",6,6,,,
"Ocupantes presentes (008)",14,14,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",9,1,1,7,
"Ocupantes presentes (017)",23,1,6,16,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",18,13,1,1,3
"Ocupantes presentes (029)",49,33,3,4,9
"Casa independiente",,,,,
"Viviendas particulares (031)",12,7,1,1,3
"Ocupantes presentes (032)",35,19,3,4,9
"Departamento en edificio",,,,,
"Viviendas particulares (034)",6,6,,,
"Ocupantes presentes (035)",14,14,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",47,7,26,11,3
"Ocupantes presentes (056)",150,20,97,27,6
"Casa independiente",,,,,
"Viviendas particulares (058)",38,6,25,4,3
"Ocupantes presentes (059)",127,19,91,11,6
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",9,1,1,7,
"Ocupantes presentes (071)",23,1,6,16,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
