"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia LA UNION (000)",107,3,50,28,20,6
"Conviviente (001)",32,,19,10,3,
"Separado(a) (002)",3,,1,2,,
"Casado(a) (003)",29,,1,11,13,4
"Viudo(a) (004)",2,,,,,2
"Divorciado(a) (005)",1,,,,1,
"Soltero(a) (006)",40,3,29,5,3,
"Hombres (008)",78,1,36,24,14,3
"Conviviente (009)",27,,15,9,3,
"Separado(a) (010)",2,,,2,,
"Casado(a) (011)",21,,1,8,10,2
"Viudo(a) (012)",1,,,,,1
"Divorciado(a) (013)",1,,,,1,
"Soltero(a) (014)",26,1,20,5,,
"Mujeres (016)",29,2,14,4,6,3
"Conviviente (017)",5,,4,1,,
"Separado(a) (018)",1,,1,,,
"Casado(a) (019)",8,,,3,3,2
"Viudo(a) (020)",1,,,,,1
"Soltero(a) (022)",14,2,9,,3,
,,,,,,
"AREA URBANA (024)",74,1,33,20,14,6
"Conviviente (025)",22,,15,5,2,
"Separado(a) (026)",3,,1,2,,
"Casado(a) (027)",22,,,9,9,4
"Viudo(a) (028)",2,,,,,2
"Soltero(a) (030)",25,1,17,4,3,
"Hombres (032)",50,,22,17,8,3
"Conviviente (033)",17,,11,4,2,
"Separado(a) (034)",2,,,2,,
"Casado(a) (035)",15,,,7,6,2
"Viudo(a) (036)",1,,,,,1
"Soltero(a) (038)",15,,11,4,,
"Mujeres (040)",24,1,11,3,6,3
"Conviviente (041)",5,,4,1,,
"Separado(a) (042)",1,,1,,,
"Casado(a) (043)",7,,,2,3,2
"Viudo(a) (044)",1,,,,,1
"Soltero(a) (046)",10,1,6,,3,
,,,,,,
"AREA RURAL (048)",33,2,17,8,6,
"Conviviente (049)",10,,4,5,1,
"Casado(a) (051)",7,,1,2,4,
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",15,2,12,1,,
"Hombres (056)",28,1,14,7,6,
"Conviviente (057)",10,,4,5,1,
"Casado(a) (059)",6,,1,1,4,
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",11,1,9,1,,
"Mujeres (064)",5,1,3,1,,
"Casado(a) (067)",1,,,1,,
"Soltero(a) (070)",4,1,3,,,
