"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia TRUJILLO (000)",13234,160,7064,3592,2070,348
"Sin nivel (001)",340,8,81,89,114,48
"Educación inicial (002)",13,,11,2,,
"Primaria (003)",2166,74,782,597,555,158
"Secundaria (004)",4736,78,2856,1086,632,84
"Superior no univ. incompleta (005)",974,,612,245,106,11
"Superior no univ. completa (006)",1595,,822,551,206,16
"Superior univ. incompleta (007)",1209,,877,201,123,8
"Superior univ. completa (008)",2201,,1023,821,334,23
"Hombres (010)",8427,109,4185,2213,1618,302
"Sin nivel (011)",179,6,51,37,55,30
"Educación inicial (012)",7,,6,1,,
"Primaria (013)",1587,51,511,414,468,143
"Secundaria (014)",3342,52,1907,777,530,76
"Superior no univ. incompleta (015)",579,,328,156,84,11
"Superior no univ. completa (016)",804,,391,250,148,15
"Superior univ. incompleta (017)",740,,498,132,102,8
"Superior univ. completa (018)",1189,,493,446,231,19
"Mujeres (020)",4807,51,2879,1379,452,46
"Sin nivel (021)",161,2,30,52,59,18
"Educación inicial (022)",6,,5,1,,
"Primaria (023)",579,23,271,183,87,15
"Secundaria (024)",1394,26,949,309,102,8
"Superior no univ. incompleta (025)",395,,284,89,22,
"Superior no univ. completa (026)",791,,431,301,58,1
"Superior univ. incompleta (027)",469,,379,69,21,
"Superior univ. completa (028)",1012,,530,375,103,4
,,,,,,
"Area Urbana (030)",12958,147,6910,3536,2026,339
"Sin nivel (031)",327,7,77,87,109,47
"Educación inicial (032)",13,,11,2,,
"Primaria (033)",2044,66,718,574,535,151
"Secundaria (034)",4624,74,2788,1061,618,83
"Superior no univ. incompleta (035)",969,,608,244,106,11
"Superior no univ. completa (036)",1577,,810,549,202,16
"Superior univ. incompleta (037)",1209,,877,201,123,8
"Superior univ. completa (038)",2195,,1021,818,333,23
"Hombres (040)",8207,96,4074,2167,1577,293
"Sin nivel (041)",171,5,48,37,52,29
"Educación inicial (042)",7,,6,1,,
"Primaria (043)",1490,43,466,397,448,136
"Secundaria (044)",3251,48,1858,753,517,75
"Superior no univ. incompleta (045)",574,,324,155,84,11
"Superior no univ. completa (046)",790,,383,248,144,15
"Superior univ. incompleta (047)",740,,498,132,102,8
"Superior univ. completa (048)",1184,,491,444,230,19
"Mujeres (050)",4751,51,2836,1369,449,46
"Sin nivel (051)",156,2,29,50,57,18
"Educación inicial (052)",6,,5,1,,
"Primaria (053)",554,23,252,177,87,15
"Secundaria (054)",1373,26,930,308,101,8
"Superior no univ. incompleta (055)",395,,284,89,22,
"Superior no univ. completa (056)",787,,427,301,58,1
"Superior univ. incompleta (057)",469,,379,69,21,
"Superior univ. completa (058)",1011,,530,374,103,4
,,,,,,
"Area Rural (060)",276,13,154,56,44,9
"Sin nivel (061)",13,1,4,2,5,1
"Primaria (063)",122,8,64,23,20,7
"Secundaria (064)",112,4,68,25,14,1
"Superior no univ. incompleta (065)",5,,4,1,,
"Superior no univ. completa (066)",18,,12,2,4,
"Superior univ. completa (068)",6,,2,3,1,
"Hombres (070)",220,13,111,46,41,9
"Sin nivel (071)",8,1,3,,3,1
"Primaria (073)",97,8,45,17,20,7
"Secundaria (074)",91,4,49,24,13,1
"Superior no univ. incompleta (075)",5,,4,1,,
"Superior no univ. completa (076)",14,,8,2,4,
"Superior univ. completa (078)",5,,2,2,1,
"Mujeres (080)",56,,43,10,3,
"Sin nivel (081)",5,,1,2,2,
"Primaria (083)",25,,19,6,,
"Secundaria (084)",21,,19,1,1,
"Superior no univ. completa (086)",4,,4,,,
"Superior univ. completa (088)",1,,,1,,
