"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CHUCUITO (000)",4234,83,2278,1201,535,137
"Sin nivel (001)",224,9,45,71,64,35
"Educación inicial (002)",4,,4,,,
"Primaria (003)",974,52,312,284,249,77
"Secundaria (004)",2384,22,1565,609,169,19
"Superior no univ. incompleta (005)",160,,98,49,13,
"Superior no univ. completa (006)",252,,154,80,15,3
"Superior univ. incompleta (007)",52,,27,18,6,1
"Superior univ. completa (008)",184,,73,90,19,2
"Hombres (010)",3084,45,1535,940,442,122
"Sin nivel (011)",160,6,34,48,47,25
"Educación inicial (012)",3,,3,,,
"Primaria (013)",679,28,179,202,197,73
"Secundaria (014)",1767,11,1082,504,152,18
"Superior no univ. incompleta (015)",127,,75,41,11,
"Superior no univ. completa (016)",175,,96,63,13,3
"Superior univ. incompleta (017)",39,,18,15,5,1
"Superior univ. completa (018)",134,,48,67,17,2
"Mujeres (020)",1150,38,743,261,93,15
"Sin nivel (021)",64,3,11,23,17,10
"Educación inicial (022)",1,,1,,,
"Primaria (023)",295,24,133,82,52,4
"Secundaria (024)",617,11,483,105,17,1
"Superior no univ. incompleta (025)",33,,23,8,2,
"Superior no univ. completa (026)",77,,58,17,2,
"Superior univ. incompleta (027)",13,,9,3,1,
"Superior univ. completa (028)",50,,25,23,2,
,,,,,,
"Area Urbana (030)",1893,39,967,584,247,56
"Sin nivel (031)",163,6,34,63,41,19
"Educación inicial (032)",3,,3,,,
"Primaria (033)",421,23,135,146,92,25
"Secundaria (034)",981,10,619,258,85,9
"Superior no univ. incompleta (035)",89,,53,27,9,
"Superior no univ. completa (036)",108,,64,37,7,
"Superior univ. incompleta (037)",31,,17,10,3,1
"Superior univ. completa (038)",97,,42,43,10,2
"Hombres (040)",1293,22,604,422,195,50
"Sin nivel (041)",118,4,28,43,29,14
"Educación inicial (042)",3,,3,,,
"Primaria (043)",271,14,73,94,66,24
"Secundaria (044)",683,4,397,199,74,9
"Superior no univ. incompleta (045)",66,,38,20,8,
"Superior no univ. completa (046)",63,,30,26,7,
"Superior univ. incompleta (047)",22,,11,8,2,1
"Superior univ. completa (048)",67,,24,32,9,2
"Mujeres (050)",600,17,363,162,52,6
"Sin nivel (051)",45,2,6,20,12,5
"Primaria (053)",150,9,62,52,26,1
"Secundaria (054)",298,6,222,59,11,
"Superior no univ. incompleta (055)",23,,15,7,1,
"Superior no univ. completa (056)",45,,34,11,,
"Superior univ. incompleta (057)",9,,6,2,1,
"Superior univ. completa (058)",30,,18,11,1,
,,,,,,
"Area Rural (060)",2341,44,1311,617,288,81
"Sin nivel (061)",61,3,11,8,23,16
"Educación inicial (062)",1,,1,,,
"Primaria (063)",553,29,177,138,157,52
"Secundaria (064)",1403,12,946,351,84,10
"Superior no univ. incompleta (065)",71,,45,22,4,
"Superior no univ. completa (066)",144,,90,43,8,3
"Superior univ. incompleta (067)",21,,10,8,3,
"Superior univ. completa (068)",87,,31,47,9,
"Hombres (070)",1791,23,931,518,247,72
"Sin nivel (071)",42,2,6,5,18,11
"Primaria (073)",408,14,106,108,131,49
"Secundaria (074)",1084,7,685,305,78,9
"Superior no univ. incompleta (075)",61,,37,21,3,
"Superior no univ. completa (076)",112,,66,37,6,3
"Superior univ. incompleta (077)",17,,7,7,3,
"Superior univ. completa (078)",67,,24,35,8,
"Mujeres (080)",550,21,380,99,41,9
"Sin nivel (081)",19,1,5,3,5,5
"Educación inicial (082)",1,,1,,,
"Primaria (083)",145,15,71,30,26,3
"Secundaria (084)",319,5,261,46,6,1
"Superior no univ. incompleta (085)",10,,8,1,1,
"Superior no univ. completa (086)",32,,24,6,2,
"Superior univ. incompleta (087)",4,,3,1,,
"Superior univ. completa (088)",20,,7,12,1,
