"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia HUAMANGA",,,,
"Viviendas particulares (001)",39089,29145,7102,2842
"Ocupantes presentes (002)",169304,130501,28746,10057
"Casa independiente",,,,
"Viviendas particulares (004)",35073,26633,5866,2574
"Ocupantes presentes (005)",154733,120851,24822,9060
"Departamento en edificio",,,,
"Viviendas particulares (007)",655,553,102,
"Ocupantes presentes (008)",2343,2006,337,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",1784,1322,462,
"Ocupantes presentes (011)",6711,5236,1475,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",1283,606,665,12
"Ocupantes presentes (014)",4398,2294,2075,29
"Choza o cabaña",,,,
"Viviendas particulares (016)",255,,,255
"Ocupantes presentes (017)",958,,,958
"Vivienda improvisada",,,,
"Viviendas particulares (019)",9,5,3,1
"Ocupantes presentes (020)",66,29,27,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",30,26,4,
"Ocupantes presentes (023)",95,85,10,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",35512,27441,6322,1749
"Ocupantes presentes (029)",154778,122803,25347,6628
"Casa independiente",,,,
"Viviendas particulares (031)",31638,24999,5121,1518
"Ocupantes presentes (032)",140748,113442,21520,5786
"Departamento en edificio",,,,
"Viviendas particulares (034)",637,536,101,
"Ocupantes presentes (035)",2262,1928,334,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",1732,1280,452,
"Ocupantes presentes (038)",6521,5078,1443,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",1249,597,641,11
"Ocupantes presentes (041)",4287,2247,2013,27
"Choza o cabaña",,,,
"Viviendas particulares (043)",220,,,220
"Ocupantes presentes (044)",815,,,815
"Vivienda improvisada",,,,
"Viviendas particulares (046)",7,4,3,
"Ocupantes presentes (047)",51,24,27,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",29,25,4,
"Ocupantes presentes (050)",94,84,10,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",3577,1704,780,1093
"Ocupantes presentes (056)",14526,7698,3399,3429
"Casa independiente",,,,
"Viviendas particulares (058)",3435,1634,745,1056
"Ocupantes presentes (059)",13985,7409,3302,3274
"Departamento en edificio",,,,
"Viviendas particulares (061)",18,17,1,
"Ocupantes presentes (062)",81,78,3,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",52,42,10,
"Ocupantes presentes (065)",190,158,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",34,9,24,1
"Ocupantes presentes (068)",111,47,62,2
"Choza o cabaña",,,,
"Viviendas particulares (070)",35,,,35
"Ocupantes presentes (071)",143,,,143
"Vivienda improvisada",,,,
"Viviendas particulares (073)",2,1,,1
"Ocupantes presentes (074)",15,5,,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",1,1,,
"Ocupantes presentes (077)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",34026,27452,4942,1632
"Ocupantes presentes (110)",147805,123386,19315,5104
"Casa independiente",,,,
"Viviendas particulares (112)",30268,24941,3708,1619
"Ocupantes presentes (113)",134201,113738,15398,5065
"Departamento en edificio",,,,
"Viviendas particulares (115)",655,553,102,
"Ocupantes presentes (116)",2343,2006,337,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",1784,1322,462,
"Ocupantes presentes (119)",6711,5236,1475,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",1283,606,665,12
"Ocupantes presentes (122)",4398,2294,2075,29
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",9,5,3,1
"Ocupantes presentes (128)",66,29,27,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",27,25,2,
"Ocupantes presentes (131)",86,83,3,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",31122,25900,4539,683
"Ocupantes presentes (137)",136253,116338,17678,2237
"Casa independiente",,,,
"Viviendas particulares (139)",27471,23459,3340,672
"Ocupantes presentes (140)",123047,106979,13858,2210
"Departamento en edificio",,,,
"Viviendas particulares (142)",637,536,101,
"Ocupantes presentes (143)",2262,1928,334,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",1732,1280,452,
"Ocupantes presentes (146)",6521,5078,1443,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",1249,597,641,11
"Ocupantes presentes (149)",4287,2247,2013,27
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",7,4,3,
"Ocupantes presentes (155)",51,24,27,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",26,24,2,
"Ocupantes presentes (158)",85,82,3,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",2904,1552,403,949
"Ocupantes presentes (164)",11552,7048,1637,2867
"Casa independiente",,,,
"Viviendas particulares (166)",2797,1482,368,947
"Ocupantes presentes (167)",11154,6759,1540,2855
"Departamento en edificio",,,,
"Viviendas particulares (169)",18,17,1,
"Ocupantes presentes (170)",81,78,3,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",52,42,10,
"Ocupantes presentes (173)",190,158,32,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",34,9,24,1
"Ocupantes presentes (176)",111,47,62,2
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",2,1,,1
"Ocupantes presentes (182)",15,5,,10
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",1,1,,
"Ocupantes presentes (185)",1,1,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",5063,1693,2160,1210
"Ocupantes presentes (218)",21499,7115,9431,4953
"Casa independiente",,,,
"Viviendas particulares (220)",4805,1692,2158,955
"Ocupantes presentes (221)",20532,7113,9424,3995
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",255,,,255
"Ocupantes presentes (233)",958,,,958
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",3,1,2,
"Ocupantes presentes (239)",9,2,7,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",4390,1541,1783,1066
"Ocupantes presentes (245)",18525,6465,7669,4391
"Casa independiente",,,,
"Viviendas particulares (247)",4167,1540,1781,846
"Ocupantes presentes (248)",17701,6463,7662,3576
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",220,,,220
"Ocupantes presentes (260)",815,,,815
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",3,1,2,
"Ocupantes presentes (266)",9,2,7,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",673,152,377,144
"Ocupantes presentes (272)",2974,650,1762,562
"Casa independiente",,,,
"Viviendas particulares (274)",638,152,377,109
"Ocupantes presentes (275)",2831,650,1762,419
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",35,,,35
"Ocupantes presentes (287)",143,,,143
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
