"CUADRO Nº 7: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PADECIMIENTO DE ALGUNA DIFICULTAD O LIMITACIÓN FÍSICA O MENTAL PERMANENTE DE ALGÚN MIEMBRO DEL HOGAR, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISCAPACIDAD FÍSICA O MENTAL",,,,,"NINGUNA PERSONA CON DISCAPACIDAD"
,,"PARA VER, AÚN USANDO LENTES","PARA OÍR, AÚN USANDO AUDÍ-FONOS PARA SORDERA","PARA HABLAR (ENTONAR / VOCALIZAR)","PARA USAR BRAZOS Y MANOS / PIERNAS Y PIES","ALGUNA OTRA DIFICULTAD O LIMITACIÓN",
,,,,,,,
"Provincia HUANTA",,,,,,,
"Hogares (001)",23210,729,265,228,397,546,21202
"Ocupantes presentes (002)",92450,2861,970,1110,1712,2352,84083
"Casa independiente",,,,,,,
"Hogares (004)",21508,691,251,206,365,509,19634
"Ocupantes presentes (005)",86245,2728,914,999,1550,2214,78440
"Departamento en edificio",,,,,,,
"Hogares (007)",33,1,,1,,,31
"Ocupantes presentes (008)",123,2,,10,,,111
"Vivienda en quinta",,,,,,,
"Hogares (010)",139,6,,1,2,2,129
"Ocupantes presentes (011)",522,29,,3,10,8,476
"Vivienda en casa de vecindad",,,,,,,
"Hogares (013)",92,3,1,,1,1,86
"Ocupantes presentes (014)",361,14,5,,5,3,334
"Choza o cabaña",,,,,,,
"Hogares (016)",1357,25,13,20,23,31,1253
"Ocupantes presentes (017)",4877,75,51,98,114,109,4464
"Vivienda improvisada",,,,,,,
"Hogares (019)",56,1,,,4,2,49
"Ocupantes presentes (020)",220,6,,,19,11,184
"Local no dest.para hab. humana",,,,,,,
"Hogares (022)",21,2,,,2,1,16
"Ocupantes presentes (023)",92,7,,,14,7,64
"Otro tipo",,,,,,,
"Hogares (025)",4,,,,,,4
"Ocupantes presentes (026)",10,,,,,,10
,,,,,,,
URBANA,,,,,,,
"Hogares (028)",10275,460,120,108,214,243,9217
"Ocupantes presentes (029)",42123,1928,490,553,924,1128,37445
"Casa independiente",,,,,,,
"Hogares (031)",9946,448,119,106,207,238,8914
"Ocupantes presentes (032)",40866,1871,485,540,890,1106,36315
"Departamento en edificio",,,,,,,
"Hogares (034)",33,1,,1,,,31
"Ocupantes presentes (035)",123,2,,10,,,111
"Vivienda en quinta",,,,,,,
"Hogares (037)",139,6,,1,2,2,129
"Ocupantes presentes (038)",522,29,,3,10,8,476
"Vivienda en casa de vecindad",,,,,,,
"Hogares (040)",92,3,1,,1,1,86
"Ocupantes presentes (041)",361,14,5,,5,3,334
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Hogares (046)",56,1,,,4,2,49
"Ocupantes presentes (047)",220,6,,,19,11,184
"Local no dest.para hab. humana",,,,,,,
"Hogares (049)",9,1,,,,,8
"Ocupantes presentes (050)",31,6,,,,,25
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Hogares (055)",12935,269,145,120,183,303,11985
"Ocupantes presentes (056)",50327,933,480,557,788,1224,46638
"Casa independiente",,,,,,,
"Hogares (058)",11562,243,132,100,158,271,10720
"Ocupantes presentes (059)",45379,857,429,459,660,1108,42125
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Hogares (070)",1357,25,13,20,23,31,1253
"Ocupantes presentes (071)",4877,75,51,98,114,109,4464
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Hogares (076)",12,1,,,2,1,8
"Ocupantes presentes (077)",61,1,,,14,7,39
"Otro tipo",,,,,,,
"Hogares (079)",4,,,,,,4
"Ocupantes presentes (080)",10,,,,,,10
