"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia MELGAR (000)",24305,359,6589,8456,6690,2211
"Empleado (001)",3137,13,866,1366,849,43
"Obrero (002)",3578,13,1177,1382,816,190
"Trabajador independiente (003)",11502,46,2512,3932,3630,1382
"Empleador o patrono (004)",333,,66,124,106,37
"Trabajador familiar no remunerado (005)",5543,265,1859,1611,1259,549
"Trabajador del hogar (006)",212,22,109,41,30,10
"Hombres (008)",14281,189,3801,4987,3979,1325
"Empleado (009)",2058,8,508,901,608,33
"Obrero (010)",2623,8,885,1054,558,118
"Trabajador independiente (011)",7411,24,1589,2490,2364,944
"Empleador o patrono (012)",217,,42,81,73,21
"Trabajador familiar no remunerado (013)",1931,142,758,458,367,206
"Trabajador del hogar (014)",41,7,19,3,9,3
"Mujeres (016)",10024,170,2788,3469,2711,886
"Empleado (017)",1079,5,358,465,241,10
"Obrero (018)",955,5,292,328,258,72
"Trabajador independiente (019)",4091,22,923,1442,1266,438
"Empleador o patrono (020)",116,,24,43,33,16
"Trabajador familiar no remunerado (021)",3612,123,1101,1153,892,343
"Trabajador del hogar (022)",171,15,90,38,21,7
,,,,,,
"URBANA (024)",10262,136,2854,4025,2694,553
"Empleado (025)",2584,12,682,1132,727,31
"Obrero (026)",1385,5,494,583,257,46
"Trabajador independiente (027)",5042,32,1251,1943,1445,371
"Empleador o patrono (028)",169,,38,74,41,16
"Trabajador familiar no remunerado (029)",936,70,316,263,200,87
"Trabajador del hogar (030)",146,17,73,30,24,2
"Hombres (032)",6039,67,1719,2349,1587,317
"Empleado (033)",1619,7,380,708,501,23
"Obrero (034)",1170,4,418,505,209,34
"Trabajador independiente (035)",2755,17,736,1015,777,210
"Empleador o patrono (036)",106,,26,43,26,11
"Trabajador familiar no remunerado (037)",363,34,146,78,66,39
"Trabajador del hogar (038)",26,5,13,,8,
"Mujeres (040)",4223,69,1135,1676,1107,236
"Empleado (041)",965,5,302,424,226,8
"Obrero (042)",215,1,76,78,48,12
"Trabajador independiente (043)",2287,15,515,928,668,161
"Empleador o patrono (044)",63,,12,31,15,5
"Trabajador familiar no remunerado (045)",573,36,170,185,134,48
"Trabajador del hogar (046)",120,12,60,30,16,2
,,,,,,
"RURAL (048)",14043,223,3735,4431,3996,1658
"Empleado (049)",553,1,184,234,122,12
"Obrero (050)",2193,8,683,799,559,144
"Trabajador independiente (051)",6460,14,1261,1989,2185,1011
"Empleador o patrono (052)",164,,28,50,65,21
"Trabajador familiar no remunerado (053)",4607,195,1543,1348,1059,462
"Trabajador del hogar (054)",66,5,36,11,6,8
"Hombres (056)",8242,122,2082,2638,2392,1008
"Empleado (057)",439,1,128,193,107,10
"Obrero (058)",1453,4,467,549,349,84
"Trabajador independiente (059)",4656,7,853,1475,1587,734
"Empleador o patrono (060)",111,,16,38,47,10
"Trabajador familiar no remunerado (061)",1568,108,612,380,301,167
"Trabajador del hogar (062)",15,2,6,3,1,3
"Mujeres (064)",5801,101,1653,1793,1604,650
"Empleado (065)",114,,56,41,15,2
"Obrero (066)",740,4,216,250,210,60
"Trabajador independiente (067)",1804,7,408,514,598,277
"Empleador o patrono (068)",53,,12,12,18,11
"Trabajador familiar no remunerado (069)",3039,87,931,968,758,295
"Trabajador del hogar (070)",51,3,30,8,5,5
