"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia PARINACOCHAS (000)",26146,6433,7065,5365,4395,2888
"Hombres (001)",13150,3263,3673,2770,2198,1246
"Mujeres (002)",12996,3170,3392,2595,2197,1642
"PEA (003)",10292,203,3149,3412,2583,945
"Hombres (004)",6986,128,2184,2304,1731,639
"Mujeres (005)",3306,75,965,1108,852,306
"Ocupada (006)",10001,198,2992,3331,2545,935
"Hombres (007)",6788,126,2085,2245,1701,631
"Mujeres (008)",3213,72,907,1086,844,304
"Desocupada (009)",291,5,157,81,38,10
"Hombres (010)",198,2,99,59,30,8
"Mujeres (011)",93,3,58,22,8,2
"No PEA (012)",15854,6230,3916,1953,1812,1943
"Hombres (013)",6164,3135,1489,466,467,607
"Mujeres (014)",9690,3095,2427,1487,1345,1336
,,,,,,
"URBANA (018)",15115,3714,4347,3249,2382,1423
"Hombres (019)",7493,1919,2196,1596,1193,589
"Mujeres (020)",7622,1795,2151,1653,1189,834
"PEA (021)",6261,130,1957,2177,1533,464
"Hombres (022)",4043,85,1301,1379,969,309
"Mujeres (023)",2218,45,656,798,564,155
"Ocupada (024)",6061,128,1845,2124,1506,458
"Hombres (025)",3920,84,1237,1345,949,305
"Mujeres (026)",2141,44,608,779,557,153
"Desocupada (027)",200,2,112,53,27,6
"Hombres (028)",123,1,64,34,20,4
"Mujeres (029)",77,1,48,19,7,2
"No PEA (030)",8854,3584,2390,1072,849,959
"Hombres (031)",3450,1834,895,217,224,280
"Mujeres (032)",5404,1750,1495,855,625,679
,,,,,,
"RURAL (036)",11031,2719,2718,2116,2013,1465
"Hombres (037)",5657,1344,1477,1174,1005,657
"Mujeres (038)",5374,1375,1241,942,1008,808
"PEA (039)",4031,73,1192,1235,1050,481
"Hombres (040)",2943,43,883,925,762,330
"Mujeres (041)",1088,30,309,310,288,151
"Ocupada (042)",3940,70,1147,1207,1039,477
"Hombres (043)",2868,42,848,900,752,326
"Mujeres (044)",1072,28,299,307,287,151
"Desocupada (045)",91,3,45,28,11,4
"Hombres (046)",75,1,35,25,10,4
"Mujeres (047)",16,2,10,3,1,
"No PEA (048)",7000,2646,1526,881,963,984
"Hombres (049)",2714,1301,594,249,243,327
"Mujeres (050)",4286,1345,932,632,720,657
