"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CONDORCANQUI",,,,,,,,,
"Viviendas particulares (001)",82,51,4,21,1,3,,,2
"Ocupantes presentes (002)",416,257,6,120,9,12,,,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",46,39,2,,1,3,,,1
"Ocupantes presentes (005)",214,188,2,,9,12,,,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",1,1,,,,,,,
"Ocupantes presentes (011)",1,1,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",32,10,,21,,,,,1
"Ocupantes presentes (017)",186,57,,120,,,,,9
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,1,2,,,,,,
"Ocupantes presentes (020)",15,11,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",47,41,3,,,3,,,
"Ocupantes presentes (029)",217,200,5,,,12,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",43,39,1,,,3,,,
"Ocupantes presentes (032)",201,188,1,,,12,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",1,1,,,,,,,
"Ocupantes presentes (038)",1,1,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,1,2,,,,,,
"Ocupantes presentes (047)",15,11,4,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",35,10,1,21,1,,,,2
"Ocupantes presentes (056)",199,57,1,120,9,,,,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3,,1,,1,,,,1
"Ocupantes presentes (059)",13,,1,,9,,,,3
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",32,10,,21,,,,,1
"Ocupantes presentes (071)",186,57,,120,,,,,9
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
