"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia CAMANA (000)",1022,7,448,336,195,36
"Conviviente (001)",302,,117,131,49,5
"Separado(a) (002)",41,,4,21,14,2
"Casado(a) (003)",248,,21,113,98,16
"Viudo(a) (004)",18,,,4,7,7
"Divorciado(a) (005)",4,,,1,3,
"Soltero(a) (006)",409,7,306,66,24,6
"Hombres (008)",669,4,268,210,153,34
"Conviviente (009)",193,,63,85,40,5
"Separado(a) (010)",20,,1,8,9,2
"Casado(a) (011)",182,,11,73,82,16
"Viudo(a) (012)",8,,,,3,5
"Divorciado(a) (013)",2,,,,2,
"Soltero(a) (014)",264,4,193,44,17,6
"Mujeres (016)",353,3,180,126,42,2
"Conviviente (017)",109,,54,46,9,
"Separado(a) (018)",21,,3,13,5,
"Casado(a) (019)",66,,10,40,16,
"Viudo(a) (020)",10,,,4,4,2
"Divorciado(a) (021)",2,,,1,1,
"Soltero(a) (022)",145,3,113,22,7,
,,,,,,
"AREA URBANA (024)",966,6,427,320,180,33
"Conviviente (025)",280,,111,120,45,4
"Separado(a) (026)",39,,4,21,12,2
"Casado(a) (027)",237,,20,108,93,16
"Viudo(a) (028)",16,,,4,6,6
"Divorciado(a) (029)",4,,,1,3,
"Soltero(a) (030)",390,6,292,66,21,5
"Hombres (032)",625,3,254,197,140,31
"Conviviente (033)",176,,59,76,37,4
"Separado(a) (034)",18,,1,8,7,2
"Casado(a) (035)",173,,10,69,78,16
"Viudo(a) (036)",6,,,,2,4
"Divorciado(a) (037)",2,,,,2,
"Soltero(a) (038)",250,3,184,44,14,5
"Mujeres (040)",341,3,173,123,40,2
"Conviviente (041)",104,,52,44,8,
"Separado(a) (042)",21,,3,13,5,
"Casado(a) (043)",64,,10,39,15,
"Viudo(a) (044)",10,,,4,4,2
"Divorciado(a) (045)",2,,,1,1,
"Soltero(a) (046)",140,3,108,22,7,
,,,,,,
"AREA RURAL (048)",56,1,21,16,15,3
"Conviviente (049)",22,,6,11,4,1
"Separado(a) (050)",2,,,,2,
"Casado(a) (051)",11,,1,5,5,
"Viudo(a) (052)",2,,,,1,1
"Soltero(a) (054)",19,1,14,,3,1
"Hombres (056)",44,1,14,13,13,3
"Conviviente (057)",17,,4,9,3,1
"Separado(a) (058)",2,,,,2,
"Casado(a) (059)",9,,1,4,4,
"Viudo(a) (060)",2,,,,1,1
"Soltero(a) (062)",14,1,9,,3,1
"Mujeres (064)",12,,7,3,2,
"Conviviente (065)",5,,2,2,1,
"Casado(a) (067)",2,,,1,1,
"Soltero(a) (070)",5,,5,,,
