"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PACASMAYO (000)",73497,6534,15150,5052,47219
"Conviviente (001)",21015,1649,2827,987,15665
"Separado(a) (002)",2967,233,392,165,2187
"Casado(a) (003)",20651,1334,7161,2025,10343
"Viudo(a) (004)",2868,212,1004,247,1415
"Divorciado(a) (005)",261,9,74,30,150
"Soltero(a) (006)",25735,3097,3692,1598,17459
"Hombres (008)",36163,2824,7457,2895,23322
"Conviviente (009)",10230,585,1508,632,7600
"Separado(a) (010)",836,44,141,69,591
"Casado(a) (011)",10239,586,3627,1181,5000
"Viudo(a) (012)",757,59,297,66,337
"Divorciado(a) (013)",100,5,26,14,55
"Soltero(a) (014)",14001,1545,1858,933,9739
"Mujeres (016)",37334,3710,7693,2157,23897
"Conviviente (017)",10785,1064,1319,355,8065
"Separado(a) (018)",2131,189,251,96,1596
"Casado(a) (019)",10412,748,3534,844,5343
"Viudo(a) (020)",2111,153,707,181,1078
"Divorciado(a) (021)",161,4,48,16,95
"Soltero(a) (022)",11734,1552,1834,665,7720
,,,,,
"URBANA (024)",68443,6137,14594,4938,43229
"Conviviente (025)",19249,1523,2734,967,14138
"Separado(a) (026)",2782,222,379,159,2032
"Casado(a) (027)",19415,1289,6865,1963,9507
"Viudo(a) (028)",2664,205,925,239,1305
"Divorciado(a) (029)",252,9,73,30,142
"Soltero(a) (030)",24081,2889,3618,1580,16105
"Hombres (032)",33545,2656,7164,2824,21233
"Conviviente (033)",9358,548,1451,616,6838
"Separado(a) (034)",780,44,138,66,541
"Casado(a) (035)",9615,568,3468,1144,4587
"Viudo(a) (036)",694,56,268,64,308
"Divorciado(a) (037)",95,5,25,14,51
"Soltero(a) (038)",13003,1435,1814,920,8908
"Mujeres (040)",34898,3481,7430,2114,21996
"Conviviente (041)",9891,975,1283,351,7300
"Separado(a) (042)",2002,178,241,93,1491
"Casado(a) (043)",9800,721,3397,819,4920
"Viudo(a) (044)",1970,149,657,175,997
"Divorciado(a) (045)",157,4,48,16,91
"Soltero(a) (046)",11078,1454,1804,660,7197
,,,,,
"RURAL (048)",5054,397,556,114,3990
"Conviviente (049)",1766,126,93,20,1527
"Separado(a) (050)",185,11,13,6,155
"Casado(a) (051)",1236,45,296,62,836
"Viudo(a) (052)",204,7,79,8,110
"Divorciado(a) (053)",9,,1,,8
"Soltero(a) (054)",1654,208,74,18,1354
"Hombres (056)",2618,168,293,71,2089
"Conviviente (057)",872,37,57,16,762
"Separado(a) (058)",56,,3,3,50
"Casado(a) (059)",624,18,159,37,413
"Viudo(a) (060)",63,3,29,2,29
"Divorciado(a) (061)",5,,1,,4
"Soltero(a) (062)",998,110,44,13,831
"Mujeres (064)",2436,229,263,43,1901
"Conviviente (065)",894,89,36,4,765
"Separado(a) (066)",129,11,10,3,105
"Casado(a) (067)",612,27,137,25,423
"Viudo(a) (068)",141,4,50,6,81
"Divorciado(a) (069)",4,,,,4
"Soltero(a) (070)",656,98,30,5,523
