"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia DATEM DEL MARAÑON",,,,,,,,
"Viviendas particulares (001)",8723,3794,725,25,32,4056,4,87
"Ocupantes presentes (002)",48859,21853,3429,135,151,22789,16,486
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",8055,3624,652,24,32,3635,4,84
"Ocupantes presentes (005)",45218,20870,3180,132,151,20397,16,472
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",67,,51,1,,15,,
"Ocupantes presentes (011)",234,,173,3,,58,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",21,15,3,,,3,,
"Ocupantes presentes (014)",87,63,9,,,15,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",551,141,12,,,396,,2
"Ocupantes presentes (017)",3190,844,51,,,2282,,13
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",15,5,4,,,6,,
"Ocupantes presentes (020)",70,27,11,,,32,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",7,3,3,,,1,,
"Ocupantes presentes (023)",21,11,5,,,5,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",7,6,,,,,,1
"Ocupantes presentes (026)",39,38,,,,,,1
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",2565,1224,622,12,12,680,1,14
"Ocupantes presentes (029)",13371,6708,2929,58,52,3548,3,73
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",2459,1204,562,11,12,655,1,14
"Ocupantes presentes (032)",12972,6618,2733,55,52,3438,3,73
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",67,,51,1,,15,,
"Ocupantes presentes (038)",234,,173,3,,58,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",21,15,3,,,3,,
"Ocupantes presentes (041)",87,63,9,,,15,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",15,5,4,,,6,,
"Ocupantes presentes (047)",70,27,11,,,32,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",3,,2,,,1,,
"Ocupantes presentes (050)",8,,3,,,5,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",6158,2570,103,13,20,3376,3,73
"Ocupantes presentes (056)",35488,15145,500,77,99,19241,13,413
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",5596,2420,90,13,20,2980,3,70
"Ocupantes presentes (059)",32246,14252,447,77,99,16959,13,399
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",551,141,12,,,396,,2
"Ocupantes presentes (071)",3190,844,51,,,2282,,13
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",4,3,1,,,,,
"Ocupantes presentes (077)",13,11,2,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",7,6,,,,,,1
"Ocupantes presentes (080)",39,38,,,,,,1
