"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LUCANAS (000)",23580,433,6391,7729,6186,2841
"Empleado (001)",3480,12,822,1716,882,48
"Obrero (002)",4506,38,1823,1420,939,286
"Trabajador independiente (003)",12012,60,2551,3764,3549,2088
"Empleador o patrono (004)",194,,54,53,57,30
"Trabajador familiar no remunerado (005)",3112,312,980,709,732,379
"Trabajador del hogar (006)",276,11,161,67,27,10
"Hombres (008)",16090,289,4468,5162,4167,2004
"Empleado (009)",1959,7,397,941,577,37
"Obrero (010)",3794,32,1614,1222,731,195
"Trabajador independiente (011)",8697,46,1810,2649,2584,1608
"Empleador o patrono (012)",144,,35,38,47,24
"Trabajador familiar no remunerado (013)",1464,202,594,309,222,137
"Trabajador del hogar (014)",32,2,18,3,6,3
"Mujeres (016)",7490,144,1923,2567,2019,837
"Empleado (017)",1521,5,425,775,305,11
"Obrero (018)",712,6,209,198,208,91
"Trabajador independiente (019)",3315,14,741,1115,965,480
"Empleador o patrono (020)",50,,19,15,10,6
"Trabajador familiar no remunerado (021)",1648,110,386,400,510,242
"Trabajador del hogar (022)",244,9,143,64,21,7
,,,,,,
"URBANA (024)",13922,268,3584,4851,3687,1532
"Empleado (025)",2947,10,668,1446,780,43
"Obrero (026)",2076,24,780,665,465,142
"Trabajador independiente (027)",6871,43,1455,2267,1980,1126
"Empleador o patrono (028)",124,,34,28,41,21
"Trabajador familiar no remunerado (029)",1681,184,519,385,400,193
"Trabajador del hogar (030)",223,7,128,60,21,7
"Hombres (032)",8738,178,2258,2957,2333,1012
"Empleado (033)",1682,5,327,802,514,34
"Obrero (034)",1681,23,665,550,349,94
"Trabajador independiente (035)",4592,33,949,1454,1350,806
"Empleador o patrono (036)",91,,21,19,33,18
"Trabajador familiar no remunerado (037)",676,115,286,130,86,59
"Trabajador del hogar (038)",16,2,10,2,1,1
"Mujeres (040)",5184,90,1326,1894,1354,520
"Empleado (041)",1265,5,341,644,266,9
"Obrero (042)",395,1,115,115,116,48
"Trabajador independiente (043)",2279,10,506,813,630,320
"Empleador o patrono (044)",33,,13,9,8,3
"Trabajador familiar no remunerado (045)",1005,69,233,255,314,134
"Trabajador del hogar (046)",207,5,118,58,20,6
,,,,,,
"RURAL (048)",9658,165,2807,2878,2499,1309
"Empleado (049)",533,2,154,270,102,5
"Obrero (050)",2430,14,1043,755,474,144
"Trabajador independiente (051)",5141,17,1096,1497,1569,962
"Empleador o patrono (052)",70,,20,25,16,9
"Trabajador familiar no remunerado (053)",1431,128,461,324,332,186
"Trabajador del hogar (054)",53,4,33,7,6,3
"Hombres (056)",7352,111,2210,2205,1834,992
"Empleado (057)",277,2,70,139,63,3
"Obrero (058)",2113,9,949,672,382,101
"Trabajador independiente (059)",4105,13,861,1195,1234,802
"Empleador o patrono (060)",53,,14,19,14,6
"Trabajador familiar no remunerado (061)",788,87,308,179,136,78
"Trabajador del hogar (062)",16,,8,1,5,2
"Mujeres (064)",2306,54,597,673,665,317
"Empleado (065)",256,,84,131,39,2
"Obrero (066)",317,5,94,83,92,43
"Trabajador independiente (067)",1036,4,235,302,335,160
"Empleador o patrono (068)",17,,6,6,2,3
"Trabajador familiar no remunerado (069)",643,41,153,145,196,108
"Trabajador del hogar (070)",37,4,25,6,1,1
