"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",50490,927,14084,16581,10783,5931,2184
"Hombres (001)",26862,472,7181,8755,6102,3290,1062
"Mujeres (002)",23628,455,6903,7826,4681,2641,1122
"Viviendas particulares (003)",50282,923,14071,16504,10704,5900,2180
"Hombres (004)",26769,470,7176,8718,6065,3279,1061
"Mujeres (005)",23513,453,6895,7786,4639,2621,1119
"Viviendas colectivas (006)",92,,8,40,35,9,
"Hombres (007)",64,,4,26,26,8,
"Mujeres (008)",28,,4,14,9,1,
"Otro tipo (009)",116,4,5,37,44,22,4
"Hombres (010)",29,2,1,11,11,3,1
"Mujeres (011)",87,2,4,26,33,19,3
,,,,,,,
"URBANA (012)",33665,634,9122,11704,7739,3511,955
"Hombres (013)",18118,312,4638,6145,4477,2061,485
"Mujeres (014)",15547,322,4484,5559,3262,1450,470
"Viviendas particulares (015)",33473,630,9109,11640,7663,3480,951
"Hombres (016)",18040,310,4633,6120,4443,2050,484
"Mujeres (017)",15433,320,4476,5520,3220,1430,467
"Viviendas colectivas (018)",76,,8,27,32,9,
"Hombres (019)",49,,4,14,23,8,
"Mujeres (020)",27,,4,13,9,1,
"Otro tipo (021)",116,4,5,37,44,22,4
"Hombres (022)",29,2,1,11,11,3,1
"Mujeres (023)",87,2,4,26,33,19,3
,,,,,,,
"RURAL (024)",16825,293,4962,4877,3044,2420,1229
"Hombres (025)",8744,160,2543,2610,1625,1229,577
"Mujeres (026)",8081,133,2419,2267,1419,1191,652
"Viviendas particulares (027)",16809,293,4962,4864,3041,2420,1229
"Hombres (028)",8729,160,2543,2598,1622,1229,577
"Mujeres (029)",8080,133,2419,2266,1419,1191,652
"Viviendas colectivas (030)",16,,,13,3,,
"Hombres (031)",15,,,12,3,,
"Mujeres (032)",1,,,1,,,
