"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ACOBAMBA (000)",43140,8470,9417,7980,6466,4451,6356
"Católica (001)",32158,6348,7030,5951,4831,3323,4675
"Cristiana/Evangélica (002)",10430,2029,2279,1898,1548,1078,1598
"Otra (003)",230,35,43,49,34,23,46
"Ninguna (004)",322,58,65,82,53,27,37
"Hombres (006)",20955,4277,4660,3864,3166,2121,2867
"Católica (007)",15741,3240,3565,2889,2377,1580,2090
"Cristiana/Evangélica (008)",4887,987,1027,905,727,509,732
"Otra (009)",124,17,21,23,24,15,24
"Ninguna (010)",203,33,47,47,38,17,21
"Mujeres (012)",22185,4193,4757,4116,3300,2330,3489
"Católica (013)",16417,3108,3465,3062,2454,1743,2585
"Cristiana/Evangélica (014)",5543,1042,1252,993,821,569,866
"Otra (015)",106,18,22,26,10,8,22
"Ninguna (016)",119,25,18,35,15,10,16
,,,,,,,
"URBANA (018)",13730,2417,2870,2698,2334,1483,1928
"Católica (019)",11292,1991,2422,2242,1926,1197,1514
"Cristiana/Evangélica (020)",2207,390,393,402,374,266,382
"Otra (021)",98,16,23,15,14,10,20
"Ninguna (022)",133,20,32,39,20,10,12
"Hombres (024)",6656,1204,1414,1294,1166,719,859
"Católica (025)",5501,988,1221,1075,970,579,668
"Cristiana/Evangélica (026)",1009,193,161,188,170,125,172
"Otra (027)",53,9,10,7,10,7,10
"Ninguna (028)",93,14,22,24,16,8,9
"Mujeres (030)",7074,1213,1456,1404,1168,764,1069
"Católica (031)",5791,1003,1201,1167,956,618,846
"Cristiana/Evangélica (032)",1198,197,232,214,204,141,210
"Otra (033)",45,7,13,8,4,3,10
"Ninguna (034)",40,6,10,15,4,2,3
,,,,,,,
"RURAL (036)",29410,6053,6547,5282,4132,2968,4428
"Católica (037)",20866,4357,4608,3709,2905,2126,3161
"Cristiana/Evangélica (038)",8223,1639,1886,1496,1174,812,1216
"Otra (039)",132,19,20,34,20,13,26
"Ninguna (040)",189,38,33,43,33,17,25
"Hombres (042)",14299,3073,3246,2570,2000,1402,2008
"Católica (043)",10240,2252,2344,1814,1407,1001,1422
"Cristiana/Evangélica (044)",3878,794,866,717,557,384,560
"Otra (045)",71,8,11,16,14,8,14
"Ninguna (046)",110,19,25,23,22,9,12
"Mujeres (048)",15111,2980,3301,2712,2132,1566,2420
"Católica (049)",10626,2105,2264,1895,1498,1125,1739
"Cristiana/Evangélica (050)",4345,845,1020,779,617,428,656
"Otra (051)",61,11,9,18,6,5,12
"Ninguna (052)",79,19,8,20,11,8,13
