"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia OTUZCO (000)",88633,1920,29949,21665,15979,12348,6772
"Jefe o Jefa (001)",22236,,26,3300,7412,7123,4375
"Esposa(o) / compañera(o) (002)",14663,,25,3630,5470,4101,1437
"Hijo(a) / hijastro(a) (003)",40120,1331,24444,11739,2167,419,20
"Yerno / nuera (004)",1165,,19,822,292,30,2
"Nieto(a) (005)",4957,443,3733,734,46,1,
"Padres / suegros (006)",825,,,,13,181,631
"Otro(a) pariente (007)",4118,144,1603,1197,481,419,274
"Trabajador(a) del hogar (008)",74,,7,48,8,9,2
"Pensionistas (009)",27,,2,12,10,1,2
"Otro(a) no pariente (010)",448,2,90,183,80,64,29
"Hombres (011)",44631,967,15235,11005,8022,6139,3263
"Jefe o Jefa (012)",17336,,15,2712,6178,5552,2879
"Esposa(o) / compañera(o) (013)",516,,11,145,174,115,71
"Hijo(a) / hijastro(a) (014)",21133,658,12428,6673,1162,201,11
"Yerno / nuera (015)",514,,8,304,179,22,1
"Nieto(a) (016)",2582,235,1913,409,25,,
"Padres / suegros (017)",202,,,,4,31,167
"Otro(a) pariente (018)",2100,74,816,661,252,180,117
"Trabajador(a) del hogar (019)",7,,1,4,,1,1
"Pensionistas (020)",13,,1,5,5,1,1
"Otro(a) no pariente (021)",228,,42,92,43,36,15
"Mujeres (022)",44002,953,14714,10660,7957,6209,3509
"Jefe o Jefa (023)",4900,,11,588,1234,1571,1496
"Esposa(o) / compañera(o) (024)",14147,,14,3485,5296,3986,1366
"Hijo(a) / hijastro(a) (025)",18987,673,12016,5066,1005,218,9
"Yerno / nuera (026)",651,,11,518,113,8,1
"Nieto(a) (027)",2375,208,1820,325,21,1,
"Padres / suegros (028)",623,,,,9,150,464
"Otro(a) pariente (029)",2018,70,787,536,229,239,157
"Trabajador(a) del hogar (030)",67,,6,44,8,8,1
"Pensionistas (031)",14,,1,7,5,,1
"Otro(a) no pariente (032)",220,2,48,91,37,28,14
,,,,,,,
"URBANA (033)",21010,363,6204,5038,4173,3345,1887
"Jefe o Jefa (034)",5858,,13,719,1949,1974,1203
"Esposa(o) / compañera(o) (035)",3329,,5,595,1320,1032,377
"Hijo(a) / hijastro(a) (036)",8336,215,4705,2721,574,114,7
"Yerno / nuera (037)",346,,5,226,106,9,
"Nieto(a) (038)",1339,118,1008,199,14,,
"Padres / suegros (039)",269,,,,2,64,203
"Otro(a) pariente (040)",1201,29,405,416,159,108,84
"Trabajador(a) del hogar (041)",60,,5,41,6,7,1
"Pensionistas (042)",12,,2,5,3,1,1
"Otro(a) no pariente (043)",260,1,56,116,40,36,11
"Hombres (044)",10254,191,3162,2468,1974,1597,862
"Jefe o Jefa (045)",4148,,8,518,1459,1430,733
"Esposa(o) / compañera(o) (046)",156,,2,38,48,37,31
"Hijo(a) / hijastro(a) (047)",4269,108,2396,1441,273,47,4
"Yerno / nuera (048)",181,,2,96,76,7,
"Nieto(a) (049)",707,66,524,109,8,,
"Padres / suegros (050)",63,,,,2,7,54
"Otro(a) pariente (051)",610,17,206,215,89,47,36
"Trabajador(a) del hogar (052)",4,,,2,,1,1
"Pensionistas (053)",4,,1,1,1,1,
"Otro(a) no pariente (054)",112,,23,48,18,20,3
"Mujeres (055)",10756,172,3042,2570,2199,1748,1025
"Jefe o Jefa (056)",1710,,5,201,490,544,470
"Esposa(o) / compañera(o) (057)",3173,,3,557,1272,995,346
"Hijo(a) / hijastro(a) (058)",4067,107,2309,1280,301,67,3
"Yerno / nuera (059)",165,,3,130,30,2,
"Nieto(a) (060)",632,52,484,90,6,,
"Padres / suegros (061)",206,,,,,57,149
"Otro(a) pariente (062)",591,12,199,201,70,61,48
"Trabajador(a) del hogar (063)",56,,5,39,6,6,
"Pensionistas (064)",8,,1,4,2,,1
"Otro(a) no pariente (065)",148,1,33,68,22,16,8
,,,,,,,
"RURAL (066)",67623,1557,23745,16627,11806,9003,4885
"Jefe o Jefa (067)",16378,,13,2581,5463,5149,3172
"Esposa(o) / compañera(o) (068)",11334,,20,3035,4150,3069,1060
"Hijo(a) / hijastro(a) (069)",31784,1116,19739,9018,1593,305,13
"Yerno / nuera (070)",819,,14,596,186,21,2
"Nieto(a) (071)",3618,325,2725,535,32,1,
"Padres / suegros (072)",556,,,,11,117,428
"Otro(a) pariente (073)",2917,115,1198,781,322,311,190
"Trabajador(a) del hogar (074)",14,,2,7,2,2,1
"Pensionistas (075)",15,,,7,7,,1
"Otro(a) no pariente (076)",188,1,34,67,40,28,18
"Hombres (077)",34377,776,12073,8537,6048,4542,2401
"Jefe o Jefa (078)",13188,,7,2194,4719,4122,2146
"Esposa(o) / compañera(o) (079)",360,,9,107,126,78,40
"Hijo(a) / hijastro(a) (080)",16864,550,10032,5232,889,154,7
"Yerno / nuera (081)",333,,6,208,103,15,1
"Nieto(a) (082)",1875,169,1389,300,17,,
"Padres / suegros (083)",139,,,,2,24,113
"Otro(a) pariente (084)",1490,57,610,446,163,133,81
"Trabajador(a) del hogar (085)",3,,1,2,,,
"Pensionistas (086)",9,,,4,4,,1
"Otro(a) no pariente (087)",116,,19,44,25,16,12
"Mujeres (088)",33246,781,11672,8090,5758,4461,2484
"Jefe o Jefa (089)",3190,,6,387,744,1027,1026
"Esposa(o) / compañera(o) (090)",10974,,11,2928,4024,2991,1020
"Hijo(a) / hijastro(a) (091)",14920,566,9707,3786,704,151,6
"Yerno / nuera (092)",486,,8,388,83,6,1
"Nieto(a) (093)",1743,156,1336,235,15,1,
"Padres / suegros (094)",417,,,,9,93,315
"Otro(a) pariente (095)",1427,58,588,335,159,178,109
"Trabajador(a) del hogar (096)",11,,1,5,2,2,1
