"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CONDESUYOS",,,,,,,,,
"Viviendas particulares (001)",208,176,14,5,7,1,,,5
"Ocupantes presentes (002)",638,531,39,27,26,2,,,13
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",190,158,14,5,7,1,,,5
"Ocupantes presentes (005)",575,468,39,27,26,2,,,13
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",4,4,,,,,,,
"Ocupantes presentes (011)",4,4,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",8,8,,,,,,,
"Ocupantes presentes (014)",30,30,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",5,5,,,,,,,
"Ocupantes presentes (017)",26,26,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,1,,,,,,,
"Ocupantes presentes (020)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",162,142,13,5,1,,,,1
"Ocupantes presentes (029)",481,412,38,27,3,,,,1
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",149,129,13,5,1,,,,1
"Ocupantes presentes (032)",444,375,38,27,3,,,,1
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",4,4,,,,,,,
"Ocupantes presentes (038)",4,4,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",8,8,,,,,,,
"Ocupantes presentes (041)",30,30,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,1,,,,,,,
"Ocupantes presentes (047)",3,3,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",46,34,1,,6,1,,,4
"Ocupantes presentes (056)",157,119,1,,23,2,,,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",41,29,1,,6,1,,,4
"Ocupantes presentes (059)",131,93,1,,23,2,,,12
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",5,5,,,,,,,
"Ocupantes presentes (071)",26,26,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
