"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SAN MARTIN",,,,,,,,,
"Hogares (001)",38322,1483,528,326,251,147,91,132,35364
"Ocupantes presentes (002)",157756,5704,1886,1172,1007,667,457,647,146216
"Casa independiente",,,,,,,,,
"Hogares (004)",34144,1339,477,295,223,140,80,117,31473
"Ocupantes presentes (005)",143666,5310,1746,1096,907,631,399,602,132975
"Departamento en edificio",,,,,,,,,
"Hogares (007)",259,12,7,2,1,,1,2,234
"Ocupantes presentes (008)",781,28,19,7,6,,3,5,713
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",2058,95,31,15,17,4,6,10,1880
"Ocupantes presentes (011)",5945,253,88,32,60,12,33,18,5449
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",418,15,5,8,4,2,2,1,381
"Ocupantes presentes (014)",1358,43,11,16,11,19,12,4,1242
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1130,15,7,2,2,1,,2,1101
"Ocupantes presentes (017)",4909,55,19,5,8,5,,18,4799
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",215,3,1,2,2,,,,207
"Ocupantes presentes (020)",811,9,3,6,9,,,,784
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",73,3,,2,2,,2,,64
"Ocupantes presentes (023)",227,4,,10,6,,10,,197
"Otro tipo",,,,,,,,,
"Hogares (025)",25,1,,,,,,,24
"Ocupantes presentes (026)",59,2,,,,,,,57
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",34816,1430,510,317,244,144,88,127,31956
"Ocupantes presentes (029)",142969,5509,1829,1143,980,657,448,616,131787
"Casa independiente",,,,,,,,,
"Hogares (031)",31773,1301,466,288,218,138,77,114,29171
"Ocupantes presentes (032)",133796,5170,1708,1072,888,626,390,589,123353
"Departamento en edificio",,,,,,,,,
"Hogares (034)",259,12,7,2,1,,1,2,234
"Ocupantes presentes (035)",781,28,19,7,6,,3,5,713
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",2058,95,31,15,17,4,6,10,1880
"Ocupantes presentes (038)",5945,253,88,32,60,12,33,18,5449
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",418,15,5,8,4,2,2,1,381
"Ocupantes presentes (041)",1358,43,11,16,11,19,12,4,1242
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",215,3,1,2,2,,,,207
"Ocupantes presentes (047)",811,9,3,6,9,,,,784
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",70,3,,2,2,,2,,61
"Ocupantes presentes (050)",222,4,,10,6,,10,,192
"Otro tipo",,,,,,,,,
"Hogares (052)",23,1,,,,,,,22
"Ocupantes presentes (053)",56,2,,,,,,,54
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",3506,53,18,9,7,3,3,5,3408
"Ocupantes presentes (056)",14787,195,57,29,27,10,9,31,14429
"Casa independiente",,,,,,,,,
"Hogares (058)",2371,38,11,7,5,2,3,3,2302
"Ocupantes presentes (059)",9870,140,38,24,19,5,9,13,9622
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1130,15,7,2,2,1,,2,1101
"Ocupantes presentes (071)",4909,55,19,5,8,5,,18,4799
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",5,,,,,,,,5
"Otro tipo",,,,,,,,,
"Hogares (079)",2,,,,,,,,2
"Ocupantes presentes (080)",3,,,,,,,,3
