"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia JAUJA",,,,,,,,
"Hogares (001)",24014,18454,10961,3664,335,1672,1334,4322
"Ocupantes presentes (002)",91508,73479,45128,15736,1378,6835,5835,13189
"Casa independiente",,,,,,,,
"Hogares (004)",23068,17795,10547,3535,326,1625,1280,4097
"Ocupantes presentes (005)",88468,71171,43554,15226,1347,6645,5624,12683
"Departamento en edificio",,,,,,,,
"Hogares (007)",41,38,37,20,4,10,13,
"Ocupantes presentes (008)",143,135,128,70,18,40,42,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",183,149,122,43,3,17,21,17
"Ocupantes presentes (011)",685,567,490,178,7,65,86,51
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",291,236,204,57,2,11,20,25
"Ocupantes presentes (014)",1044,877,771,226,6,45,83,61
"Choza o cabaña",,,,,,,,
"Hogares (016)",398,212,37,7,,8,,176
"Ocupantes presentes (017)",1083,664,145,30,,39,,378
"Vivienda improvisada",,,,,,,,
"Hogares (019)",6,4,2,,,,,2
"Ocupantes presentes (020)",20,11,5,,,,,9
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",25,19,12,2,,1,,4
"Ocupantes presentes (023)",59,50,35,6,,1,,5
"Otro tipo",,,,,,,,
"Hogares (025)",2,1,,,,,,1
"Ocupantes presentes (026)",6,4,,,,,,2
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",16837,13672,9093,3310,321,1545,1281,2227
"Ocupantes presentes (029)",63443,53564,37002,14126,1309,6316,5583,6302
"Casa independiente",,,,,,,,
"Hogares (031)",16292,13227,8718,3189,312,1507,1227,2179
"Ocupantes presentes (032)",61493,51925,35578,13647,1278,6166,5372,6176
"Departamento en edificio",,,,,,,,
"Hogares (034)",41,38,37,20,4,10,13,
"Ocupantes presentes (035)",143,135,128,70,18,40,42,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",183,149,122,43,3,17,21,17
"Ocupantes presentes (038)",685,567,490,178,7,65,86,51
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",291,236,204,57,2,11,20,25
"Ocupantes presentes (041)",1044,877,771,226,6,45,83,61
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",6,4,2,,,,,2
"Ocupantes presentes (047)",20,11,5,,,,,9
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",23,17,10,1,,,,4
"Ocupantes presentes (050)",54,45,30,5,,,,5
"Otro tipo",,,,,,,,
"Hogares (052)",1,1,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",7177,4782,1868,354,14,127,53,2095
"Ocupantes presentes (056)",28065,19915,8126,1610,69,519,252,6887
"Casa independiente",,,,,,,,
"Hogares (058)",6776,4568,1829,346,14,118,53,1918
"Ocupantes presentes (059)",26975,19246,7976,1579,69,479,252,6507
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",398,212,37,7,,8,,176
"Ocupantes presentes (071)",1083,664,145,30,,39,,378
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,2,2,1,,1,,
"Ocupantes presentes (077)",5,5,5,1,,1,,
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,2
