"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCAR DEL SARA SARA (000)",163,30,133
"De 14 a 29 años (001)",72,22,50
"De 30 a 44 años (002)",52,6,46
"De 45 a 64 años (003)",29,2,27
"De 65 y más años (004)",10,,10
"Hombres (005)",130,25,105
"De 14 a 29 años (006)",52,18,34
"De 30 a 44 años (007)",43,5,38
"De 45 a 64 años (008)",25,2,23
"De 65 y más años (009)",10,,10
"Mujeres (010)",33,5,28
"De 14 a 29 años (011)",20,4,16
"De 30 a 44 años (012)",9,1,8
"De 45 a 64 años (013)",4,,4
,,,
"AREA URBANA (015)",72,14,58
"De 14 a 29 años (016)",38,10,28
"De 30 a 44 años (017)",17,2,15
"De 45 a 64 años (018)",12,2,10
"De 65 y más años (019)",5,,5
"Hombres (020)",56,9,47
"De 14 a 29 años (021)",24,6,18
"De 30 a 44 años (022)",16,1,15
"De 45 a 64 años (023)",11,2,9
"De 65 y más años (024)",5,,5
"Mujeres (025)",16,5,11
"De 14 a 29 años (026)",14,4,10
"De 30 a 44 años (027)",1,1,
"De 45 a 64 años (028)",1,,1
,,,
"AREA RURAL (030)",91,16,75
"De 14 a 29 años (031)",34,12,22
"De 30 a 44 años (032)",35,4,31
"De 45 a 64 años (033)",17,,17
"De 65 y más años (034)",5,,5
"Hombres (035)",74,16,58
"De 14 a 29 años (036)",28,12,16
"De 30 a 44 años (037)",27,4,23
"De 45 a 64 años (038)",14,,14
"De 65 y más años (039)",5,,5
"Mujeres (040)",17,,17
"De 14 a 29 años (041)",6,,6
"De 30 a 44 años (042)",8,,8
"De 45 a 64 años (043)",3,,3
