"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia CANDARAVE",,,,,,,,,
"Viviendas particulares (001)",2810,478,25,30,,29,2196,33,19
"Ocupantes presentes (002)",8197,1480,75,61,,68,6381,76,56
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2625,476,23,28,,17,2029,33,19
"Ocupantes presentes (005)",7785,1474,72,56,,42,6009,76,56
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",2,2,,,,,,,
"Ocupantes presentes (011)",6,6,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",37,,2,1,,,34,,
"Ocupantes presentes (014)",101,,3,3,,,95,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",138,,,1,,12,125,,
"Ocupantes presentes (017)",289,,,2,,26,261,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,,,,,,3,,
"Ocupantes presentes (020)",4,,,,,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,,,,,5,,
"Ocupantes presentes (023)",12,,,,,,12,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1767,242,19,27,,2,1446,12,19
"Ocupantes presentes (029)",5260,744,59,57,,4,4313,27,56
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1721,240,17,26,,2,1405,12,19
"Ocupantes presentes (032)",5138,738,56,54,,4,4203,27,56
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",2,2,,,,,,,
"Ocupantes presentes (038)",6,6,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",37,,2,1,,,34,,
"Ocupantes presentes (041)",101,,3,3,,,95,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,,,,,,3,,
"Ocupantes presentes (047)",4,,,,,,4,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,,,,,4,,
"Ocupantes presentes (050)",11,,,,,,11,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1043,236,6,3,,27,750,21,
"Ocupantes presentes (056)",2937,736,16,4,,64,2068,49,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",904,236,6,2,,15,624,21,
"Ocupantes presentes (059)",2647,736,16,2,,38,1806,49,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",138,,,1,,12,125,,
"Ocupantes presentes (071)",289,,,2,,26,261,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,1,,
"Ocupantes presentes (077)",1,,,,,,1,,
"Otro tipo",,,,,,,,,
