"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia AYABACA",,,,,,,,,
"Viviendas particulares (001)",29322,4096,8776,7738,4703,2176,986,375,472
"Ocupantes presentes (002)",137605,16239,39346,37135,23874,11488,5033,2000,2490
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",28727,3918,8623,7579,4634,2142,984,375,472
"Ocupantes presentes (005)",135027,15666,38646,36395,23495,11313,5022,2000,2490
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",2,2,,,,,,,
"Ocupantes presentes (008)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",25,15,4,3,,1,2,,
"Ocupantes presentes (011)",76,41,15,5,,4,11,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",28,10,9,6,2,1,,,
"Ocupantes presentes (014)",79,26,25,17,7,4,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",518,139,135,147,65,32,,,
"Ocupantes presentes (017)",2342,459,646,706,364,167,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,1,,,,
"Ocupantes presentes (020)",10,6,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",17,8,5,3,1,,,,
"Ocupantes presentes (023)",59,29,14,12,4,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",3,3,,,,,,,
"Ocupantes presentes (026)",8,8,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",3590,327,619,681,740,445,344,146,288
"Ocupantes presentes (029)",15093,1006,2326,2781,3224,2074,1537,709,1436
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",3530,296,606,672,737,443,342,146,288
"Ocupantes presentes (032)",14916,921,2286,2759,3213,2066,1526,709,1436
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",2,2,,,,,,,
"Ocupantes presentes (035)",4,4,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",25,15,4,3,,1,2,,
"Ocupantes presentes (038)",76,41,15,5,,4,11,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",28,10,9,6,2,1,,,
"Ocupantes presentes (041)",79,26,25,17,7,4,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,1,,,,
"Ocupantes presentes (047)",10,6,,,4,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,3,,,,,,,
"Ocupantes presentes (053)",8,8,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",25732,3769,8157,7057,3963,1731,642,229,184
"Ocupantes presentes (056)",122512,15233,37020,34354,20650,9414,3496,1291,1054
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",25197,3622,8017,6907,3897,1699,642,229,184
"Ocupantes presentes (059)",120111,14745,36360,33636,20282,9247,3496,1291,1054
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",518,139,135,147,65,32,,,
"Ocupantes presentes (071)",2342,459,646,706,364,167,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",17,8,5,3,1,,,,
"Ocupantes presentes (077)",59,29,14,12,4,,,,
"Otro tipo",,,,,,,,,
