"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARABAYA (000)",68596,15556,3048,707,49352
"Sin Nivel (001)",11912,3658,234,64,7964
"Educación Inicial (002)",1887,1075,61,35,716
"Primaria (003)",32336,8177,778,211,23184
"Secundaria (004)",19037,2503,823,202,15520
"Sup. no Univ. Incompleta (005)",984,47,126,36,775
"Sup. no Univ. Completa (006)",862,31,378,53,408
"Sup. Univ. Incompleta (007)",613,24,139,34,423
"Sup. Univ. Completa (008)",965,41,509,72,362
"Hombres (010)",35653,7751,1739,479,25739
"Sin Nivel (011)",4272,1772,103,30,2373
"Educación Inicial (012)",935,501,33,22,379
"Primaria (013)",16458,4061,359,115,11930
"Secundaria (014)",11747,1339,464,151,9804
"Sup. no Univ. Incompleta (015)",623,22,82,31,488
"Sup. no Univ. Completa (016)",554,15,252,43,252
"Sup. Univ. Incompleta (017)",401,14,94,28,272
"Sup. Univ. Completa (018)",663,27,352,59,241
"Mujeres (020)",32943,7805,1309,228,23613
"Sin Nivel (021)",7640,1886,131,34,5591
"Educación Inicial (022)",952,574,28,13,337
"Primaria (023)",15878,4116,419,96,11254
"Secundaria (024)",7290,1164,359,51,5716
"Sup. no Univ. Incompleta (025)",361,25,44,5,287
"Sup. no Univ. Completa (026)",308,16,126,10,156
"Sup. Univ. Incompleta (027)",212,10,45,6,151
"Sup. Univ. Completa (028)",302,14,157,13,121
,,,,,
"URBANA (030)",28137,6125,2482,414,19142
"Sin Nivel (031)",4004,1258,164,35,2551
"Educación Inicial (032)",862,441,55,25,341
"Primaria (033)",11860,3062,618,124,8063
"Secundaria (034)",8923,1253,711,111,6854
"Sup. no Univ. Incompleta (035)",645,36,107,15,487
"Sup. no Univ. Completa (036)",632,25,288,35,286
"Sup. Univ. Incompleta (037)",444,16,118,20,292
"Sup. Univ. Completa (038)",767,34,421,49,268
"Hombres (040)",14225,2996,1404,276,9569
"Sin Nivel (041)",1428,620,69,18,724
"Educación Inicial (042)",425,195,31,15,184
"Primaria (043)",5654,1493,287,66,3810
"Secundaria (044)",5144,628,392,78,4052
"Sup. no Univ. Incompleta (045)",373,15,69,12,277
"Sup. no Univ. Completa (046)",395,12,188,30,167
"Sup. Univ. Incompleta (047)",279,9,77,17,178
"Sup. Univ. Completa (048)",527,24,291,40,177
"Mujeres (050)",13912,3129,1078,138,9573
"Sin Nivel (051)",2576,638,95,17,1827
"Educación Inicial (052)",437,246,24,10,157
"Primaria (053)",6206,1569,331,58,4253
"Secundaria (054)",3779,625,319,33,2802
"Sup. no Univ. Incompleta (055)",272,21,38,3,210
"Sup. no Univ. Completa (056)",237,13,100,5,119
"Sup. Univ. Incompleta (057)",165,7,41,3,114
"Sup. Univ. Completa (058)",240,10,130,9,91
,,,,,
"RURAL (060)",40459,9431,566,293,30210
"Sin Nivel (061)",7908,2400,70,29,5413
"Educación Inicial (062)",1025,634,6,10,375
"Primaria (063)",20476,5115,160,87,15121
"Secundaria (064)",10114,1250,112,91,8666
"Sup. no Univ. Incompleta (065)",339,11,19,21,288
"Sup. no Univ. Completa (066)",230,6,90,18,122
"Sup. Univ. Incompleta (067)",169,8,21,14,131
"Sup. Univ. Completa (068)",198,7,88,23,94
"Hombres (070)",21428,4755,335,203,16170
"Sin Nivel (071)",2844,1152,34,12,1649
"Educación Inicial (072)",510,306,2,7,195
"Primaria (073)",10804,2568,72,49,8120
"Secundaria (074)",6603,711,72,73,5752
"Sup. no Univ. Incompleta (075)",250,7,13,19,211
"Sup. no Univ. Completa (076)",159,3,64,13,85
"Sup. Univ. Incompleta (077)",122,5,17,11,94
"Sup. Univ. Completa (078)",136,3,61,19,64
"Mujeres (080)",19031,4676,231,90,14040
"Sin Nivel (081)",5064,1248,36,17,3764
"Educación Inicial (082)",515,328,4,3,180
"Primaria (083)",9672,2547,88,38,7001
"Secundaria (084)",3511,539,40,18,2914
"Sup. no Univ. Incompleta (085)",89,4,6,2,77
"Sup. no Univ. Completa (086)",71,3,26,5,37
"Sup. Univ. Incompleta (087)",47,3,4,3,37
"Sup. Univ. Completa (088)",62,4,27,4,30
