"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",25699,597,12522,7446,1935,662,300,76,11,,2150
"Conviviente (001)",12750,334,6556,3653,855,269,123,27,2,,931
"Separado(a) (002)",1735,61,797,522,160,60,25,5,,,105
"Casado(a) (003)",7980,116,3924,2470,676,228,104,30,4,,428
"Viudo(a) (004)",1565,57,758,458,111,42,29,11,3,,96
"Divorciado(a) (005)",138,3,57,42,14,7,2,,,,13
"Soltero(a) (006)",1531,26,430,301,119,56,17,3,2,,577
,,,,,,,,,,,
"URBANA (008)",11674,234,5028,3497,1099,410,198,47,8,,1153
"Conviviente (009)",5436,123,2476,1656,476,153,74,18,1,,459
"Separado(a) (010)",953,29,420,288,92,42,18,2,,,62
"Casado(a) (011)",3636,44,1543,1154,399,155,74,22,3,,242
"Viudo(a) (012)",651,22,306,180,43,21,19,4,2,,54
"Divorciado(a) (013)",70,1,24,20,9,5,1,,,,10
"Soltero(a) (014)",928,15,259,199,80,34,12,1,2,,326
,,,,,,,,,,,
"RURAL (016)",14025,363,7494,3949,836,252,102,29,3,,997
"Conviviente (017)",7314,211,4080,1997,379,116,49,9,1,,472
"Separado(a) (018)",782,32,377,234,68,18,7,3,,,43
"Casado(a) (019)",4344,72,2381,1316,277,73,30,8,1,,186
"Viudo(a) (020)",914,35,452,278,68,21,10,7,1,,42
"Divorciado(a) (021)",68,2,33,22,5,2,1,,,,3
"Soltero(a) (022)",603,11,171,102,39,22,5,2,,,251
