"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia HUARI (000)",1207,21,574,337,191,84
"Conviviente (001)",336,2,150,143,33,8
"Separado(a) (002)",23,,8,7,5,3
"Casado(a) (003)",354,,37,129,131,57
"Viudo(a) (004)",27,,,6,8,13
"Divorciado(a) (005)",3,,,,3,
"Soltero(a) (006)",464,19,379,52,11,3
"Hombres (008)",1020,13,452,293,182,80
"Conviviente (009)",284,2,121,123,30,8
"Separado(a) (010)",13,,1,5,5,2
"Casado(a) (011)",334,,33,118,128,55
"Viudo(a) (012)",22,,,3,7,12
"Divorciado(a) (013)",2,,,,2,
"Soltero(a) (014)",365,11,297,44,10,3
"Mujeres (016)",187,8,122,44,9,4
"Conviviente (017)",52,,29,20,3,
"Separado(a) (018)",10,,7,2,,1
"Casado(a) (019)",20,,4,11,3,2
"Viudo(a) (020)",5,,,3,1,1
"Divorciado(a) (021)",1,,,,1,
"Soltero(a) (022)",99,8,82,8,1,
,,,,,,
"AREA URBANA (024)",498,9,236,143,70,40
"Conviviente (025)",153,2,64,66,13,8
"Separado(a) (026)",13,,6,3,2,2
"Casado(a) (027)",127,,11,45,47,24
"Viudo(a) (028)",12,,,4,3,5
"Divorciado(a) (029)",2,,,,2,
"Soltero(a) (030)",191,7,155,25,3,1
"Hombres (032)",399,5,178,114,64,38
"Conviviente (033)",121,2,47,53,11,8
"Separado(a) (034)",5,,,2,2,1
"Casado(a) (035)",115,,9,38,45,23
"Viudo(a) (036)",9,,,2,2,5
"Divorciado(a) (037)",1,,,,1,
"Soltero(a) (038)",148,3,122,19,3,1
"Mujeres (040)",99,4,58,29,6,2
"Conviviente (041)",32,,17,13,2,
"Separado(a) (042)",8,,6,1,,1
"Casado(a) (043)",12,,2,7,2,1
"Viudo(a) (044)",3,,,2,1,
"Divorciado(a) (045)",1,,,,1,
"Soltero(a) (046)",43,4,33,6,,
,,,,,,
"AREA RURAL (048)",709,12,338,194,121,44
"Conviviente (049)",183,,86,77,20,
"Separado(a) (050)",10,,2,4,3,1
"Casado(a) (051)",227,,26,84,84,33
"Viudo(a) (052)",15,,,2,5,8
"Divorciado(a) (053)",1,,,,1,
"Soltero(a) (054)",273,12,224,27,8,2
"Hombres (056)",621,8,274,179,118,42
"Conviviente (057)",163,,74,70,19,
"Separado(a) (058)",8,,1,3,3,1
"Casado(a) (059)",219,,24,80,83,32
"Viudo(a) (060)",13,,,1,5,7
"Divorciado(a) (061)",1,,,,1,
"Soltero(a) (062)",217,8,175,25,7,2
"Mujeres (064)",88,4,64,15,3,2
"Conviviente (065)",20,,12,7,1,
"Separado(a) (066)",2,,1,1,,
"Casado(a) (067)",8,,2,4,1,1
"Viudo(a) (068)",2,,,1,,1
"Soltero(a) (070)",56,4,49,2,1,
