"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ANTONIO RAYMONDI (000)",11752,2155,855,215,8534
"Conviviente (001)",2437,249,174,32,1984
"Separado(a) (002)",237,27,14,4,192
"Casado(a) (003)",4315,295,440,54,3530
"Viudo(a) (004)",712,20,17,7,668
"Divorciado(a) (005)",17,1,4,,12
"Soltero(a) (006)",4034,1563,206,118,2148
"Hombres (008)",5789,996,453,136,4208
"Conviviente (009)",1189,69,99,27,994
"Separado(a) (010)",52,1,4,2,45
"Casado(a) (011)",2145,102,246,34,1766
"Viudo(a) (012)",158,4,2,5,147
"Divorciado(a) (013)",4,1,2,,1
"Soltero(a) (014)",2241,819,100,68,1255
"Mujeres (016)",5963,1159,402,79,4326
"Conviviente (017)",1248,180,75,5,990
"Separado(a) (018)",185,26,10,2,147
"Casado(a) (019)",2170,193,194,20,1764
"Viudo(a) (020)",554,16,15,2,521
"Divorciado(a) (021)",13,,2,,11
"Soltero(a) (022)",1793,744,106,50,893
,,,,,
"URBANA (024)",3279,480,593,134,2078
"Conviviente (025)",656,77,114,20,447
"Separado(a) (026)",73,6,12,3,52
"Casado(a) (027)",1235,121,324,33,761
"Viudo(a) (028)",166,9,11,4,142
"Divorciado(a) (029)",5,,2,,3
"Soltero(a) (030)",1144,267,130,74,673
"Hombres (032)",1674,238,307,93,1039
"Conviviente (033)",337,36,63,16,222
"Separado(a) (034)",21,1,3,1,16
"Casado(a) (035)",627,59,178,22,371
"Viudo(a) (036)",36,3,2,4,27
"Soltero(a) (038)",653,139,61,50,403
"Mujeres (040)",1605,242,286,41,1039
"Conviviente (041)",319,41,51,4,225
"Separado(a) (042)",52,5,9,2,36
"Casado(a) (043)",608,62,146,11,390
"Viudo(a) (044)",130,6,9,,115
"Divorciado(a) (045)",5,,2,,3
"Soltero(a) (046)",491,128,69,24,270
,,,,,
"RURAL (048)",8473,1675,262,81,6456
"Conviviente (049)",1781,172,60,12,1537
"Separado(a) (050)",164,21,2,1,140
"Casado(a) (051)",3080,174,116,21,2769
"Viudo(a) (052)",546,11,6,3,526
"Divorciado(a) (053)",12,1,2,,9
"Soltero(a) (054)",2890,1296,76,44,1475
"Hombres (056)",4115,758,146,43,3169
"Conviviente (057)",852,33,36,11,772
"Separado(a) (058)",31,,1,1,29
"Casado(a) (059)",1518,43,68,12,1395
"Viudo(a) (060)",122,1,,1,120
"Divorciado(a) (061)",4,1,2,,1
"Soltero(a) (062)",1588,680,39,18,852
"Mujeres (064)",4358,917,116,38,3287
"Conviviente (065)",929,139,24,1,765
"Separado(a) (066)",133,21,1,,111
"Casado(a) (067)",1562,131,48,9,1374
"Viudo(a) (068)",424,10,6,2,406
"Divorciado(a) (069)",8,,,,8
"Soltero(a) (070)",1302,616,37,26,623
