"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia UCAYALI (000)",28972,16470,108,319,10958,532,13,12,23,537
"Hombres (001)",11642,8392,68,176,2420,258,8,9,23,288
"Mujeres (002)",17330,8078,40,143,8538,274,5,3,,249
"De 06 a 14 años (003)",13970,12910,,,575,309,1,3,,172
"Hombres (004)",7007,6513,,,255,155,1,2,,81
"Mujeres (005)",6963,6397,,,320,154,,1,,91
"De 15 a 29 años (006)",8412,3439,7,129,4635,,6,3,23,170
"Hombres (007)",2924,1827,3,66,918,,3,3,23,81
"Mujeres (008)",5488,1612,4,63,3717,,3,,,89
"De 30 a 44 años (009)",3307,70,10,91,3062,,3,1,,70
"Hombres (010)",677,29,8,47,544,,2,1,,46
"Mujeres (011)",2630,41,2,44,2518,,1,,,24
"De 45 a 64 años (012)",2144,44,53,57,1920,4,3,3,,60
"Hombres (013)",588,20,30,35,456,3,2,1,,41
"Mujeres (014)",1556,24,23,22,1464,1,1,2,,19
"De 65 y más años (015)",1139,7,38,42,766,219,,2,,65
"Hombres (016)",446,3,27,28,247,100,,2,,39
"Mujeres (017)",693,4,11,14,519,119,,,,26
,,,,,,,,,,
"AREA URBANA (018)",16217,9252,90,154,6062,292,8,7,22,330
"Hombres (019)",6599,4612,51,70,1502,146,5,5,22,186
"Mujeres (020)",9618,4640,39,84,4560,146,3,2,,144
"De 06 a 14 años (021)",7444,6853,,,365,149,,3,,74
"Hombres (022)",3705,3407,,,173,83,,2,,40
"Mujeres (023)",3739,3446,,,192,66,,1,,34
"De 15 a 29 años (024)",5013,2319,6,60,2487,,3,,22,116
"Hombres (025)",1860,1170,2,26,580,,1,,22,59
"Mujeres (026)",3153,1149,4,34,1907,,2,,,57
"De 30 a 44 años (027)",1817,49,6,38,1672,,2,1,,49
"Hombres (028)",371,18,4,15,303,,2,1,,28
"Mujeres (029)",1446,31,2,23,1369,,,,,21
"De 45 a 64 años (030)",1205,27,44,29,1052,4,3,2,,44
"Hombres (031)",367,15,22,14,279,3,2,1,,31
"Mujeres (032)",838,12,22,15,773,1,1,1,,13
"De 65 y más años (033)",738,4,34,27,486,139,,1,,47
"Hombres (034)",296,2,23,15,167,60,,1,,28
"Mujeres (035)",442,2,11,12,319,79,,,,19
,,,,,,,,,,
"AREA RURAL (036)",12755,7218,18,165,4896,240,5,5,1,207
"Hombres (037)",5043,3780,17,106,918,112,3,4,1,102
"Mujeres (038)",7712,3438,1,59,3978,128,2,1,,105
"De 06 a 14 años (039)",6526,6057,,,210,160,1,,,98
"Hombres (040)",3302,3106,,,82,72,1,,,41
"Mujeres (041)",3224,2951,,,128,88,,,,57
"De 15 a 29 años (042)",3399,1120,1,69,2148,,3,3,1,54
"Hombres (043)",1064,657,1,40,338,,2,3,1,22
"Mujeres (044)",2335,463,,29,1810,,1,,,32
"De 30 a 44 años (045)",1490,21,4,53,1390,,1,,,21
"Hombres (046)",306,11,4,32,241,,,,,18
"Mujeres (047)",1184,10,,21,1149,,1,,,3
"De 45 a 64 años (048)",939,17,9,28,868,,,1,,16
"Hombres (049)",221,5,8,21,177,,,,,10
"Mujeres (050)",718,12,1,7,691,,,1,,6
"De 65 y más años (051)",401,3,4,15,280,80,,1,,18
"Hombres (052)",150,1,4,13,80,40,,1,,11
"Mujeres (053)",251,2,,2,200,40,,,,7
