"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia CHUMBIVILCAS",,,,,,,
"Viviendas particulares (001)",19393,970,367,187,17392,223,254
"Ocupantes presentes (002)",75104,2927,1525,721,68330,754,847
"Casa independiente",,,,,,,
"Viviendas particulares (004)",16927,771,360,173,15228,196,199
"Ocupantes presentes (005)",65685,2406,1499,666,59768,690,656
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,2,,,5,,
"Ocupantes presentes (008)",28,8,,,20,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",24,11,,,10,1,2
"Ocupantes presentes (011)",73,30,,,34,3,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",226,122,,6,83,7,8
"Ocupantes presentes (014)",671,279,,25,319,19,29
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2183,59,7,8,2057,10,42
"Ocupantes presentes (017)",8576,195,26,30,8156,25,144
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,,,,1,1,2
"Ocupantes presentes (020)",9,,,,1,4,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",20,4,,,7,8,1
"Ocupantes presentes (023)",58,7,,,30,13,8
"Otro tipo",,,,,,,
"Viviendas particulares (025)",2,1,,,1,,
"Ocupantes presentes (026)",4,2,,,2,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4636,707,159,81,3501,54,134
"Ocupantes presentes (029)",17041,2093,625,307,13404,185,427
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4363,568,159,75,3397,43,121
"Ocupantes presentes (032)",16211,1769,625,282,13002,153,380
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,2,,,5,,
"Ocupantes presentes (035)",28,8,,,20,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",24,11,,,10,1,2
"Ocupantes presentes (038)",73,30,,,34,3,6
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",226,122,,6,83,7,8
"Ocupantes presentes (041)",671,279,,25,319,19,29
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,,,,1,1,2
"Ocupantes presentes (047)",9,,,,1,4,4
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",12,4,,,5,2,1
"Ocupantes presentes (050)",49,7,,,28,6,8
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",14757,263,208,106,13891,169,120
"Ocupantes presentes (056)",58063,834,900,414,54926,569,420
"Casa independiente",,,,,,,
"Viviendas particulares (058)",12564,203,201,98,11831,153,78
"Ocupantes presentes (059)",49474,637,874,384,46766,537,276
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2183,59,7,8,2057,10,42
"Ocupantes presentes (071)",8576,195,26,30,8156,25,144
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",8,,,,2,6,
"Ocupantes presentes (077)",9,,,,2,7,
"Otro tipo",,,,,,,
"Viviendas particulares (079)",2,1,,,1,,
"Ocupantes presentes (080)",4,2,,,2,,
