"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia CAYLLOMA",,,,,,,,,
"Viviendas particulares (001)",8265,181,106,96,519,86,40,39,7198
"Ocupantes presentes (002)",30492,648,470,363,2340,354,163,154,26000
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7475,168,98,79,389,63,35,35,6608
"Ocupantes presentes (005)",27442,575,420,294,1841,261,147,137,23767
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",88,1,2,5,8,2,,2,68
"Ocupantes presentes (008)",260,10,5,11,35,5,,7,187
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",117,,1,2,26,,,,88
"Ocupantes presentes (011)",506,,4,4,115,,,,383
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",482,10,3,9,85,18,5,1,351
"Ocupantes presentes (014)",1924,57,25,50,302,73,16,9,1392
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",26,,,1,,,,,25
"Ocupantes presentes (017)",97,,,4,,,,,93
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",62,1,2,,11,1,,,47
"Ocupantes presentes (020)",204,1,16,,47,2,,,138
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",15,1,,,,2,,1,11
"Ocupantes presentes (023)",59,5,,,,13,,1,40
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",7786,124,98,90,486,85,40,33,6830
"Ocupantes presentes (029)",28975,517,441,339,2205,345,163,138,24827
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",7023,111,90,74,356,62,35,29,6266
"Ocupantes presentes (032)",26025,444,391,274,1706,252,147,121,22690
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",88,1,2,5,8,2,,2,68
"Ocupantes presentes (035)",260,10,5,11,35,5,,7,187
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",117,,1,2,26,,,,88
"Ocupantes presentes (038)",506,,4,4,115,,,,383
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",482,10,3,9,85,18,5,1,351
"Ocupantes presentes (041)",1924,57,25,50,302,73,16,9,1392
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",62,1,2,,11,1,,,47
"Ocupantes presentes (047)",204,1,16,,47,2,,,138
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",14,1,,,,2,,1,10
"Ocupantes presentes (050)",56,5,,,,13,,1,37
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",479,57,8,6,33,1,,6,368
"Ocupantes presentes (056)",1517,131,29,24,135,9,,16,1173
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",452,57,8,5,33,1,,6,342
"Ocupantes presentes (059)",1417,131,29,20,135,9,,16,1077
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",26,,,1,,,,,25
"Ocupantes presentes (071)",97,,,4,,,,,93
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",3,,,,,,,,3
"Otro tipo",,,,,,,,,
