"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia GRAN CHIMU (000)",22589,3385,3986,4364,3750,2885,4219
"Católica (001)",16138,2442,2894,3123,2744,2051,2884
"Cristiana/Evangélica (002)",3747,524,539,684,583,516,901
"Otra (003)",903,136,145,142,143,128,209
"Ninguna (004)",1801,283,408,415,280,190,225
"Hombres (006)",12395,1733,2258,2456,2077,1602,2269
"Católica (007)",9091,1264,1676,1810,1558,1179,1604
"Cristiana/Evangélica (008)",1803,254,263,324,279,246,437
"Otra (009)",443,63,75,71,75,65,94
"Ninguna (010)",1058,152,244,251,165,112,134
"Mujeres (012)",10194,1652,1728,1908,1673,1283,1950
"Católica (013)",7047,1178,1218,1313,1186,872,1280
"Cristiana/Evangélica (014)",1944,270,276,360,304,270,464
"Otra (015)",460,73,70,71,68,63,115
"Ninguna (016)",743,131,164,164,115,78,91
,,,,,,,
"URBANA (018)",5085,747,894,902,891,672,979
"Católica (019)",3925,579,677,672,686,526,785
"Cristiana/Evangélica (020)",687,97,118,135,129,95,113
"Otra (021)",250,40,38,41,37,36,58
"Ninguna (022)",223,31,61,54,39,15,23
"Hombres (024)",2512,371,463,432,428,338,480
"Católica (025)",1982,298,364,327,327,269,397
"Cristiana/Evangélica (026)",290,35,52,54,59,40,50
"Otra (027)",114,17,19,18,20,20,20
"Ninguna (028)",126,21,28,33,22,9,13
"Mujeres (030)",2573,376,431,470,463,334,499
"Católica (031)",1943,281,313,345,359,257,388
"Cristiana/Evangélica (032)",397,62,66,81,70,55,63
"Otra (033)",136,23,19,23,17,16,38
"Ninguna (034)",97,10,33,21,17,6,10
,,,,,,,
"RURAL (036)",17504,2638,3092,3462,2859,2213,3240
"Católica (037)",12213,1863,2217,2451,2058,1525,2099
"Cristiana/Evangélica (038)",3060,427,421,549,454,421,788
"Otra (039)",653,96,107,101,106,92,151
"Ninguna (040)",1578,252,347,361,241,175,202
"Hombres (042)",9883,1362,1795,2024,1649,1264,1789
"Católica (043)",7109,966,1312,1483,1231,910,1207
"Cristiana/Evangélica (044)",1513,219,211,270,220,206,387
"Otra (045)",329,46,56,53,55,45,74
"Ninguna (046)",932,131,216,218,143,103,121
"Mujeres (048)",7621,1276,1297,1438,1210,949,1451
"Católica (049)",5104,897,905,968,827,615,892
"Cristiana/Evangélica (050)",1547,208,210,279,234,215,401
"Otra (051)",324,50,51,48,51,47,77
"Ninguna (052)",646,121,131,143,98,72,81
