"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia HUANCANE (000)",24228,411,5930,6996,7242,3649
"Empleado (001)",1930,6,479,839,565,41
"Obrero (002)",1454,11,465,436,391,151
"Trabajador independiente (003)",12896,46,2370,3703,4357,2420
"Empleador o patrono (004)",105,,17,41,33,14
"Trabajador familiar no remunerado (005)",6639,315,1997,1632,1731,964
"Trabajador del hogar (006)",168,15,69,40,33,11
"Desocupado (008)",1036,18,533,305,132,48
"Hombres (009)",14255,209,3359,4156,4331,2200
"Empleado (010)",1370,2,278,597,461,32
"Obrero (011)",1058,10,355,319,276,98
"Trabajador independiente (012)",8717,24,1492,2508,2989,1704
"Empleador o patrono (013)",69,,13,23,24,9
"Trabajador familiar no remunerado (014)",2223,158,844,447,459,315
"Trabajador del hogar (015)",26,7,8,6,4,1
"Desocupado (017)",792,8,369,256,118,41
"Mujeres (018)",9973,202,2571,2840,2911,1449
"Empleado (019)",560,4,201,242,104,9
"Obrero (020)",396,1,110,117,115,53
"Trabajador independiente (021)",4179,22,878,1195,1368,716
"Empleador o patrono (022)",36,,4,18,9,5
"Trabajador familiar no remunerado (023)",4416,157,1153,1185,1272,649
"Trabajador del hogar (024)",142,8,61,34,29,10
"Desocupado (026)",244,10,164,49,14,7
,,,,,,
"URBANA (027)",5150,107,1460,1829,1354,400
"Empleado (028)",1285,5,304,598,355,23
"Obrero (029)",340,4,125,114,77,20
"Trabajador independiente (030)",2383,31,559,805,705,283
"Empleador o patrono (031)",52,,9,22,18,3
"Trabajador familiar no remunerado (032)",608,48,217,154,134,55
"Trabajador del hogar (033)",67,10,27,15,13,2
"Desocupado (035)",415,9,219,121,52,14
"Hombres (036)",2978,57,814,1045,809,253
"Empleado (037)",831,2,166,390,257,16
"Obrero (038)",274,3,104,89,63,15
"Trabajador independiente (039)",1326,17,294,424,402,189
"Empleador o patrono (040)",32,,7,9,13,3
"Trabajador familiar no remunerado (041)",212,26,93,43,30,20
"Trabajador del hogar (042)",14,4,6,2,2,
"Desocupado (044)",289,5,144,88,42,10
"Mujeres (045)",2172,50,646,784,545,147
"Empleado (046)",454,3,138,208,98,7
"Obrero (047)",66,1,21,25,14,5
"Trabajador independiente (048)",1057,14,265,381,303,94
"Empleador o patrono (049)",20,,2,13,5,
"Trabajador familiar no remunerado (050)",396,22,124,111,104,35
"Trabajador del hogar (051)",53,6,21,13,11,2
"Desocupado (053)",126,4,75,33,10,4
,,,,,,
"RURAL (054)",19078,304,4470,5167,5888,3249
"Empleado (055)",645,1,175,241,210,18
"Obrero (056)",1114,7,340,322,314,131
"Trabajador independiente (057)",10513,15,1811,2898,3652,2137
"Empleador o patrono (058)",53,,8,19,15,11
"Trabajador familiar no remunerado (059)",6031,267,1780,1478,1597,909
"Trabajador del hogar (060)",101,5,42,25,20,9
"Desocupado (062)",621,9,314,184,80,34
"Hombres (063)",11277,152,2545,3111,3522,1947
"Empleado (064)",539,,112,207,204,16
"Obrero (065)",784,7,251,230,213,83
"Trabajador independiente (066)",7391,7,1198,2084,2587,1515
"Empleador o patrono (067)",37,,6,14,11,6
"Trabajador familiar no remunerado (068)",2011,132,751,404,429,295
"Trabajador del hogar (069)",12,3,2,4,2,1
"Desocupado (071)",503,3,225,168,76,31
"Mujeres (072)",7801,152,1925,2056,2366,1302
"Empleado (073)",106,1,63,34,6,2
"Obrero (074)",330,,89,92,101,48
"Trabajador independiente (075)",3122,8,613,814,1065,622
"Empleador o patrono (076)",16,,2,5,4,5
"Trabajador familiar no remunerado (077)",4020,135,1029,1074,1168,614
"Trabajador del hogar (078)",89,2,40,21,18,8
"Desocupado (080)",118,6,89,16,4,3
