"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia MARISCAL CACERES",,,
"Viviendas particulares (001)",11941,6714,5227
"Ocupantes presentes (002)",50139,28941,21198
"Casa independiente",,,
"Viviendas particulares (004)",9349,6060,3289
"Ocupantes presentes (005)",40192,26643,13549
"Departamento en edificio",,,
"Viviendas particulares (007)",51,51,
"Ocupantes presentes (008)",157,157,
"Vivienda en quinta",,,
"Viviendas particulares (010)",389,389,
"Ocupantes presentes (011)",1249,1249,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",56,45,11
"Ocupantes presentes (014)",207,167,40
"Choza o cabaña",,,
"Viviendas particulares (016)",1995,122,1873
"Ocupantes presentes (017)",7967,557,7410
"Vivienda improvisada",,,
"Viviendas particulares (019)",71,27,44
"Ocupantes presentes (020)",271,109,162
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",22,19,3
"Ocupantes presentes (023)",63,57,6
"Otro tipo",,,
"Viviendas particulares (025)",8,1,7
"Ocupantes presentes (026)",33,2,31
,,,
URBANA,,,
"Viviendas particulares (028)",7179,6067,1112
"Ocupantes presentes (029)",30883,26125,4758
"Casa independiente",,,
"Viviendas particulares (031)",6590,5536,1054
"Ocupantes presentes (032)",28926,24385,4541
"Departamento en edificio",,,
"Viviendas particulares (034)",51,51,
"Ocupantes presentes (035)",157,157,
"Vivienda en quinta",,,
"Viviendas particulares (037)",389,389,
"Ocupantes presentes (038)",1249,1249,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",56,45,11
"Ocupantes presentes (041)",207,167,40
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",71,27,44
"Ocupantes presentes (047)",271,109,162
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",19,18,1
"Ocupantes presentes (050)",60,56,4
"Otro tipo",,,
"Viviendas particulares (052)",3,1,2
"Ocupantes presentes (053)",13,2,11
,,,
RURAL,,,
"Viviendas particulares (055)",4762,647,4115
"Ocupantes presentes (056)",19256,2816,16440
"Casa independiente",,,
"Viviendas particulares (058)",2759,524,2235
"Ocupantes presentes (059)",11266,2258,9008
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",1995,122,1873
"Ocupantes presentes (071)",7967,557,7410
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",3,1,2
"Ocupantes presentes (077)",3,1,2
"Otro tipo",,,
"Viviendas particulares (079)",5,,5
"Ocupantes presentes (080)",20,,20
