"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ZARUMILLA (000)",14393,32971,30678,,804,93,2.4
"De 12 a 14 años (001)",1353,13,12,,3,92.3,23.1
"De 15 a 19 años (002)",2051,383,382,113,99.7,29.5,
"De 20 a 24 años (003)",2055,1880,1851,215,98.5,11.4,
"De 25 a 29 años (004)",1883,2985,2933,200,98.3,6.7,
"De 30 a 34 años (005)",1600,3743,3613,166,96.5,4.4,
"De 35 a 39 años (006)",1362,3909,3738,80,95.6,2,
"De 40 a 44 años (007)",1145,3920,3724,21,95,0.5,
"De 45 a 49 años (008)",874,3637,3407,5,93.7,0.1,
"De 50 y más años (009)",2070,12501,11018,1,88.1,,
"PEA (010)",4280,9832,9306,195,94.7,2,
"De 12 a 14 años (011)",53,2,2,,100,,
"De 15 a 19 años (012)",362,71,71,12,100,16.9,
"De 20 a 24 años (013)",655,490,480,45,98,9.2,
"De 25 a 29 años (014)",675,870,858,45,98.6,5.2,
"De 30 a 34 años (015)",623,1319,1271,53,96.4,4,
"De 35 a 39 años (016)",552,1428,1360,35,95.2,2.5,
"De 40 a 44 años (017)",441,1338,1289,3,96.3,0.2,
"De 45 a 49 años (018)",363,1372,1296,1,94.5,0.1,
"De 50 y más años (019)",556,2942,2679,1,91.1,,
"Ocupada (020)",4097,9559,9051,184,94.7,1.9,
"De 12 a 14 años (021)",46,2,2,,100,,
"De 15 a 19 años (022)",336,65,65,12,100,18.5,
"De 20 a 24 años (023)",596,447,438,43,98,9.6,
"De 25 a 29 años (024)",642,830,818,42,98.6,5.1,
"De 30 a 34 años (025)",600,1279,1234,50,96.5,3.9,
"De 35 a 39 años (026)",541,1395,1328,32,95.2,2.3,
"De 40 a 44 años (027)",430,1293,1247,3,96.4,0.2,
"De 45 a 49 años (028)",354,1334,1263,1,94.7,0.1,
"De 50 y más años (029)",552,2914,2656,1,91.1,,
"Desocupada (030)",183,273,255,11,93.4,4,
"De 12 a 14 años (031)",7,,,,,,
"De 15 a 19 años (032)",26,6,6,,100,,
"De 20 a 24 años (033)",59,43,42,2,97.7,4.7,
"De 25 a 29 años (034)",33,40,40,3,100,7.5,
"De 30 a 34 años (035)",23,40,37,3,92.5,7.5,
"De 35 a 39 años (036)",11,33,32,3,97,9.1,
