"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TALARA (000)",129396,14700,33076,13504,70085
"Menos de 1 año (001)",2714,845,628,175,1084
"De 1 a 14 años (002)",35416,8930,9046,3330,14526
"De 15 a 29 años (003)",35241,2531,5982,3388,23669
"De 30 a 44 años (004)",25840,1168,6724,2846,15576
"De 45 a 64 años (005)",22717,924,7161,3123,12162
"De 65 y mas años (006)",7468,302,3535,642,3068
"Hombres (008)",65002,6928,16768,7721,34799
"Menos de 1 año (009)",1379,426,310,93,560
"De 1 a 14 años (010)",18068,4515,4583,1702,7482
"De 15 a 29 años (011)",17628,945,2969,1976,11911
"De 30 a 44 años (012)",12491,430,3308,1641,7408
"De 45 a 64 años (013)",11780,451,3842,1957,6003
"De 65 y mas años (014)",3656,161,1756,352,1435
"Mujeres (016)",64394,7772,16308,5783,35286
"Menos de 1 año (017)",1335,419,318,82,524
"De 1 a 14 años (018)",17348,4415,4463,1628,7044
"De 15 a 29 años (019)",17613,1586,3013,1412,11758
"De 30 a 44 años (020)",13349,738,3416,1205,8168
"De 45 a 64 años (021)",10937,473,3319,1166,6159
"De 65 y mas años (022)",3812,141,1779,290,1633
,,,,,
"URBANA (024)",126866,14336,32882,13231,68356
"Menos de 1 año (025)",2656,806,626,169,1072
"De 1 a 14 años (026)",34779,8666,9012,3278,14236
"De 15 a 29 años (027)",34444,2485,5942,3326,23016
"De 30 a 44 años (028)",25313,1162,6663,2754,15194
"De 45 a 64 años (029)",22319,917,7115,3073,11860
"De 65 y mas años (030)",7355,300,3524,631,2978
"Hombres (032)",63612,6755,16665,7569,33818
"Menos de 1 año (033)",1356,411,309,89,556
"De 1 a 14 años (034)",17740,4380,4567,1676,7329
"De 15 a 29 años (035)",17201,930,2954,1945,11543
"De 30 a 44 años (036)",12177,427,3272,1587,7179
"De 45 a 64 años (037)",11551,447,3813,1930,5829
"De 65 y mas años (038)",3587,160,1750,342,1382
"Mujeres (040)",63254,7581,16217,5662,34538
"Menos de 1 año (041)",1300,395,317,80,516
"De 1 a 14 años (042)",17039,4286,4445,1602,6907
"De 15 a 29 años (043)",17243,1555,2988,1381,11473
"De 30 a 44 años (044)",13136,735,3391,1167,8015
"De 45 a 64 años (045)",10768,470,3302,1143,6031
"De 65 y mas años (046)",3768,140,1774,289,1596
,,,,,
"RURAL (048)",2530,364,194,273,1729
"Menos de 1 año (049)",58,39,2,6,12
"De 1 a 14 años (050)",637,264,34,52,290
"De 15 a 29 años (051)",797,46,40,62,653
"De 30 a 44 años (052)",527,6,61,92,382
"De 45 a 64 años (053)",398,7,46,50,302
"De 65 y mas años (054)",113,2,11,11,90
"Hombres (056)",1390,173,103,152,981
"Menos de 1 año (057)",23,15,1,4,4
"De 1 a 14 años (058)",328,135,16,26,153
"De 15 a 29 años (059)",427,15,15,31,368
"De 30 a 44 años (060)",314,3,36,54,229
"De 45 a 64 años (061)",229,4,29,27,174
"De 65 y mas años (062)",69,1,6,10,53
"Mujeres (064)",1140,191,91,121,748
"Menos de 1 año (065)",35,24,1,2,8
"De 1 a 14 años (066)",309,129,18,26,137
"De 15 a 29 años (067)",370,31,25,31,285
"De 30 a 44 años (068)",213,3,25,38,153
"De 45 a 64 años (069)",169,3,17,23,128
"De 65 y mas años (070)",44,1,5,1,37
