"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SULLANA (000)",110969,104453,31446,15706,16446,12100,13589,7137,4174,3855,6516,270592
"De 12 a 14 años (001)",9245,9183,9137,36,10,,,,,,62,56
"De 15 a 19 años (002)",14817,14425,12783,1460,149,25,8,,,,392,1865
"De 20 a 24 años (003)",12971,11110,4544,4362,1793,344,62,5,,,1861,9268
"De 25 a 29 años (004)",12305,10698,1525,3641,3574,1425,500,29,4,,1607,17376
"De 30 a 34 años (005)",11635,10804,861,2242,3707,2359,1415,176,35,9,831,24244
"De 35 a 39 años (006)",10200,9627,517,1190,2646,2463,2218,478,93,22,573,27497
"De 40 a 44 años (007)",8810,8506,449,802,1729,2018,2348,867,231,62,304,28722
"De 45 a 49 años (008)",7615,7348,378,645,1086,1301,2185,1104,471,178,267,29375
"De 50 y más años (009)",23371,22752,1252,1328,1752,2165,4853,4478,3340,3584,619,132189
"PEA (010)",26529,24061,5305,4548,4808,3497,3457,1406,623,417,2468,58755
"De 12 a 14 años (011)",199,192,184,5,3,,,,,,7,11
"De 15 a 19 años (012)",1636,1597,1410,169,13,5,,,,,39,210
"De 20 a 24 años (013)",3205,2527,1493,734,248,42,8,2,,,678,1402
"De 25 a 29 años (014)",3642,2876,764,1047,721,263,75,6,,,766,3632
"De 30 a 34 años (015)",3637,3263,444,899,1038,527,325,28,1,1,374,6126
"De 35 a 39 años (016)",3628,3368,267,584,991,767,606,130,21,2,260,8494
"De 40 a 44 años (017)",3369,3245,210,414,785,785,739,240,53,19,124,9746
"De 45 a 49 años (018)",2740,2634,187,333,483,526,678,293,106,28,106,8919
"De 50 y más años (019)",4473,4359,346,363,526,582,1026,707,442,367,114,20215
