"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CORONEL PORTILLO (000)",4657,1151,3506
"De 14 a 29 años (001)",2590,897,1693
"De 30 a 44 años (002)",1263,210,1053
"De 45 a 64 años (003)",648,44,604
"De 65 y más años (004)",156,,156
"Hombres (005)",3038,674,2364
"De 14 a 29 años (006)",1580,530,1050
"De 30 a 44 años (007)",821,121,700
"De 45 a 64 años (008)",505,23,482
"De 65 y más años (009)",132,,132
"Mujeres (010)",1619,477,1142
"De 14 a 29 años (011)",1010,367,643
"De 30 a 44 años (012)",442,89,353
"De 45 a 64 años (013)",143,21,122
"De 65 y más años (014)",24,,24
,,,
"AREA URBANA (015)",4283,1031,3252
"De 14 a 29 años (016)",2356,802,1554
"De 30 a 44 años (017)",1190,190,1000
"De 45 a 64 años (018)",599,39,560
"De 65 y más años (019)",138,,138
"Hombres (020)",2757,588,2169
"De 14 a 29 años (021)",1414,465,949
"De 30 a 44 años (022)",764,105,659
"De 45 a 64 años (023)",464,18,446
"De 65 y más años (024)",115,,115
"Mujeres (025)",1526,443,1083
"De 14 a 29 años (026)",942,337,605
"De 30 a 44 años (027)",426,85,341
"De 45 a 64 años (028)",135,21,114
"De 65 y más años (029)",23,,23
,,,
"AREA RURAL (030)",374,120,254
"De 14 a 29 años (031)",234,95,139
"De 30 a 44 años (032)",73,20,53
"De 45 a 64 años (033)",49,5,44
"De 65 y más años (034)",18,,18
"Hombres (035)",281,86,195
"De 14 a 29 años (036)",166,65,101
"De 30 a 44 años (037)",57,16,41
"De 45 a 64 años (038)",41,5,36
"De 65 y más años (039)",17,,17
"Mujeres (040)",93,34,59
"De 14 a 29 años (041)",68,30,38
"De 30 a 44 años (042)",16,4,12
"De 45 a 64 años (043)",8,,8
"De 65 y más años (044)",1,,1
