"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUANCA SANCOS (000)",9923,5761,916,78,3170
"Sin Nivel (001)",1718,1108,63,2,545
"Educación Inicial (002)",232,185,22,1,24
"Primaria (003)",4487,2976,222,10,1279
"Secundaria (004)",2488,1306,228,26,929
"Sup. no Univ. Incompleta (005)",183,74,26,1,82
"Sup. no Univ. Completa (006)",378,84,133,13,149
"Sup. Univ. Incompleta (007)",137,16,28,10,83
"Sup. Univ. Completa (008)",300,12,194,15,79
"Hombres (010)",4801,2536,477,66,1723
"Sin Nivel (011)",457,308,28,1,120
"Educación Inicial (012)",102,81,12,,9
"Primaria (013)",2056,1304,79,7,666
"Secundaria (014)",1533,737,113,24,659
"Sup. no Univ. Incompleta (015)",107,36,16,1,54
"Sup. no Univ. Completa (016)",216,47,68,10,92
"Sup. Univ. Incompleta (017)",114,13,20,10,71
"Sup. Univ. Completa (018)",216,10,141,13,52
"Mujeres (020)",5122,3225,439,12,1447
"Sin Nivel (021)",1261,800,35,1,425
"Educación Inicial (022)",130,104,10,1,15
"Primaria (023)",2431,1672,143,3,613
"Secundaria (024)",955,569,115,2,270
"Sup. no Univ. Incompleta (025)",76,38,10,,28
"Sup. no Univ. Completa (026)",162,37,65,3,57
"Sup. Univ. Incompleta (027)",23,3,8,,12
"Sup. Univ. Completa (028)",84,2,53,2,27
,,,,,
"URBANA (030)",6708,3742,789,50,2128
"Sin Nivel (031)",943,595,54,1,293
"Educación Inicial (032)",176,134,20,1,21
"Primaria (033)",2926,1917,167,6,836
"Secundaria (034)",1826,945,192,12,677
"Sup. no Univ. Incompleta (035)",144,64,24,1,55
"Sup. no Univ. Completa (036)",330,68,126,11,126
"Sup. Univ. Incompleta (037)",91,9,23,8,51
"Sup. Univ. Completa (038)",272,10,183,10,69
"Hombres (040)",3249,1644,404,40,1162
"Sin Nivel (041)",257,167,25,1,64
"Educación Inicial (042)",78,59,10,,9
"Primaria (043)",1308,833,59,3,413
"Secundaria (044)",1080,507,86,11,476
"Sup. no Univ. Incompleta (045)",78,29,14,1,34
"Sup. no Univ. Completa (046)",179,34,62,8,76
"Sup. Univ. Incompleta (047)",74,7,16,8,43
"Sup. Univ. Completa (048)",195,8,132,8,47
"Mujeres (050)",3459,2098,385,10,966
"Sin Nivel (051)",686,428,29,,229
"Educación Inicial (052)",98,75,10,1,12
"Primaria (053)",1618,1084,108,3,423
"Secundaria (054)",746,438,106,1,201
"Sup. no Univ. Incompleta (055)",66,35,10,,21
"Sup. no Univ. Completa (056)",151,34,64,3,50
"Sup. Univ. Incompleta (057)",17,2,7,,8
"Sup. Univ. Completa (058)",77,2,51,2,22
,,,,,
"RURAL (060)",3215,2019,127,28,1042
"Sin Nivel (061)",775,513,9,1,252
"Educación Inicial (062)",56,51,2,,3
"Primaria (063)",1561,1059,55,4,443
"Secundaria (064)",662,361,36,14,252
"Sup. no Univ. Incompleta (065)",39,10,2,,27
"Sup. no Univ. Completa (066)",48,16,7,2,23
"Sup. Univ. Incompleta (067)",46,7,5,2,32
"Sup. Univ. Completa (068)",28,2,11,5,10
"Hombres (070)",1552,892,73,26,561
"Sin Nivel (071)",200,141,3,,56
"Educación Inicial (072)",24,22,2,,
"Primaria (073)",748,471,20,4,253
"Secundaria (074)",453,230,27,13,183
"Sup. no Univ. Incompleta (075)",29,7,2,,20
"Sup. no Univ. Completa (076)",37,13,6,2,16
"Sup. Univ. Incompleta (077)",40,6,4,2,28
"Sup. Univ. Completa (078)",21,2,9,5,5
"Mujeres (080)",1663,1127,54,2,481
"Sin Nivel (081)",575,372,6,1,196
"Educación Inicial (082)",32,29,,,3
"Primaria (083)",813,588,35,,190
"Secundaria (084)",209,131,9,1,69
"Sup. no Univ. Incompleta (085)",10,3,,,7
"Sup. no Univ. Completa (086)",11,3,1,,7
"Sup. Univ. Incompleta (087)",6,1,1,,4
"Sup. Univ. Completa (088)",7,,2,,5
