"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CUSCO (000)",357236,5649,96011,109774,75548,51119,19135
"Jefe o Jefa (001)",95385,,245,19909,34695,29907,10629
"Esposa(o) / compañera(o) (002)",54181,,147,13406,22446,14808,3374
"Hijo(a) / hijastro(a) (003)",141541,4061,75437,49963,10393,1655,32
"Yerno / nuera (004)",4685,,61,2427,1869,313,15
"Nieto(a) (005)",14089,1076,10205,2640,163,5,
"Padres / suegros (006)",5184,,,5,117,1418,3644
"Otro(a) pariente (007)",27813,403,7561,13102,3651,2001,1095
"Trabajador(a) del hogar (008)",2335,,324,1740,160,83,28
"Pensionistas (009)",547,,41,368,93,33,12
"Otro(a) no pariente (010)",11476,109,1990,6214,1961,896,306
"Hombres (011)",172202,2823,48726,52459,35253,24117,8824
"Jefe o Jefa (012)",63793,,106,12663,24052,20091,6881
"Esposa(o) / compañera(o) (013)",5570,,108,1850,1962,1258,392
"Hijo(a) / hijastro(a) (014)",71583,2042,38391,25453,4946,738,13
"Yerno / nuera (015)",2336,,27,923,1153,223,10
"Nieto(a) (016)",7274,542,5320,1329,80,3,
"Padres / suegros (017)",1462,,,1,37,371,1053
"Otro(a) pariente (018)",13964,188,3735,6799,1928,952,362
"Trabajador(a) del hogar (019)",200,,50,117,13,16,4
"Pensionistas (020)",294,,26,188,54,20,6
"Otro(a) no pariente (021)",5726,51,963,3136,1028,445,103
"Mujeres (022)",185034,2826,47285,57315,40295,27002,10311
"Jefe o Jefa (023)",31592,,139,7246,10643,9816,3748
"Esposa(o) / compañera(o) (024)",48611,,39,11556,20484,13550,2982
"Hijo(a) / hijastro(a) (025)",69958,2019,37046,24510,5447,917,19
"Yerno / nuera (026)",2349,,34,1504,716,90,5
"Nieto(a) (027)",6815,534,4885,1311,83,2,
"Padres / suegros (028)",3722,,,4,80,1047,2591
"Otro(a) pariente (029)",13849,215,3826,6303,1723,1049,733
"Trabajador(a) del hogar (030)",2135,,274,1623,147,67,24
"Pensionistas (031)",253,,15,180,39,13,6
"Otro(a) no pariente (032)",5750,58,1027,3078,933,451,203
,,,,,,,
"URBANA (033)",341229,5359,90111,106004,72301,49132,18322
"Jefe o Jefa (034)",91439,,240,19277,33003,28737,10182
"Esposa(o) / compañera(o) (035)",51436,,146,12695,21166,14187,3242
"Hijo(a) / hijastro(a) (036)",133774,3827,70068,47958,10245,1646,30
"Yerno / nuera (037)",4552,,58,2327,1844,308,15
"Nieto(a) (038)",13772,1037,9971,2597,162,5,
"Padres / suegros (039)",4905,,,5,114,1319,3467
"Otro(a) pariente (040)",27132,387,7302,12877,3579,1937,1050
"Trabajador(a) del hogar (041)",2320,,321,1734,156,82,27
"Pensionistas (042)",546,,41,368,93,32,12
"Otro(a) no pariente (043)",11353,108,1964,6166,1939,879,297
"Hombres (044)",164147,2668,45735,50505,33635,23119,8485
"Jefe o Jefa (045)",60729,,104,12168,22644,19195,6618
"Esposa(o) / compañera(o) (046)",5407,,108,1801,1893,1224,381
"Hijo(a) / hijastro(a) (047)",67499,1914,35684,24282,4873,734,12
"Yerno / nuera (048)",2273,,27,878,1136,222,10
"Nieto(a) (049)",7113,523,5201,1307,79,3,
"Padres / suegros (050)",1386,,,1,37,343,1005
"Otro(a) pariente (051)",13592,180,3587,6657,1894,924,350
"Trabajador(a) del hogar (052)",196,,48,116,12,16,4
"Pensionistas (053)",294,,26,188,54,20,6
"Otro(a) no pariente (054)",5658,51,950,3107,1013,438,99
"Mujeres (055)",177082,2691,44376,55499,38666,26013,9837
"Jefe o Jefa (056)",30710,,136,7109,10359,9542,3564
"Esposa(o) / compañera(o) (057)",46029,,38,10894,19273,12963,2861
"Hijo(a) / hijastro(a) (058)",66275,1913,34384,23676,5372,912,18
"Yerno / nuera (059)",2279,,31,1449,708,86,5
"Nieto(a) (060)",6659,514,4770,1290,83,2,
"Padres / suegros (061)",3519,,,4,77,976,2462
"Otro(a) pariente (062)",13540,207,3715,6220,1685,1013,700
"Trabajador(a) del hogar (063)",2124,,273,1618,144,66,23
"Pensionistas (064)",252,,15,180,39,12,6
"Otro(a) no pariente (065)",5695,57,1014,3059,926,441,198
,,,,,,,
"RURAL (066)",16007,290,5900,3770,3247,1987,813
"Jefe o Jefa (067)",3946,,5,632,1692,1170,447
"Esposa(o) / compañera(o) (068)",2745,,1,711,1280,621,132
"Hijo(a) / hijastro(a) (069)",7767,234,5369,2005,148,9,2
"Yerno / nuera (070)",133,,3,100,25,5,
"Nieto(a) (071)",317,39,234,43,1,,
"Padres / suegros (072)",279,,,,3,99,177
"Otro(a) pariente (073)",681,16,259,225,72,64,45
"Trabajador(a) del hogar (074)",15,,3,6,4,1,1
"Pensionistas (075)",1,,,,,1,
"Otro(a) no pariente (076)",123,1,26,48,22,17,9
"Hombres (077)",8055,155,2991,1954,1618,998,339
"Jefe o Jefa (078)",3064,,2,495,1408,896,263
"Esposa(o) / compañera(o) (079)",163,,,49,69,34,11
"Hijo(a) / hijastro(a) (080)",4084,128,2707,1171,73,4,1
"Yerno / nuera (081)",63,,,45,17,1,
"Nieto(a) (082)",161,19,119,22,1,,
"Padres / suegros (083)",76,,,,,28,48
"Otro(a) pariente (084)",372,8,148,142,34,28,12
"Trabajador(a) del hogar (085)",4,,2,1,1,,
"Otro(a) no pariente (087)",68,,13,29,15,7,4
"Mujeres (088)",7952,135,2909,1816,1629,989,474
"Jefe o Jefa (089)",882,,3,137,284,274,184
"Esposa(o) / compañera(o) (090)",2582,,1,662,1211,587,121
"Hijo(a) / hijastro(a) (091)",3683,106,2662,834,75,5,1
"Yerno / nuera (092)",70,,3,55,8,4,
"Nieto(a) (093)",156,20,115,21,,,
