"CUADRO Nº 31: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,,
,,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,,DESOCU-PADO
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA",
,,,,,,,,,,,,,
"Provincia UTCUBAMBA (000)",36495,40,2077,552,571,2748,11447,968,2169,13543,355,460,1565
"Agric., ganadería, caza y silvicultura (001)",22684,,8,5,3,,11446,3,20,11199,,,
"Pesca (002)",5,,,,,,1,,,4,,,
"Explotación de minas y canteras (003)",50,,5,4,7,,,21,1,12,,,
"Industrias manufactureras (004)",828,,12,16,9,4,,649,107,31,,,
"Suministro de electricidad, gas y agua (005)",29,,1,5,6,,,5,2,10,,,
"Construcción (006)",841,,18,18,3,,,26,573,203,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (007)",3063,1,32,100,37,2102,,248,29,514,,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",331,,1,14,4,76,,206,19,11,,,
"Comercio al por mayor (009)",194,,8,17,13,142,,,4,10,,,
"Comercio al por menor (010)",2538,1,23,69,20,1884,,42,6,493,,,
"Hoteles y restaurantes (011)",882,1,8,27,12,518,,,,316,,,
"Trans., almac. y comunicaciones (012)",1685,,18,26,30,3,,8,1379,221,,,
"Intermediación financiera (013)",38,,3,9,25,,,,,1,,,
"Activid.inmobil., empres. y alquileres (014)",393,,88,76,71,68,,1,19,70,,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",968,17,52,79,257,11,,2,32,163,355,,
"Enseñanza (016)",1707,21,1637,3,37,,,,,9,,,
"Servicios sociales y de salud (017)",327,,155,108,22,8,,1,4,29,,,
"Otras activ. serv.comun.soc y personales (018)",426,,40,74,24,34,,4,3,247,,,
"Hogares privados con servicio doméstico (019)",514,,,,,,,,,514,,,
"Actividad economica no especificada (021)",490,,,2,28,,,,,,,460,
"Desocupado (022)",1565,,,,,,,,,,,,1565
"Hombres (023)",29682,31,1136,342,300,1290,10900,796,2139,11030,350,137,1231
"Agric., ganadería, caza y silvicultura (024)",20885,,8,3,,,10899,3,20,9952,,,
"Pesca (025)",5,,,,,,1,,,4,,,
"Explotación de minas y canteras (026)",46,,2,4,7,,,21,1,11,,,
"Industrias manufactureras (027)",639,,11,13,4,3,,481,104,23,,,
"Suministro de electricidad, gas y agua (028)",27,,1,5,4,,,5,2,10,,,
"Construcción (029)",814,,16,18,3,,,25,559,193,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (030)",1723,1,19,64,14,1071,,245,28,281,,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",302,,1,12,1,57,,203,18,10,,,
"Comercio al por mayor (032)",126,,6,9,5,93,,,4,9,,,
"Comercio al por menor (033)",1295,1,12,43,8,921,,42,6,262,,,
"Hoteles y restaurantes (034)",209,1,6,10,4,124,,,,64,,,
"Trans., almac. y comunicaciones (035)",1623,,15,15,21,,,8,1368,196,,,
"Intermediación financiera (036)",22,,2,3,16,,,,,1,,,
"Activid.inmobil., empres. y alquileres (037)",297,,64,53,38,68,,1,19,54,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",707,13,39,43,142,10,,2,31,77,350,,
"Enseñanza (039)",894,16,845,1,23,,,,,9,,,
"Servicios sociales y de salud (040)",142,,72,48,9,3,,1,4,5,,,
"Otras activ. serv.comun.soc y personales (041)",240,,36,61,8,11,,4,3,117,,,
"Hogares privados con servicio doméstico (042)",33,,,,,,,,,33,,,
"Actividad economica no especificada (044)",145,,,1,7,,,,,,,137,
"Desocupado (045)",1231,,,,,,,,,,,,1231
"Mujeres (046)",6813,9,941,210,271,1458,547,172,30,2513,5,323,334
"Agric., ganadería, caza y silvicultura (047)",1799,,,2,3,,547,,,1247,,,
"Explotación de minas y canteras (049)",4,,3,,,,,,,1,,,
"Industrias manufactureras (050)",189,,1,3,5,1,,168,3,8,,,
"Suministro de electricidad, gas y agua (051)",2,,,,2,,,,,,,,
"Construcción (052)",27,,2,,,,,1,14,10,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (053)",1340,,13,36,23,1031,,3,1,233,,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",29,,,2,3,19,,3,1,1,,,
"Comercio al por mayor (055)",68,,2,8,8,49,,,,1,,,
"Comercio al por menor (056)",1243,,11,26,12,963,,,,231,,,
"Hoteles y restaurantes (057)",673,,2,17,8,394,,,,252,,,
"Trans., almac. y comunicaciones (058)",62,,3,11,9,3,,,11,25,,,
"Intermediación financiera (059)",16,,1,6,9,,,,,,,,
"Activid.inmobil., empres. y alquileres (060)",96,,24,23,33,,,,,16,,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",261,4,13,36,115,1,,,1,86,5,,
"Enseñanza (062)",813,5,792,2,14,,,,,,,,
"Servicios sociales y de salud (063)",185,,83,60,13,5,,,,24,,,
"Otras activ. serv.comun.soc y personales (064)",186,,4,13,16,23,,,,130,,,
"Hogares privados con servicio doméstico (065)",481,,,,,,,,,481,,,
"Actividad economica no especificada (067)",345,,,1,21,,,,,,,323,
"Desocupado (068)",334,,,,,,,,,,,,334
,,,,,,,,,,,,,
"URBANA (069)",17141,30,1704,479,539,2456,2816,844,1894,4780,345,310,944
"Agric., ganadería, caza y silvicultura (070)",5550,,7,5,3,,2815,1,14,2705,,,
"Pesca (071)",4,,,,,,1,,,3,,,
"Explotación de minas y canteras (072)",49,,5,4,7,,,21,1,11,,,
"Industrias manufactureras (073)",717,,12,14,6,4,,545,106,30,,,
"Suministro de electricidad, gas y agua (074)",28,,1,5,6,,,4,2,10,,,
"Construcción (075)",709,,17,15,2,,,24,500,151,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (076)",2756,1,31,91,37,1869,,233,26,468,,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",308,,1,13,4,71,,191,17,11,,,
"Comercio al por mayor (078)",168,,7,14,13,120,,,4,10,,,
"Comercio al por menor (079)",2280,1,23,64,20,1678,,42,5,447,,,
"Hoteles y restaurantes (080)",804,1,8,26,12,469,,,,288,,,
"Trans., almac. y comunicaciones (081)",1471,,18,25,30,3,,8,1194,193,,,
"Intermediación financiera (082)",36,,3,7,25,,,,,1,,,
"Activid.inmobil., empres. y alquileres (083)",366,,86,73,68,61,,1,16,61,,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",904,12,50,57,242,11,,2,29,156,345,,
"Enseñanza (085)",1350,16,1291,2,32,,,,,9,,,
"Servicios sociales y de salud (086)",278,,139,85,20,7,,1,3,23,,,
"Otras activ. serv.comun.soc y personales (087)",387,,36,68,21,32,,4,3,223,,,
"Hogares privados con servicio doméstico (088)",448,,,,,,,,,448,,,
"Actividad economica no especificada (090)",340,,,2,28,,,,,,,310,
"Desocupado (091)",944,,,,,,,,,,,,944
"Hombres (092)",12450,21,944,304,281,1152,2653,704,1865,3371,340,104,711
"Agric., ganadería, caza y silvicultura (093)",5101,,7,3,,,2652,1,14,2424,,,
"Pesca (094)",4,,,,,,1,,,3,,,
"Explotación de minas y canteras (095)",46,,2,4,7,,,21,1,11,,,
"Industrias manufactureras (096)",563,,11,12,3,3,,409,103,22,,,
"Suministro de electricidad, gas y agua (097)",26,,1,5,4,,,4,2,10,,,
"Construcción (098)",684,,15,15,2,,,23,487,142,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (099)",1553,1,18,56,14,950,,230,25,259,,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",279,,1,11,1,52,,188,16,10,,,
"Comercio al por mayor (101)",107,,5,7,5,77,,,4,9,,,
"Comercio al por menor (102)",1167,1,12,38,8,821,,42,5,240,,,
"Hoteles y restaurantes (103)",198,1,6,10,4,115,,,,62,,,
"Trans., almac. y comunicaciones (104)",1409,,15,14,21,,,8,1183,168,,,
"Intermediación financiera (105)",22,,2,3,16,,,,,1,,,
"Activid.inmobil., empres. y alquileres (106)",275,,63,51,36,61,,1,16,47,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",666,8,37,34,135,10,,2,28,72,340,,
"Enseñanza (108)",707,11,667,1,19,,,,,9,,,
"Servicios sociales y de salud (109)",125,,68,40,7,2,,1,3,4,,,
"Otras activ. serv.comun.soc y personales (110)",220,,32,55,6,11,,4,3,109,,,
"Hogares privados con servicio doméstico (111)",28,,,,,,,,,28,,,
"Actividad economica no especificada (113)",112,,,1,7,,,,,,,104,
"Desocupado (114)",711,,,,,,,,,,,,711
"Mujeres (115)",4691,9,760,175,258,1304,163,140,29,1409,5,206,233
"Agric., ganadería, caza y silvicultura (116)",449,,,2,3,,163,,,281,,,
"Explotación de minas y canteras (118)",3,,3,,,,,,,,,,
"Industrias manufactureras (119)",154,,1,2,3,1,,136,3,8,,,
"Suministro de electricidad, gas y agua (120)",2,,,,2,,,,,,,,
"Construcción (121)",25,,2,,,,,1,13,9,,,
"Comerc., rep. veh. autom.,motoc efect. pers. (122)",1203,,13,35,23,919,,3,1,209,,,
"Venta, mant.y rep. veh.autom.y motoc. (123)",29,,,2,3,19,,3,1,1,,,
"Comercio al por mayor (124)",61,,2,7,8,43,,,,1,,,
"Comercio al por menor (125)",1113,,11,26,12,857,,,,207,,,
"Hoteles y restaurantes (126)",606,,2,16,8,354,,,,226,,,
"Trans., almac. y comunicaciones (127)",62,,3,11,9,3,,,11,25,,,
"Intermediación financiera (128)",14,,1,4,9,,,,,,,,
"Activid.inmobil., empres. y alquileres (129)",91,,23,22,32,,,,,14,,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",238,4,13,23,107,1,,,1,84,5,,
"Enseñanza (131)",643,5,624,1,13,,,,,,,,
"Servicios sociales y de salud (132)",153,,71,45,13,5,,,,19,,,
"Otras activ. serv.comun.soc y personales (133)",167,,4,13,15,21,,,,114,,,
"Hogares privados con servicio doméstico (134)",420,,,,,,,,,420,,,
"Actividad economica no especificada (136)",228,,,1,21,,,,,,,206,
"Desocupado (137)",233,,,,,,,,,,,,233
,,,,,,,,,,,,,
"RURAL (138)",19354,10,373,73,32,292,8631,124,275,8763,10,150,621
"Agric., ganadería, caza y silvicultura (139)",17134,,1,,,,8631,2,6,8494,,,
"Pesca (140)",1,,,,,,,,,1,,,
"Explotación de minas y canteras (141)",1,,,,,,,,,1,,,
"Industrias manufactureras (142)",111,,,2,3,,,104,1,1,,,
"Suministro de electricidad, gas y agua (143)",1,,,,,,,1,,,,,
"Construcción (144)",132,,1,3,1,,,2,73,52,,,
