"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA",,,,,,,,,
"Viviendas particulares (001)",6801,1381,1974,1564,961,442,258,92,129
"Ocupantes presentes (002)",26354,4687,7397,6266,3994,1881,1124,404,601
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6744,1342,1967,1560,960,437,258,91,129
"Ocupantes presentes (005)",26147,4560,7364,6242,3993,1866,1124,397,601
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",18,6,4,2,,5,,1,
"Ocupantes presentes (011)",69,18,21,8,,15,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,,,2,,,,,
"Ocupantes presentes (014)",16,,,16,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",30,28,2,,,,,,
"Ocupantes presentes (017)",94,83,11,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,1,,,1,,,,
"Ocupantes presentes (020)",7,6,,,1,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,1,,,,,,
"Ocupantes presentes (023)",13,12,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,2,,,,,,,
"Ocupantes presentes (026)",8,8,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2273,304,467,542,428,240,150,52,90
"Ocupantes presentes (029)",8560,930,1654,2007,1703,993,638,240,395
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2248,295,462,538,427,235,150,51,90
"Ocupantes presentes (032)",8460,899,1632,1983,1702,978,638,233,395
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",18,6,4,2,,5,,1,
"Ocupantes presentes (038)",69,18,21,8,,15,,7,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,,,2,,,,,
"Ocupantes presentes (041)",16,,,16,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,1,,,1,,,,
"Ocupantes presentes (047)",7,6,,,1,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",4,3,1,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",4,4,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",4528,1077,1507,1022,533,202,108,40,39
"Ocupantes presentes (056)",17794,3757,5743,4259,2291,888,486,164,206
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4496,1047,1505,1022,533,202,108,40,39
"Ocupantes presentes (059)",17687,3661,5732,4259,2291,888,486,164,206
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",30,28,2,,,,,,
"Ocupantes presentes (071)",94,83,11,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",9,9,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,,
"Ocupantes presentes (080)",4,4,,,,,,,
