"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia PADRE ABAD",,,
"Viviendas particulares (001)",2033,1625,408
"Ocupantes presentes (002)",8819,6857,1962
"Casa independiente",,,
"Viviendas particulares (004)",1580,1241,339
"Ocupantes presentes (005)",7221,5526,1695
"Departamento en edificio",,,
"Viviendas particulares (007)",78,70,8
"Ocupantes presentes (008)",273,237,36
"Vivienda en quinta",,,
"Viviendas particulares (010)",327,279,48
"Ocupantes presentes (011)",1126,955,171
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",26,18,8
"Ocupantes presentes (014)",118,83,35
"Choza o cabaña",,,
"Viviendas particulares (016)",10,10,
"Ocupantes presentes (017)",33,33,
"Vivienda improvisada",,,
"Viviendas particulares (019)",8,7,1
"Ocupantes presentes (020)",27,23,4
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",4,,4
"Ocupantes presentes (023)",21,,21
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",1886,1484,402
"Ocupantes presentes (029)",8205,6265,1940
"Casa independiente",,,
"Viviendas particulares (031)",1443,1110,333
"Ocupantes presentes (032)",6640,4967,1673
"Departamento en edificio",,,
"Viviendas particulares (034)",78,70,8
"Ocupantes presentes (035)",273,237,36
"Vivienda en quinta",,,
"Viviendas particulares (037)",327,279,48
"Ocupantes presentes (038)",1126,955,171
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",26,18,8
"Ocupantes presentes (041)",118,83,35
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",8,7,1
"Ocupantes presentes (047)",27,23,4
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",4,,4
"Ocupantes presentes (050)",21,,21
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",147,141,6
"Ocupantes presentes (056)",614,592,22
"Casa independiente",,,
"Viviendas particulares (058)",137,131,6
"Ocupantes presentes (059)",581,559,22
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",10,10,
"Ocupantes presentes (071)",33,33,
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Otro tipo",,,
