"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CAJABAMBA (000)",873,354,519
"Sin nivel (001)",72,22,50
"Primaria (003)",544,230,314
"Secundaria (004)",160,63,97
"Superior no univ. incompleta (005)",17,5,12
"Superior no univ. completa (006)",57,25,32
"Superior univ. incompleta (007)",3,1,2
"Superior univ. completa (008)",20,8,12
"Hombres (010)",649,236,413
"Sin nivel (011)",54,15,39
"Primaria (013)",405,151,254
"Secundaria (014)",135,51,84
"Superior no univ. incompleta (015)",13,3,10
"Superior no univ. completa (016)",31,13,18
"Superior univ. incompleta (017)",1,,1
"Superior univ. completa (018)",10,3,7
"Mujeres (020)",224,118,106
"Sin nivel (021)",18,7,11
"Primaria (023)",139,79,60
"Secundaria (024)",25,12,13
"Superior no univ. incompleta (025)",4,2,2
"Superior no univ. completa (026)",26,12,14
"Superior univ. incompleta (027)",2,1,1
"Superior univ. completa (028)",10,5,5
,,,
"AREA URBANA (030)",284,89,195
"Sin nivel (031)",16,4,12
"Primaria (033)",97,22,75
"Secundaria (034)",90,31,59
"Superior no univ. incompleta (035)",13,4,9
"Superior no univ. completa (036)",46,20,26
"Superior univ. incompleta (037)",3,1,2
"Superior univ. completa (038)",19,7,12
"Hombres (040)",213,60,153
"Sin nivel (041)",13,3,10
"Primaria (043)",76,14,62
"Secundaria (044)",79,27,52
"Superior no univ. incompleta (045)",10,3,7
"Superior no univ. completa (046)",25,11,14
"Superior univ. incompleta (047)",1,,1
"Superior univ. completa (048)",9,2,7
"Mujeres (050)",71,29,42
"Sin nivel (051)",3,1,2
"Primaria (053)",21,8,13
"Secundaria (054)",11,4,7
"Superior no univ. incompleta (055)",3,1,2
"Superior no univ. completa (056)",21,9,12
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",10,5,5
,,,
"AREA RURAL (060)",589,265,324
"Sin nivel (061)",56,18,38
"Primaria (063)",447,208,239
"Secundaria (064)",70,32,38
"Superior no univ. incompleta (065)",4,1,3
"Superior no univ. completa (066)",11,5,6
"Superior univ. completa (068)",1,1,
"Hombres (070)",436,176,260
"Sin nivel (071)",41,12,29
"Primaria (073)",329,137,192
"Secundaria (074)",56,24,32
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",6,2,4
"Superior univ. completa (078)",1,1,
"Mujeres (080)",153,89,64
"Sin nivel (081)",15,6,9
"Primaria (083)",118,71,47
"Secundaria (084)",14,8,6
"Superior no univ. incompleta (085)",1,1,
"Superior no univ. completa (086)",5,3,2
