"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia LORETO",,,,,,,,,
"Viviendas particulares (001)",11162,1404,191,457,15,1870,6749,141,335
"Ocupantes presentes (002)",59590,7619,952,2283,66,10090,36161,677,1742
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",8672,1323,173,455,14,1532,4724,136,315
"Ocupantes presentes (005)",46133,7321,907,2277,61,8314,24956,662,1635
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",3,3,,,,,,,
"Ocupantes presentes (008)",8,8,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",81,63,17,,,,,1,
"Ocupantes presentes (011)",268,221,44,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",5,4,,,,,1,,
"Ocupantes presentes (014)",29,26,,,,,3,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",2364,,,2,1,331,2010,,20
"Ocupantes presentes (017)",12997,,,6,5,1744,11135,,107
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",24,9,,,,7,4,4,
"Ocupantes presentes (020)",101,36,,,,32,21,12,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,2,1,,,,5,,
"Ocupantes presentes (023)",43,7,1,,,,35,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",5,,,,,,5,,
"Ocupantes presentes (026)",11,,,,,,11,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4529,1388,151,175,14,1388,1175,138,100
"Ocupantes presentes (029)",24202,7540,754,817,61,7541,6330,663,496
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4408,1307,133,175,14,1381,1165,133,100
"Ocupantes presentes (032)",23774,7242,709,817,61,7509,6292,648,496
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",3,3,,,,,,,
"Ocupantes presentes (035)",8,8,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",81,63,17,,,,,1,
"Ocupantes presentes (038)",268,221,44,,,,,3,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",5,4,,,,,1,,
"Ocupantes presentes (041)",29,26,,,,,3,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",24,9,,,,7,4,4,
"Ocupantes presentes (047)",101,36,,,,32,21,12,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,2,1,,,,1,,
"Ocupantes presentes (050)",14,7,1,,,,6,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",4,,,,,,4,,
"Ocupantes presentes (053)",8,,,,,,8,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",6633,16,40,282,1,482,5574,3,235
"Ocupantes presentes (056)",35388,79,198,1466,5,2549,29831,14,1246
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",4264,16,40,280,,151,3559,3,215
"Ocupantes presentes (059)",22359,79,198,1460,,805,18664,14,1139
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",2364,,,2,1,331,2010,,20
"Ocupantes presentes (071)",12997,,,6,5,1744,11135,,107
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",4,,,,,,4,,
"Ocupantes presentes (077)",29,,,,,,29,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,1,,
"Ocupantes presentes (080)",3,,,,,,3,,
