"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia HUAURA",,,,,,,,,
"Hogares (001)",49749,3605,1331,798,464,262,165,169,42955
"Ocupantes presentes (002)",194738,14226,4828,2899,1786,1117,744,918,168220
"Casa independiente",,,,,,,,,
"Hogares (004)",45397,3314,1227,733,420,236,158,154,39155
"Ocupantes presentes (005)",179767,13251,4480,2694,1628,1002,712,824,155176
"Departamento en edificio",,,,,,,,,
"Hogares (007)",1172,105,33,26,15,9,1,5,978
"Ocupantes presentes (008)",3742,309,107,79,51,39,6,27,3124
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",1081,86,30,16,15,7,1,2,924
"Ocupantes presentes (011)",3876,331,100,48,52,31,2,15,3297
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",791,53,27,12,6,6,3,6,678
"Ocupantes presentes (014)",2869,191,93,39,21,26,14,37,2448
"Choza o cabaña",,,,,,,,,
"Hogares (016)",495,22,3,3,3,,,,464
"Ocupantes presentes (017)",1611,68,11,14,14,,,,1504
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",719,20,9,8,4,4,2,1,671
"Ocupantes presentes (020)",2605,68,32,25,16,19,10,8,2427
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",90,5,2,,1,,,1,81
"Ocupantes presentes (023)",262,8,5,,4,,,7,238
"Otro tipo",,,,,,,,,
"Hogares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",6,,,,,,,,6
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",42493,3287,1231,737,425,247,159,161,36246
"Ocupantes presentes (029)",168150,13065,4461,2695,1655,1060,722,877,143615
"Casa independiente",,,,,,,,,
"Hogares (031)",38648,3018,1130,675,384,221,152,146,32922
"Ocupantes presentes (032)",154831,12158,4124,2504,1511,945,690,783,132116
"Departamento en edificio",,,,,,,,,
"Hogares (034)",1172,105,33,26,15,9,1,5,978
"Ocupantes presentes (035)",3742,309,107,79,51,39,6,27,3124
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",1081,86,30,16,15,7,1,2,924
"Ocupantes presentes (038)",3876,331,100,48,52,31,2,15,3297
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",791,53,27,12,6,6,3,6,678
"Ocupantes presentes (041)",2869,191,93,39,21,26,14,37,2448
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",719,20,9,8,4,4,2,1,671
"Ocupantes presentes (047)",2605,68,32,25,16,19,10,8,2427
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",78,5,2,,1,,,1,69
"Ocupantes presentes (050)",221,8,5,,4,,,7,197
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",6,,,,,,,,6
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",7256,318,100,61,39,15,6,8,6709
"Ocupantes presentes (056)",26588,1161,367,204,131,57,22,41,24605
"Casa independiente",,,,,,,,,
"Hogares (058)",6749,296,97,58,36,15,6,8,6233
"Ocupantes presentes (059)",24936,1093,356,190,117,57,22,41,23060
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",495,22,3,3,3,,,,464
"Ocupantes presentes (071)",1611,68,11,14,14,,,,1504
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",12,,,,,,,,12
"Ocupantes presentes (077)",41,,,,,,,,41
"Otro tipo",,,,,,,,,
