"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCABAMBA (000)",31314,5062,45,16462,5507,791,1905,385,1157
"Empleado (001)",2941,32,,138,400,263,1076,147,885
"Obrero (002)",2567,405,6,1281,613,80,118,29,35
"Trabajador independiente (003)",18844,3465,16,10975,3035,352,618,179,204
"Empleador o patrono (004)",369,45,,227,78,7,6,5,1
"Trabajador familiar no remunerado (005)",6071,996,18,3604,1257,71,76,24,25
"Trabajador del hogar (006)",522,119,5,237,124,18,11,1,7
"Hombres (008)",24333,3378,24,13692,4573,538,1169,271,688
"Empleado (009)",1673,10,,78,284,154,566,88,493
"Obrero (010)",2111,253,3,1052,559,74,112,28,30
"Trabajador independiente (011)",16173,2649,12,9918,2606,259,442,137,150
"Empleador o patrono (012)",322,33,,210,69,5,2,3,
"Trabajador familiar no remunerado (013)",4029,423,9,2428,1046,46,47,15,15
"Trabajador del hogar (014)",25,10,,6,9,,,,
"Mujeres (016)",6981,1684,21,2770,934,253,736,114,469
"Empleado (017)",1268,22,,60,116,109,510,59,392
"Obrero (018)",456,152,3,229,54,6,6,1,5
"Trabajador independiente (019)",2671,816,4,1057,429,93,176,42,54
"Empleador o patrono (020)",47,12,,17,9,2,4,2,1
"Trabajador familiar no remunerado (021)",2042,573,9,1176,211,25,29,9,10
"Trabajador del hogar (022)",497,109,5,231,115,18,11,1,7
,,,,,,,,,
"URBANA (024)",5402,233,5,1180,1398,427,1142,226,791
"Empleado (025)",1871,13,,55,250,161,679,96,617
"Obrero (026)",543,35,1,190,193,30,56,19,19
"Trabajador independiente (027)",2353,124,,703,741,193,366,95,131
"Empleador o patrono (028)",32,1,,3,18,3,2,5,
"Trabajador familiar no remunerado (029)",359,33,,122,120,24,32,10,18
"Trabajador del hogar (030)",244,27,4,107,76,16,7,1,6
"Hombres (032)",3318,109,1,760,995,260,615,144,434
"Empleado (033)",1010,5,,36,175,92,325,54,323
"Obrero (034)",469,22,1,160,175,25,52,18,16
"Trabajador independiente (035)",1614,69,,494,547,128,224,65,87
"Empleador o patrono (036)",20,,,,15,2,,3,
"Trabajador familiar no remunerado (037)",200,13,,68,80,13,14,4,8
"Trabajador del hogar (038)",5,,,2,3,,,,
"Mujeres (040)",2084,124,4,420,403,167,527,82,357
"Empleado (041)",861,8,,19,75,69,354,42,294
"Obrero (042)",74,13,,30,18,5,4,1,3
"Trabajador independiente (043)",739,55,,209,194,65,142,30,44
"Empleador o patrono (044)",12,1,,3,3,1,2,2,
"Trabajador familiar no remunerado (045)",159,20,,54,40,11,18,6,10
"Trabajador del hogar (046)",239,27,4,105,73,16,7,1,6
,,,,,,,,,
"RURAL (048)",25912,4829,40,15282,4109,364,763,159,366
"Empleado (049)",1070,19,,83,150,102,397,51,268
"Obrero (050)",2024,370,5,1091,420,50,62,10,16
"Trabajador independiente (051)",16491,3341,16,10272,2294,159,252,84,73
"Empleador o patrono (052)",337,44,,224,60,4,4,,1
"Trabajador familiar no remunerado (053)",5712,963,18,3482,1137,47,44,14,7
"Trabajador del hogar (054)",278,92,1,130,48,2,4,,1
"Hombres (056)",21015,3269,23,12932,3578,278,554,127,254
"Empleado (057)",663,5,,42,109,62,241,34,170
"Obrero (058)",1642,231,2,892,384,49,60,10,14
"Trabajador independiente (059)",14559,2580,12,9424,2059,131,218,72,63
"Empleador o patrono (060)",302,33,,210,54,3,2,,
"Trabajador familiar no remunerado (061)",3829,410,9,2360,966,33,33,11,7
"Trabajador del hogar (062)",20,10,,4,6,,,,
"Mujeres (064)",4897,1560,17,2350,531,86,209,32,112
"Empleado (065)",407,14,,41,41,40,156,17,98
"Obrero (066)",382,139,3,199,36,1,2,,2
"Trabajador independiente (067)",1932,761,4,848,235,28,34,12,10
"Empleador o patrono (068)",35,11,,14,6,1,2,,1
"Trabajador familiar no remunerado (069)",1883,553,9,1122,171,14,11,3,
"Trabajador del hogar (070)",258,82,1,126,42,2,4,,1
