"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CONTUMAZA (000)",11668,11299,3126,1565,1625,1212,1724,1050,582,415,369,32331
"De 12 a 14 años (001)",1060,1054,1052,2,,,,,,,6,2
"De 15 a 19 años (002)",1314,1291,1097,172,21,1,,,,,23,217
"De 20 a 24 años (003)",1213,1107,420,402,207,58,19,1,,,106,1079
"De 25 a 29 años (004)",1018,941,132,306,289,135,74,5,,,77,1636
"De 30 a 34 años (005)",1102,1061,95,237,318,193,164,50,3,1,41,2508
"De 35 a 39 años (006)",1011,979,62,126,247,207,250,74,12,1,32,2897
"De 40 a 44 años (007)",894,873,46,73,169,175,252,105,41,12,21,3203
"De 45 a 49 años (008)",848,830,50,78,136,130,241,129,51,15,18,3221
"De 50 y más años (009)",3208,3163,172,169,238,313,724,686,475,386,45,17568
"PEA (010)",2144,2027,488,378,416,262,280,115,51,37,117,4771
"De 12 a 14 años (011)",42,41,41,,,,,,,,1,
"De 15 a 19 años (012)",165,162,144,16,1,1,,,,,3,21
"De 20 a 24 años (013)",223,190,110,58,17,3,2,,,,33,109
"De 25 a 29 años (014)",224,197,56,73,38,16,13,1,,,27,258
"De 30 a 34 años (015)",289,268,43,90,77,35,19,4,,,21,453
"De 35 a 39 años (016)",289,277,21,47,98,59,44,7,1,,12,660
"De 40 a 44 años (017)",257,252,20,23,81,58,49,18,1,2,5,712
"De 45 a 49 años (018)",238,232,17,37,54,37,61,21,5,,6,697
"De 50 y más años (019)",417,408,36,34,50,53,92,64,44,35,9,1861
"Ocupada (020)",1989,1896,405,358,405,254,274,113,51,36,93,4656
"De 12 a 14 años (021)",33,33,33,,,,,,,,,
"De 15 a 19 años (022)",133,130,114,14,1,1,,,,,3,19
