"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia YAUYOS (000)",11436,6101,209,376,4307,215,10,33,2,183
"Hombres (001)",4708,3187,150,233,893,104,7,21,2,111
"Mujeres (002)",6728,2914,59,143,3414,111,3,12,,72
"De 06 a 14 años (003)",4804,4649,,,73,50,,4,,28
"Hombres (004)",2483,2417,,,31,24,,1,,10
"Mujeres (005)",2321,2232,,,42,26,,3,,18
"De 15 a 29 años (006)",2357,1408,2,27,866,,3,3,2,46
"Hombres (007)",979,747,,18,179,,2,1,2,30
"Mujeres (008)",1378,661,2,9,687,,1,2,,16
"De 30 a 44 años (009)",1265,35,4,50,1139,,2,7,,28
"Hombres (010)",282,18,3,27,207,,2,5,,20
"Mujeres (011)",983,17,1,23,932,,,2,,8
"De 45 a 64 años (012)",1246,7,61,89,1031,3,2,11,,42
"Hombres (013)",332,4,43,51,196,,2,9,,27
"Mujeres (014)",914,3,18,38,835,3,,2,,15
"De 65 y más años (015)",1764,2,142,210,1198,162,3,8,,39
"Hombres (016)",632,1,104,137,280,80,1,5,,24
"Mujeres (017)",1132,1,38,73,918,82,2,3,,15
,,,,,,,,,,
"AREA URBANA (018)",7207,3869,167,227,2707,98,4,24,1,110
"Hombres (019)",2957,2017,119,137,559,47,3,13,1,61
"Mujeres (020)",4250,1852,48,90,2148,51,1,11,,49
"De 06 a 14 años (021)",2934,2864,,,44,11,,4,,11
"Hombres (022)",1528,1501,,,19,3,,1,,4
"Mujeres (023)",1406,1363,,,25,8,,3,,7
"De 15 a 29 años (024)",1515,972,2,20,486,,1,3,1,30
"Hombres (025)",633,498,,15,102,,1,1,1,15
"Mujeres (026)",882,474,2,5,384,,,2,,15
"De 30 a 44 años (027)",831,25,4,30,749,,1,4,,18
"Hombres (028)",187,14,3,17,137,,1,3,,12
"Mujeres (029)",644,11,1,13,612,,,1,,6
"De 45 a 64 años (030)",768,6,52,43,629,1,1,8,,28
"Hombres (031)",201,3,36,24,115,,1,6,,16
"Mujeres (032)",567,3,16,19,514,1,,2,,12
"De 65 y más años (033)",1159,2,109,134,799,86,1,5,,23
"Hombres (034)",408,1,80,81,186,44,,2,,14
"Mujeres (035)",751,1,29,53,613,42,1,3,,9
,,,,,,,,,,
"AREA RURAL (036)",4229,2232,42,149,1600,117,6,9,1,73
"Hombres (037)",1751,1170,31,96,334,57,4,8,1,50
"Mujeres (038)",2478,1062,11,53,1266,60,2,1,,23
"De 06 a 14 años (039)",1870,1785,,,29,39,,,,17
"Hombres (040)",955,916,,,12,21,,,,6
"Mujeres (041)",915,869,,,17,18,,,,11
"De 15 a 29 años (042)",842,436,,7,380,,2,,1,16
"Hombres (043)",346,249,,3,77,,1,,1,15
"Mujeres (044)",496,187,,4,303,,1,,,1
"De 30 a 44 años (045)",434,10,,20,390,,1,3,,10
"Hombres (046)",95,4,,10,70,,1,2,,8
"Mujeres (047)",339,6,,10,320,,,1,,2
"De 45 a 64 años (048)",478,1,9,46,402,2,1,3,,14
"Hombres (049)",131,1,7,27,81,,1,3,,11
"Mujeres (050)",347,,2,19,321,2,,,,3
"De 65 y más años (051)",605,,33,76,399,76,2,3,,16
"Hombres (052)",224,,24,56,94,36,1,3,,10
"Mujeres (053)",381,,9,20,305,40,1,,,6
