"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PURUS (000)",1043,321,140,452,9,113,8
"Conviviente (001)",608,162,72,301,5,63,5
"Separado(a) (002)",21,4,5,11,,1,
"Casado(a) (003)",187,76,22,76,,13,
"Viudo(a) (004)",15,3,,9,1,2,
"Divorciado(a) (005)",2,1,1,,,,
"Soltero(a) (006)",210,75,40,55,3,34,3
"Hombres (008)",815,225,119,403,4,59,5
"Conviviente (009)",483,120,60,271,2,27,3
"Separado(a) (010)",12,1,2,9,,,
"Casado(a) (011)",141,58,18,65,,,
"Viudo(a) (012)",11,2,,8,,1,
"Divorciado(a) (013)",2,1,1,,,,
"Soltero(a) (014)",166,43,38,50,2,31,2
"Mujeres (016)",228,96,21,49,5,54,3
"Conviviente (017)",125,42,12,30,3,36,2
"Separado(a) (018)",9,3,3,2,,1,
"Casado(a) (019)",46,18,4,11,,13,
"Viudo(a) (020)",4,1,,1,1,1,
"Soltero(a) (022)",44,32,2,5,1,3,1
,,,,,,,
"URBANA (024)",463,213,93,128,1,22,6
"Conviviente (025)",217,87,46,71,,10,3
"Separado(a) (026)",11,3,4,4,,,
"Casado(a) (027)",99,60,13,23,,3,
"Viudo(a) (028)",4,1,,3,,,
"Divorciado(a) (029)",2,1,1,,,,
"Soltero(a) (030)",130,61,29,27,1,9,3
"Hombres (032)",325,143,76,93,,10,3
"Conviviente (033)",149,60,36,49,,3,1
"Separado(a) (034)",5,1,1,3,,,
"Casado(a) (035)",71,44,11,16,,,
"Viudo(a) (036)",3,1,,2,,,
"Divorciado(a) (037)",2,1,1,,,,
"Soltero(a) (038)",95,36,27,23,,7,2
"Mujeres (040)",138,70,17,35,1,12,3
"Conviviente (041)",68,27,10,22,,7,2
"Separado(a) (042)",6,2,3,1,,,
"Casado(a) (043)",28,16,2,7,,3,
"Viudo(a) (044)",1,,,1,,,
"Soltero(a) (046)",35,25,2,4,1,2,1
,,,,,,,
"RURAL (048)",580,108,47,324,8,91,2
"Conviviente (049)",391,75,26,230,5,53,2
"Separado(a) (050)",10,1,1,7,,1,
"Casado(a) (051)",88,16,9,53,,10,
"Viudo(a) (052)",11,2,,6,1,2,
"Soltero(a) (054)",80,14,11,28,2,25,
"Hombres (056)",490,82,43,310,4,49,2
"Conviviente (057)",334,60,24,222,2,24,2
"Separado(a) (058)",7,,1,6,,,
"Casado(a) (059)",70,14,7,49,,,
"Viudo(a) (060)",8,1,,6,,1,
"Soltero(a) (062)",71,7,11,27,2,24,
"Mujeres (064)",90,26,4,14,4,42,
"Conviviente (065)",57,15,2,8,3,29,
"Separado(a) (066)",3,1,,1,,1,
"Casado(a) (067)",18,2,2,4,,10,
"Viudo(a) (068)",3,1,,,1,1,
"Soltero(a) (070)",9,7,,1,,1,
