"CUADRO Nº 19: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HABITACIONES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HABITACIONES DE LA VIVIENDA",,,,,,,
,,1,2,3,4,5,6,7,"8 Y MÁS"
,,,,,,,,,
"Provincia TARATA",,,,,,,,,
"Viviendas particulares (001)",2717,866,927,485,272,91,44,13,19
"Ocupantes presentes (002)",7686,1941,2623,1532,950,354,167,50,69
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2605,801,901,473,263,91,44,13,19
"Ocupantes presentes (005)",7395,1817,2534,1485,919,354,167,50,69
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",59,27,17,6,9,,,,
"Ocupantes presentes (014)",177,54,62,30,31,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",46,33,8,5,,,,,
"Ocupantes presentes (017)",92,59,19,14,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",3,2,,1,,,,,
"Ocupantes presentes (020)",11,8,,3,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,1,,,,,,
"Ocupantes presentes (023)",10,2,8,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,1,,,,,,,
"Ocupantes presentes (026)",1,1,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2062,661,676,376,207,74,40,10,18
"Ocupantes presentes (029)",5995,1550,1994,1188,730,288,153,32,60
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1997,630,658,369,198,74,40,10,18
"Ocupantes presentes (032)",5797,1486,1924,1155,699,288,153,32,60
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",59,27,17,6,9,,,,
"Ocupantes presentes (041)",177,54,62,30,31,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",3,2,,1,,,,,
"Ocupantes presentes (047)",11,8,,3,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,1,1,,,,,,
"Ocupantes presentes (050)",9,1,8,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,1,,,,,,,
"Ocupantes presentes (053)",1,1,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",655,205,251,109,65,17,4,3,1
"Ocupantes presentes (056)",1691,391,629,344,220,66,14,18,9
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",608,171,243,104,65,17,4,3,1
"Ocupantes presentes (059)",1598,331,610,330,220,66,14,18,9
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",46,33,8,5,,,,,
"Ocupantes presentes (071)",92,59,19,14,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",1,1,,,,,,,
"Otro tipo",,,,,,,,,
