"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia MANU (000)",302,43,259
"Sin nivel (001)",11,2,9
"Primaria (003)",80,12,68
"Secundaria (004)",171,23,148
"Superior no univ. incompleta (005)",18,4,14
"Superior no univ. completa (006)",10,1,9
"Superior univ. incompleta (007)",4,1,3
"Superior univ. completa (008)",8,,8
"De 14 a 29 años (010)",194,37,157
"Sin nivel (011)",3,2,1
"Primaria (013)",33,9,24
"Secundaria (014)",131,21,110
"Superior no univ. incompleta (015)",12,4,8
"Superior no univ. completa (016)",8,,8
"Superior univ. incompleta (017)",2,1,1
"Superior univ. completa (018)",5,,5
"De 30 a 44 años (020)",76,5,71
"Sin nivel (021)",2,,2
"Primaria (023)",37,2,35
"Secundaria (024)",27,2,25
"Superior no univ. incompleta (025)",4,,4
"Superior no univ. completa (026)",2,1,1
"Superior univ. incompleta (027)",1,,1
"Superior univ. completa (028)",3,,3
"De 45 a 64 años (030)",29,1,28
"Sin nivel (031)",3,,3
"Primaria (033)",10,1,9
"Secundaria (034)",13,,13
"Superior no univ. incompleta (035)",2,,2
"Superior univ. incompleta (037)",1,,1
"De 65 y más años (040)",3,,3
"Sin nivel (041)",3,,3
,,,
"AREA URBANA (050)",63,18,45
"Sin nivel (051)",3,1,2
"Primaria (053)",12,4,8
"Secundaria (054)",30,9,21
"Superior no univ. incompleta (055)",7,2,5
"Superior no univ. completa (056)",6,1,5
"Superior univ. incompleta (057)",2,1,1
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",34,14,20
"Sin nivel (061)",1,1,
"Primaria (063)",5,3,2
"Secundaria (064)",18,7,11
"Superior no univ. incompleta (065)",4,2,2
"Superior no univ. completa (066)",4,,4
"Superior univ. incompleta (067)",1,1,
"Superior univ. completa (068)",1,,1
"De 30 a 44 años (070)",16,3,13
"Primaria (073)",3,,3
"Secundaria (074)",7,2,5
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",2,1,1
"Superior univ. completa (078)",2,,2
"De 45 a 64 años (080)",12,1,11
"Sin nivel (081)",1,,1
"Primaria (083)",4,1,3
"Secundaria (084)",5,,5
"Superior no univ. incompleta (085)",1,,1
"Superior univ. incompleta (087)",1,,1
"De 65 y más años (090)",1,,1
"Sin nivel (091)",1,,1
,,,
"AREA RURAL (100)",239,25,214
"Sin nivel (101)",8,1,7
"Primaria (103)",68,8,60
"Secundaria (104)",141,14,127
"Superior no univ. incompleta (105)",11,2,9
"Superior no univ. completa (106)",4,,4
"Superior univ. incompleta (107)",2,,2
"Superior univ. completa (108)",5,,5
"De 14 a 29 años (110)",160,23,137
"Sin nivel (111)",2,1,1
"Primaria (113)",28,6,22
"Secundaria (114)",113,14,99
"Superior no univ. incompleta (115)",8,2,6
"Superior no univ. completa (116)",4,,4
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",4,,4
"De 30 a 44 años (120)",60,2,58
"Sin nivel (121)",2,,2
"Primaria (123)",34,2,32
"Secundaria (124)",20,,20
"Superior no univ. incompleta (125)",2,,2
"Superior univ. incompleta (127)",1,,1
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",17,,17
"Sin nivel (131)",2,,2
"Primaria (133)",6,,6
"Secundaria (134)",8,,8
"Superior no univ. incompleta (135)",1,,1
"De 65 y más años (140)",2,,2
"Sin nivel (141)",2,,2
