"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia EL DORADO (000)",28403,2549,318,18390,6162,228,387,116,253
"Hombres (001)",15286,833,149,10019,3693,144,225,69,154
"Mujeres (002)",13117,1716,169,8371,2469,84,162,47,99
"PEA (003)",13925,1169,38,8760,3157,158,342,82,219
"Hombres (004)",10060,601,14,6487,2450,110,205,54,139
"Mujeres (005)",3865,568,24,2273,707,48,137,28,80
"Ocupada (006)",13708,1150,38,8640,3092,151,341,81,215
"Hombres (007)",9889,590,14,6386,2402,104,204,53,136
"Mujeres (008)",3819,560,24,2254,690,47,137,28,79
"Desocupada (009)",217,19,,120,65,7,1,1,4
"Hombres (010)",171,11,,101,48,6,1,1,3
"Mujeres (011)",46,8,,19,17,1,,,1
"No PEA (012)",14478,1380,280,9630,3005,70,45,34,34
"Hombres (013)",5226,232,135,3532,1243,34,20,15,15
"Mujeres (014)",9252,1148,145,6098,1762,36,25,19,19
,,,,,,,,,
"URBANA (018)",11362,647,103,6427,3422,158,309,94,202
"Hombres (019)",5927,187,55,3289,1951,97,175,51,122
"Mujeres (020)",5435,460,48,3138,1471,61,134,43,80
"PEA (021)",5612,314,2,2955,1721,108,272,63,177
"Hombres (022)",3759,127,1,1975,1280,73,156,38,109
"Mujeres (023)",1853,187,1,980,441,35,116,25,68
"Ocupada (024)",5510,305,2,2916,1676,104,271,62,174
"Hombres (025)",3683,121,1,1944,1248,70,155,37,107
"Mujeres (026)",1827,184,1,972,428,34,116,25,67
"Desocupada (027)",102,9,,39,45,4,1,1,3
"Hombres (028)",76,6,,31,32,3,1,1,2
"Mujeres (029)",26,3,,8,13,1,,,1
"No PEA (030)",5750,333,101,3472,1701,50,37,31,25
"Hombres (031)",2168,60,54,1314,671,24,19,13,13
"Mujeres (032)",3582,273,47,2158,1030,26,18,18,12
,,,,,,,,,
"RURAL (036)",17041,1902,215,11963,2740,70,78,22,51
"Hombres (037)",9359,646,94,6730,1742,47,50,18,32
"Mujeres (038)",7682,1256,121,5233,998,23,28,4,19
"PEA (039)",8313,855,36,5805,1436,50,70,19,42
"Hombres (040)",6301,474,13,4512,1170,37,49,16,30
"Mujeres (041)",2012,381,23,1293,266,13,21,3,12
"Ocupada (042)",8198,845,36,5724,1416,47,70,19,41
"Hombres (043)",6206,469,13,4442,1154,34,49,16,29
"Mujeres (044)",1992,376,23,1282,262,13,21,3,12
"Desocupada (045)",115,10,,81,20,3,,,1
"Hombres (046)",95,5,,70,16,3,,,1
"Mujeres (047)",20,5,,11,4,,,,
"No PEA (048)",8728,1047,179,6158,1304,20,8,3,9
"Hombres (049)",3058,172,81,2218,572,10,1,2,2
"Mujeres (050)",5670,875,98,3940,732,10,7,1,7
