"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia MELGAR",,,,,,,
"Viviendas particulares (001)",19992,2936,2539,1218,6871,698,5730
"Ocupantes presentes (002)",73335,10978,8702,4426,26698,2491,20040
"Casa independiente",,,,,,,
"Viviendas particulares (004)",15613,2802,1766,1020,5935,514,3576
"Ocupantes presentes (005)",57603,10561,6332,3731,22901,1816,12262
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",2,2,,,,,
"Ocupantes presentes (008)",7,7,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",12,6,5,,,,1
"Ocupantes presentes (011)",39,29,9,,,,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",924,115,763,,,,46
"Ocupantes presentes (014)",2856,348,2338,,,,170
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",3408,4,,197,923,184,2100
"Ocupantes presentes (017)",12721,13,,694,3748,675,7591
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",4,1,1,,1,,1
"Ocupantes presentes (020)",21,3,9,,6,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",22,6,4,1,7,,4
"Ocupantes presentes (023)",69,17,14,1,31,,6
"Otro tipo",,,,,,,
"Viviendas particulares (025)",7,,,,5,,2
"Ocupantes presentes (026)",19,,,,12,,7
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",9531,2917,2531,392,2078,166,1447
"Ocupantes presentes (029)",34840,10922,8679,1539,7965,599,5136
"Casa independiente",,,,,,,
"Viviendas particulares (031)",8570,2787,1758,391,2073,166,1395
"Ocupantes presentes (032)",31858,10518,6309,1538,7942,599,4952
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",2,2,,,,,
"Ocupantes presentes (035)",7,7,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",12,6,5,,,,1
"Ocupantes presentes (038)",39,29,9,,,,1
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",924,115,763,,,,46
"Ocupantes presentes (041)",2856,348,2338,,,,170
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",4,1,1,,1,,1
"Ocupantes presentes (047)",21,3,9,,6,,3
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",17,6,4,1,4,,2
"Ocupantes presentes (050)",52,17,14,1,17,,3
"Otro tipo",,,,,,,
"Viviendas particulares (052)",2,,,,,,2
"Ocupantes presentes (053)",7,,,,,,7
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",10461,19,8,826,4793,532,4283
"Ocupantes presentes (056)",38495,56,23,2887,18733,1892,14904
"Casa independiente",,,,,,,
"Viviendas particulares (058)",7043,15,8,629,3862,348,2181
"Ocupantes presentes (059)",25745,43,23,2193,14959,1217,7310
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",3408,4,,197,923,184,2100
"Ocupantes presentes (071)",12721,13,,694,3748,675,7591
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,3,,2
"Ocupantes presentes (077)",17,,,,14,,3
"Otro tipo",,,,,,,
"Viviendas particulares (079)",5,,,,5,,
"Ocupantes presentes (080)",12,,,,12,,
